#SysTm EventTmStmp Light
43734573298056 1379267728614530255 5.0 
43734702002466 1379267728742063214 12.0 
43734847371000 1379267728869474103 9.0 
43734954863750 1379267728996030500 4.0 
43735082072662 1379267729123105695 3.0 
43735211479041 1379267729250577619 4.0 
43735846363826 1379267729886319806 5.0 
43736101117375 1379267730140799972 10.0 
43736226434023 1379267730267692062 12.0 
43736353459812 1379267730394584152 11.0 
43736480851847 1379267730521750900 10.0 
43736738657433 1379267730776464382 8.0 
43736861868175 1379267730903234401 6.0 
43737117812018 1379267731157812038 5.0 
43737245906021 1379267731285253444 4.0 
43737752300039 1379267731793157497 3.0 
