#SysTm EventTmStmp Light
190167792057348 1379439890509545928 3.0 
190170462071083 1379439893179464325 2.0 
190170716549946 1379439893433767303 3.0 
190170843575736 1379439893560903534 4.0 
190170970693088 1379439893688039764 5.0 
190171097810437 1379439893815175995 6.0 
190171224775189 1379439893942312225 7.0 
190171479040408 1379439894196523651 8.0 
190171606188281 1379439894323690399 11.0 
190171733549793 1379439894450857147 14.0 
190172116122661 1379439894832870360 21.0 
190172245162795 1379439894960098144 28.0 
190172374416573 1379439895087264892 31.0 
190172505532093 1379439895214156981 33.0 
190172628651274 1379439895341079589 34.0 
190172752716588 1379439895468154784 29.0 
190172905257409 1379439895595334932 26.0 
190173011742988 1379439895722501680 20.0 
190173153449077 1379439895849668428 17.0 
190173271196673 1379439895976713106 15.0 
190173386411078 1379439896103818819 14.0 
190173513650511 1379439896230955049 17.0 
190173640584740 1379439896358060762 18.0 
190173767702091 1379439896485227510 16.0 
190173895460369 1379439896612485811 14.0 
190174022394597 1379439896739530488 11.0 
190174276507218 1379439896993802949 12.0 
190174403838212 1379439897120969697 14.0 
190174530741919 1379439897248346248 12.0 
190174785007142 1379439897502588192 11.0 
190174912216054 1379439897629754940 13.0 
190175039394444 1379439897756891170 11.0 
190175166542316 1379439897884027401 10.0 
190175293659667 1379439898011175935 7.0 
190175547985931 1379439898265478914 10.0 
190175675377964 1379439898392615144 14.0 
190175804021333 1379439898520148103 11.0 
190175942553303 1379439898647650545 7.0 
190176056791057 1379439898774145906 6.0 
190176183847367 1379439898901129548 5.0 
190176437776864 1379439899155340974 4.0 
190176565168899 1379439899282538240 5.0 
190177709469219 1379439900426792632 6.0 
190177963581840 1379439900681095611 5.0 
190178853769539 1379439901571049224 4.0 
190179108278925 1379439901825382720 5.0 
190179998436105 1379439902715275299 4.0 
190180379605034 1379439903097041831 3.0 
190180633870257 1379439903351314292 2.0 
190181142858508 1379439903859798179 3.0 
190181651053226 1379439904368404136 4.0 
190182032679962 1379439904749994676 5.0 
190182184457773 1379439904877130906 6.0 
190182287158827 1379439905004267137 9.0 
190182413970974 1379439905131403367 13.0 
190182541118846 1379439905258539598 16.0 
190182668236196 1379439905385690487 20.0 
190182795445108 1379439905512857235 26.0 
190183049679811 1379439905767099179 25.0 
190183176888721 1379439905894265927 26.0 
190183303975552 1379439906021371640 27.0 
190183431153944 1379439906148538388 26.0 
190183558637539 1379439906275674618 24.0 
190183685419166 1379439906402780331 25.0 
190183812628078 1379439906529947079 28.0 
190183939775948 1379439906657083310 29.0 
190184067076422 1379439906784219540 30.0 
190184196391239 1379439906912173704 34.0 
190184320975400 1379439907038669065 38.0 
190184446597252 1379439907163913206 44.0 
190184589676756 1379439907293734983 45.0 
190184702815778 1379439907420291380 44.0 
190184830421456 1379439907547336058 51.0 
190184956897879 1379439907674350218 52.0 
190185214581382 1379439907928636272 51.0 
190185348535296 1379439908056413371 50.0 
190185465703006 1379439908183122356 47.0 
190185592759315 1379439908310136516 41.0 
190185719632502 1379439908437150676 33.0 
190185847177139 1379439908564531047 25.0 
190185974111367 1379439908691453655 11.0 
190186101259239 1379439908818589885 8.0 
190186228376589 1379439908945726115 7.0 
190186991294336 1379439909708786396 9.0 
190187118777932 1379439909836044696 11.0 
190187245559559 1379439909963089374 10.0 
190187499885821 1379439910217437455 9.0 
190187627033693 1379439910344573686 10.0 
190187754181564 1379439910471709916 8.0 
190187881115792 1379439910598785111 7.0 
