#SysTm EventTmStmp Pressure
4545263314956 1375075622034406072 891.5 
4545334152742 1375075622097669011 891.47003 
4545348405756 1375075622161481267 891.5 
4545358660601 1375075622224774724 891.41003 
4545369708976 1375075622288648015 891.5 
4545452724388 1375075622351937256 891.49 
4545465115659 1375075622415749512 891.43005 
4545548405754 1375075622479042969 891.52 
4545609965345 1375075622542885743 891.46 
4545620891638 1375075622606148682 891.43005 
4545663070795 1375075622670052491 891.46 
4545727865545 1375075622733315430 891.46 
4545791134276 1375075622797463379 891.56995 
4545906623364 1375075622860421143 891.48004 
4545925240791 1375075622924324952 891.51 
4545976057212 1375075622987557374 891.4501 
4546040821442 1375075623051430665 891.3901 
4546103357685 1375075623114754639 891.4501 
4546167297864 1375075623178536377 891.48004 
4546234351122 1375075623241860352 891.51 
4546294689900 1375075623305703126 891.58997 
4546357958631 1375075623369027100 891.53 
4546422142975 1375075623432808838 891.58997 
4546515657395 1375075623496163331 891.53 
4546548741479 1375075623559975586 891.49 
4546615916817 1375075623623269043 891.44006 
4546676957562 1375075623687111817 891.49 
4546740195775 1375075623750435792 891.46 
4546803403465 1375075623814278565 891.55 
4546867496248 1375075623877572022 891.48004 
4546931924754 1375075623941384278 891.3701 
4546994155792 1375075624004677735 891.48004 
4547127316177 1375075624068520508 891.51 
4547135983962 1375075624131844483 891.4501 
4547185365925 1375075624196145020 891.4501 
4547248817780 1375075624259155258 891.42004 
4547316603526 1375075624323120102 891.5 
