#SysTm EventTmStmp Ori:x Ori:y Ori:z
196862090826819 1378672689204960370 0.36262283 -0.00405457 0.003932237 
196862172896100 1378672689459263349 0.36218664 -0.003968807 0.0036859936 
196862206804234 1378672689522404218 0.36224252 -0.0039560343 0.0037085323 
196862272819798 1378672689586369062 0.36253288 -0.0038813134 0.003822567 
196862340910750 1378672689649570966 0.3627749 -0.0038897926 0.003944394 
196862427832770 1378672689713535810 0.36288038 -0.0040740217 0.004065907 
196862459085631 1378672689776707196 0.3629129 -0.0039867875 0.0040487987 
196862522629047 1378672689840672040 0.3633079 -0.0040347013 0.0042607137 
196862585928298 1378672689903843427 0.36305287 -0.003914355 0.004089973 
196862651150335 1378672689967777753 0.3629947 -0.0039200666 0.004063602 
196862716158727 1378672690030963744 0.36283147 -0.0038992786 0.0039756964 
196862776924789 1378672690094867553 0.3629534 -0.003855578 0.0040189265 
196862840346123 1378672690158099975 0.3631041 -0.003816545 0.0040780143 
196862903981099 1378672690222064819 0.363117 -0.0038198929 0.0040856106 
196862970210307 1378672690285236205 0.36301014 -0.0038725284 0.0040531736 
196863053256240 1378672690349140014 0.36287522 -0.003958111 0.00401945 
196863094519783 1378672690412372436 0.36282694 -0.003920893 0.003981691 
196863159070371 1378672690476306762 0.36246976 -0.004127925 0.003884977 
196863225208019 1378672690539508666 0.3628324 -0.0041481536 0.004070453 
196863288232587 1378672690603442992 0.36263448 -0.0039775274 0.0039087716 
196863351287677 1378672690666644897 0.3626537 -0.003951056 0.0039081885 
196863415838263 1378672690730579223 0.36252007 -0.0040034195 0.0038625142 
196863477306293 1378672690793781127 0.36262557 -0.0040252763 0.0039224895 
196863541734801 1378672690857745971 0.3627031 -0.004019003 0.003958137 
196863622796908 1378672690920886840 0.36290595 -0.00402502 0.004059873 
196863667173530 1378672690984882201 0.36306515 -0.003992905 0.0041257744 
196863730839026 1378672691048053588 0.3630608 -0.0037866507 0.0040454515 
196863794565564 1378672691111987914 0.36281338 -0.003918511 0.003974139 
196863859726560 1378672691175189819 0.3619739 -0.0038866277 0.003550702 
196863922140721 1378672691239124145 0.3618941 -0.003717316 0.0034476311 
196863987118593 1378672691302326049 0.36209378 -0.003706115 0.0035411657 
196864051852303 1378672691366260375 0.36205614 -0.003607237 0.003485353 
196864114968433 1378672691429462279 0.36228526 -0.0037577678 0.0036544732 
196864231342613 1378672691493396606 0.36241412 -0.0036901685 0.0036920197 
196864238881145 1378672691556598510 0.3623836 -0.0038072355 0.0037213636 
196864302638203 1378672691620563354 0.36222425 -0.0038608871 0.0036636128 
196864365449129 1378672691683886068 0.36230144 -0.0038712076 0.0037053043 
196864429663992 1378672691747820394 0.3624109 -0.003931942 0.0037819385 
196864493909377 1378672691811052816 0.36266622 -0.0039483886 0.003913276 
196864556323537 1378672691874956624 0.36299825 -0.003849306 0.004038548 
196864619561749 1378672691938189046 0.36248946 -0.0038235136 0.003779376 
196864684966907 1378672692002153890 0.36250034 -0.0039770515 0.0038428446 
196864746984303 1378672692065325277 0.362935 -0.003811579 0.0039932346 
196864840590285 1378672692129259603 0.3630555 -0.003877622 0.00407734 
196864874895184 1378672692192430990 0.36289623 -0.0038366274 0.003983746 
196864940819189 1378672692256426351 0.36297992 -0.003926325 0.0040587285 
196865005980184 1378672692319597738 0.36295915 -0.003943121 0.0040549417 
196865069432038 1378672692383532064 0.3631809 -0.0039967173 0.0041839867 
196865134226787 1378672692446733968 0.3630555 -0.003993145 0.0041211345 
196865204820409 1378672692510698812 0.36306423 -0.0040029935 0.004129153 
196865276726408 1378672692574037851 0.36300093 -0.0039355326 0.0040725498 
196865323453097 1378672692637880624 0.36292535 -0.0040194783 0.004067286 
196865391757690 1378672692701021493 0.36296967 -0.004284951 0.004189663 
196865446724880 1378672692764925302 0.36279383 -0.0042133164 0.00407623 
196865510176736 1378672692828157724 0.36278036 -0.004149548 0.004045471 
196865574116915 1378672692892061532 0.36229533 -0.0042567076 0.00384815 
196865637324605 1378672692955293954 0.36245868 -0.0042263945 0.003916797 
196865706117525 1378672693019228280 0.36248454 -0.0041361907 0.0038953465 
196865769599898 1378672693082430185 0.36281815 -0.004105585 0.004047337 
196865843215039 1378672693146578134 0.36262313 -0.0041037523 0.0039509996 
196865907643544 1378672693209566415 0.3626195 -0.004114433 0.0039532906 
196866005186653 1378672693273744882 0.36241654 -0.0041497285 0.003867111 
196866019592269 1378672693336702645 0.36271822 -0.0042567407 0.004055577 
196866083440887 1378672693400606454 0.3627271 -0.0042896857 0.004072427 
196866152264328 1378672693463838876 0.3626847 -0.00431972 0.00406298 
196866214983692 1378672693527742685 0.36261836 -0.004182266 0.0039783968 
196866273430206 1378672693590975106 0.36231384 -0.0043414305 0.0038892725 
196866337400906 1378672693654939950 0.36236796 -0.0043068663 0.0039027336 
196866400669638 1378672693718111337 0.3623925 -0.0043221437 0.0039205565 
196866469248915 1378672693782045663 0.3624073 -0.004297682 0.0039185737 
196866533005973 1378672693845247567 0.3624806 -0.004363428 0.00397941 
196866600883281 1378672693909181894 0.36288407 -0.004320821 0.0041612294 
196866654782258 1378672693972383798 0.36320344 -0.004207833 0.0042751133 
