#SysTm EventTmStmp Grav:x Grav:y Grav:z
21944873302879 1374856253545049932 -0.5673396 3.9324822 8.965717 
21944884625937 1374856253550085332 -0.565135 3.93539 8.9645815 
21944893904130 1374856253555181768 -0.5618895 3.9369342 8.9641075 
21944936419010 1374856253560156133 -0.5573111 3.9376595 8.964074 
21944954761753 1374856253565252569 -0.5509686 3.9377909 8.964409 
21944973867506 1374856253570226934 -0.5428987 3.9380505 8.964787 
21945003533308 1374856253590399053 -0.50651586 3.9395444 8.96626 
21945009393220 1374856253610510137 -0.48539433 3.9419296 8.96638 
21945017572680 1374856253615606573 -0.48139623 3.9428685 8.966183 
21945026881393 1374856253620580938 -0.47734046 3.9440203 8.965893 
21945034389404 1374856253625646856 -0.47310573 3.9453676 8.965525 
21945044857892 1374856253630651739 -0.46891022 3.9466383 8.965186 
21945053708800 1374856253635748174 -0.4646079 3.9478364 8.964882 
21945064818215 1374856253640753057 -0.4604532 3.9487557 8.964691 
21945072875595 1374856253645757940 -0.45640707 3.9494846 8.964578 
21945079681637 1374856253650823858 -0.4526849 3.9498637 8.9646 
21945086640283 1374856253655889776 -0.44959113 3.950069 8.964664 
21945094087254 1374856253660864141 -0.4474999 3.9498456 8.964868 
21945100557573 1374856253665930059 -0.44676265 3.949066 8.965248 
21945108889634 1374856253670934942 -0.4472892 3.9478374 8.965762 
21945115268392 1374856253676031377 -0.44855338 3.946042 8.96649 
21945123020567 1374856253681005743 -0.45009705 3.9438734 8.967366 
21945128758397 1374856253686041143 -0.45117638 3.941775 8.968235 
21945135198195 1374856253691076543 -0.45185107 3.9397686 8.969082 
21945140844464 1374856253696172979 -0.4515255 3.9378977 8.969921 
21945148230394 1374856253699926641 -0.45097303 3.936594 8.970521 
21945154944876 1374856253706182745 -0.44964072 3.934591 8.971466 
21945161232072 1374856253711218145 -0.44873843 3.9328299 8.972283 
21945169655695 1374856253716314581 -0.44807428 3.9308403 8.973188 
21945178262440 1374856253721319463 -0.44783795 3.9287243 8.974127 
21945185434727 1374856253726324346 -0.4478852 3.9263294 8.975173 
21945190958915 1374856253731359747 -0.44834423 3.923821 8.976246 
21945196299980 1374856253736456182 -0.44937736 3.921362 8.97727 
21945203044983 1374856253741430547 -0.4511201 3.9191353 8.978154 
21945209515302 1374856253746465948 -0.45364746 3.917271 8.978841 
21945215070010 1374856253751501348 -0.45704347 3.9159594 8.97924 
21945220380555 1374856253756597784 -0.46117824 3.914938 8.979474 
21945226393068 1374856253761572149 -0.46502265 3.9141212 8.979632 
21945235732302 1374856253766638067 -0.4683015 3.9133348 8.979805 
21945246658595 1374856253771642950 -0.47111788 3.9127007 8.979934 
21945256882920 1374856253776739385 -0.47371215 3.9124193 8.97992 
21945270800210 1374856253781713750 -0.47660995 3.9121134 8.9799 
21945279712158 1374856253786749151 -0.48041826 3.9117172 8.979869 
21945288532546 1374856253791784551 -0.48495522 3.910954 8.979958 
21945296803567 1374856253796880987 -0.48996183 3.910059 8.980076 
21945310507214 1374856253800634649 -0.4936895 3.9093883 8.980164 
21945316397645 1374856253806921270 -0.4986086 3.9082186 8.980401 
21945322043914 1374856253811926153 -0.5016732 3.9072661 8.980645 
21945329002559 1374856253817053106 -0.50389487 3.9062595 8.980958 
21945336327448 1374856253821966436 -0.5049948 3.9048524 8.981508 
21945341943197 1374856253827032354 -0.5057156 3.9026127 8.982441 
21945347406343 1374856253832067754 -0.5055291 3.899806 8.98367 
21945353388336 1374856253837164190 -0.5043968 3.8971615 8.984882 
21945359461890 1374856253842138555 -0.5021975 3.8951564 8.985875 
21945365596486 1374856253847173956 -0.4991748 3.8937278 8.986662 
21945371456398 1374856253852209356 -0.49597433 3.8929548 8.987174 
21945378384523 1374856253857305791 -0.49330014 3.8925998 8.987475 
21945384335995 1374856253862310674 -0.49147636 3.8924646 8.987634 
21945389463418 1374856253867376592 -0.49065018 3.8925583 8.987638 
21945395140207 1374856253872350957 -0.49066862 3.8930726 8.987414 
21945400389711 1374856253877447393 -0.49107364 3.8937526 8.987098 
21945407256795 1374856253882421758 -0.49154562 3.8942776 8.986844 
21945412780982 1374856253887457159 -0.4923906 3.8942795 8.986797 
21945419403903 1374856253892492559 -0.493612 3.8937483 8.98696 
21945424683927 1374856253897588995 -0.4956625 3.8929434 8.987197 
21945431642572 1374856253901342657 -0.49733272 3.8921828 8.987433 
21945437349881 1374856253907629278 -0.49872285 3.8915725 8.98762 
21945447543686 1374856253912634161 -0.49876523 3.8917136 8.987557 
21945462742831 1374856253917730596 -0.49791124 3.8924572 8.987283 
21945485785712 1374856253922704961 -0.49682772 3.8934376 8.9869175 
21945496071077 1374856253927740362 -0.49616116 3.8942308 8.98661 
21945501259540 1374856253932775762 -0.4964881 3.89458 8.986442 
21945513772893 1374856253937872198 -0.4976988 3.8944657 8.986424 
21945542523084 1374856253942846563 -0.49935487 3.8938494 8.9866 
21945548169353 1374856253947881963 -0.5008252 3.8930774 8.986852 
21945553266255 1374856253952917364 -0.5015523 3.892609 8.987014 
21945558332637 1374856253958013799 -0.50144494 3.8927217 8.986972 
21945563978906 1374856253962988164 -0.500799 3.8933876 8.986719 
21945568770604 1374856253968054082 -0.49977368 3.8943713 8.98635 
21945576156534 1374856253973547247 -0.49935505 3.895708 8.985794 
21945580948232 1374856253978185918 -0.49982396 3.8968077 8.985291 
21945587479592 1374856253983129766 -0.5009671 3.8978615 8.984771 
21945592484933 1374856253988165166 -0.5025156 3.8989136 8.984227 
21945598222763 1374856253993231084 -0.5042047 3.8999999 8.983661 
21945603380707 1374856253998297002 -0.5060335 3.9007912 8.983215 
21945609362700 1374856254002020147 -0.5072074 3.9013703 8.982897 
21945614581683 1374856254008306768 -0.5088166 3.9018638 8.982592 
21945619525984 1374856254013342168 -0.50988346 3.9018614 8.9825325 
21945625019650 1374856254018469122 -0.5106149 3.9018438 8.982498 
21945630665919 1374856254023443487 -0.5110945 3.902018 8.982395 
21945635945944 1374856254028478887 -0.5117626 3.9025214 8.982139 
21945640859724 1374856254033514288 -0.51289463 3.9035864 8.981611 
21945645620902 1374856254038580206 -0.5147549 3.905001 8.98089 
21945651145089 1374856254043554571 -0.5175127 3.9068534 8.979926 
21945656608235 1374856254048589971 -0.5208899 3.9090207 8.978787 
21945661369414 1374856254053655889 -0.5246356 3.9110768 8.977674 
21945666130592 1374856254058721807 -0.5283355 3.9127162 8.976743 
