#SysTm EventTmStmp Snd
282135775566306,1378828619127967480,-Infinity
282135776695560,1378828619128699901,-Infinity
282135777489090,1378828619127967480,-Infinity
282135778343660,1378828619127967480,-Infinity
282135779137190,1378828619127967480,-Infinity
282135780388526,1378828619127967480,-Infinity
282135780846332,1378828619137366894,-Infinity
282135781578821,1378828619139228466,-Infinity
282135782219748,1378828619191108349,-Infinity
282135783196400,1378828619191840771,-Infinity
282135784112012,1378828619191108349,-Infinity
282135784905541,1378828619191108349,-Infinity
282135797571496,1378828619699653271,67.2863962173893
282135798853351,1378828619700385692,-Infinity
282135799830003,1378828619699653271,-Infinity
282135801081338,1378828619699653271,-Infinity
282135802119031,1378828619699653271,-Infinity
282135803614529,1378828619699653271,-Infinity
282135808406228,1378828619709022167,66.76108351021823
282135810664735,1378828619710853222,-Infinity
282135860931788,1378828619736610058,68.07756533455782
282135861969480,1378828619763587597,-Infinity
282135863495499,1378828619764320019,-Infinity
282135864441630,1378828619763587597,-Infinity
282135865326721,1378828619763587597,-Infinity
282135866211812,1378828619763587597,68.34375946617583
282135867798871,1378828619763587597,-Infinity
282135868561881,1378828619772956493,-Infinity
282135884127270,1378828619774818065,-Infinity
282135923742713,1378828619826820019,68.57945858678997
282135926581108,1378828619827552440,69.72737346608542
282135928656493,1378828619826820019,-Infinity
282135931983215,1378828619826820019,-Infinity
282135934333283,1378828619826820019,-Infinity
282135937324280,1378828619826820019,-Infinity
282135938270411,1378828619836219433,-Infinity
282135940376317,1378828619838081005,-Infinity
282135987988097,1378828619890754345,71.92777250308782
282135990460247,1378828619891486767,-Infinity
282135991620021,1378828619890754345,-Infinity
282135992718755,1378828619890754345,-Infinity
282135993848009,1378828619890754345,-Infinity
282135995526629,1378828619890754345,-Infinity
282135996533801,1378828619900153759,-Infinity
282135997907218,1378828619902015331,-Infinity
282136051989318,1378828619953925731,71.91898269991461
282136054125744,1378828619954658153,-Infinity
282136055895926,1378828619953925731,-Infinity
282136057208302,1378828619953925731,-Infinity
282136060443461,1378828619953925731,-Infinity
282136064716313,1378828619953925731,-Infinity
282136065479323,1378828619963325146,-Infinity
282136068012513,1378828619965186718,-Infinity
282136115135970,1378828620017890575,70.77378841281941
282136117669161,1378828620018653515,-Infinity
282136118951016,1378828620017890575,-Infinity
282136120965361,1378828620017890575,-Infinity
282136123437511,1378828620017890575,-Infinity
282136125482376,1378828620017890575,-Infinity
282136126306426,1378828620027289989,70.43619264415535
282136128137648,1378828620029151562,-Infinity
282136178007936,1378828620081061962,71.13973097071175
282136182402869,1378828620081824901,-Infinity
282136183532123,1378828620081061962,-Infinity
282136184600336,1378828620081061962,-Infinity
282136185973753,1378828620081061962,67.64255667961335
282136188171220,1378828620081061962,-Infinity
282136189025790,1378828620090461376,-Infinity
282136190216085,1378828620092322948,-Infinity
282136242009158,1378828620145026806,68.03640732010801
282136244420267,1378828620145759228,-Infinity
282136245610562,1378828620145026806,67.5703073045412
282136249395088,1378828620145026806,-Infinity
282136251073708,1378828620145026806,-Infinity
282136252721808,1378828620145026806,-Infinity
282136253332216,1378828620154426220,-Infinity
282136254369909,1378828620156287792,-Infinity
282136357956051,1378828620208228710,68.84972297763593
282136359329468,1378828620208961132,-Infinity
282136360306120,1378828620208228710,-Infinity
282136361282771,1378828620208228710,-Infinity
282136362137342,1378828620208228710,-Infinity
282136364670533,1378828620208228710,-Infinity
282136365219899,1378828620217628124,-Infinity
282136366013429,1378828620219489696,-Infinity
282136368760263,1378828620272163036,-Infinity
282136371079811,1378828620272895458,-Infinity
282136372239585,1378828620272163036,-Infinity
282136374376011,1378828620272163036,-Infinity
282136376146193,1378828620272163036,-Infinity
282136378831985,1378828620272163036,-Infinity
282136379656035,1378828620281501415,-Infinity
282136382158706,1378828620283362987,-Infinity
282136432273159,1378828620335364940,68.12874005420308
282136435172594,1378828620336097362,-Infinity
282136436881735,1378828620335364940,-Infinity
282136438712957,1378828620335364940,-Infinity
282136440757822,1378828620335364940,-Infinity
282136443413094,1378828620335364940,-Infinity
282136444298185,1378828620344733837,-Infinity
282136446037846,1378828620346564892,66.9228221467614
282136496213338,1378828620399299267,67.62815481098308
282136499021212,1378828620400031688,-Infinity
282136501005036,1378828620399299267,-Infinity
282136502805738,1378828620399299267,-Infinity
282136504453838,1378828620399299267,65.45286261021424
282136507505875,1378828620399299267,-Infinity
282136508360446,1378828620408637646,-Infinity
282136510222189,1378828620410499218,-Infinity
282136559390509,1378828620462501171,68.83719148225258
282136562381505,1378828620463233593,-Infinity
282136563877003,1378828620462501171,-Infinity
282136564823135,1378828620462501171,-Infinity
282136565738746,1378828620462501171,69.9811316246718
282136567295285,1378828620462501171,-Infinity
282136567814131,1378828620471870067,-Infinity
282136569492752,1378828620473701122,-Infinity
282136595221425,1378828620499427440,70.8437430759572
282136624246299,1378828620526435497,70.22234073529397
282136633890738,1378828620527167919,-Infinity
282136635630399,1378828620526435497,-Infinity
282136636790173,1378828620526435497,-Infinity
282136637858386,1378828620526435497,-Infinity
282136639537007,1378828620526435497,-Infinity
282136640116894,1378828620535834911,-Infinity
282136641154586,1378828620537696483,-Infinity
282136686507859,1378828620589844921,71.69855087985158
282136689590417,1378828620589844921,-Infinity
282136691299557,1378828620589844921,-Infinity
282136692459332,1378828620589844921,-Infinity
282136694046391,1378828620589844921,-Infinity
