#SysTm EventTmStmp Ori:x Ori:y Ori:z
274254848114002 1378819305638681567 1.468639 -0.0026490262 9.5208874E-4 
274254964366100 1378819314157749208 1.4691479 -0.0023096777 6.825636E-4 
274255084799491 1378819314284641298 1.4694679 -0.002138853 9.242272E-4 
274255180786061 1378819314411808046 1.4694029 -0.0021844008 9.805711E-4 
274255271217924 1378819314538944277 1.4694859 -0.0021197884 8.461803E-4 
274255332716475 1378819314602909121 1.4696168 -0.0020297633 7.496641E-4 
274255383258211 1378819314666080507 1.4695946 -0.0020500983 8.1509666E-4 
274255454340158 1378819314730045351 1.4695457 -0.002081273 8.283222E-4 
274255527283848 1378819314793216738 1.4695531 -0.0020962495 0.0010169032 
274255607643990 1378819314857181582 1.4694434 -0.0021729122 0.0011101934 
274255714831536 1378819314920352968 1.4697415 -0.00198861 0.0010925675 
274255809200528 1378819315047489199 1.4695947 -0.0020786072 0.0010936009 
274255906011149 1378819315174625429 1.4694147 -0.0021912926 0.0011173801 
274255972850765 1378819315238590273 1.4694058 -0.0021948963 0.001099124 
274256040697552 1378819315301973576 1.4692565 -0.0022740832 9.8174E-4 
274256105828027 1378819315365938419 1.4691999 -0.002307134 9.651052E-4 
274256259742264 1378819315429109806 1.4691476 -0.0023362113 9.371955E-4 
274256320691449 1378819315493074650 1.4690267 -0.002388018 7.227727E-4 
274256362962164 1378819315556246037 1.4690304 -0.0023841024 7.076304E-4 
274256448815971 1378819315683382267 1.469434 -0.0021631706 9.59446E-4 
274256537264010 1378819315810518498 1.4692256 -0.0022842295 8.966494E-4 
274256596748216 1378819315874483341 1.4692371 -0.0022777584 9.012101E-4 
274256659040296 1378819315937654728 1.4691899 -0.0023227686 0.0010569193 
274256723743486 1378819316001619572 1.4692558 -0.002274627 9.816097E-4 
274256777154138 1378819316064790958 1.4693066 -0.0022444446 9.900507E-4 
274256847717237 1378819316128755802 1.4694067 -0.0022046533 0.0011998861 
274256909429432 1378819316191941988 1.4693172 -0.0022449633 0.0010591878 
274256970500696 1378819316255906832 1.4692888 -0.0022558242 9.964987E-4 
274257075368695 1378819316319078218 1.469168 -0.0023410637 0.0011045593 
274257133845729 1378819316383043062 1.4692798 -0.0022656266 0.0010369488 
274257184356944 1378819316446214449 1.4693476 -0.0022360915 0.001153275 
274257231785604 1378819316510179293 1.469304 -0.0022475042 0.0010047725 
274257288889220 1378819316573350679 1.46953 -0.0021188327 0.0010993809 
274257350784536 1378819316637315523 1.4694827 -0.002142187 0.001044927 
274257414419512 1378819316700486910 1.4696218 -0.0020624185 0.0010973408 
274257471278965 1378819316764451754 1.4697235 -0.002003724 0.0011317966 
274257527650094 1378819316827623140 1.4695934 -0.0020904124 0.0012006494 
274257584173823 1378819316891587984 1.4693452 -0.0022304987 0.0010848826 
274257640209226 1378819316954759371 1.4692818 -0.0022678028 0.001069784 
274257725147422 1378819317018724214 1.4693577 -0.002212793 9.879101E-4 
274257781396468 1378819317081895601 1.4695841 -0.0020623554 8.720016E-4 
274257840178707 1378819317145860445 1.4693376 -0.0022186686 9.245479E-4 
274257891147728 1378819317209031832 1.4693866 -0.0021939971 9.768046E-4 
274257963786214 1378819317272966158 1.4693196 -0.002247695 0.0010995012 
274258026047774 1378819317336168062 1.4691625 -0.0023469103 0.0011288146 
274258090171075 1378819317400102388 1.4692047 -0.0023094323 0.0010157265 
274258161649788 1378819317463273775 1.4691982 -0.0023138442 0.0010207455 
274258224887999 1378819317527269136 1.4692922 -0.0022542933 9.999798E-4 
274258286935916 1378819317590440523 1.4695166 -0.002112274 9.5603615E-4 
274258353531368 1378819317654405367 1.469487 -0.0021368216 0.0010178376 
274258445580811 1378819317715623629 1.469356 -0.002234418 0.001186585 
274258502226623 1378819317781753824 1.4693882 -0.002208101 0.0011232514 
274258559971167 1378819317844925211 1.4694937 -0.002159858 0.0012816391 
274258618356640 1378819317908859537 1.4693303 -0.0022680752 0.0013601712 
274258676223265 1378819317972061441 1.4692056 -0.0023394094 0.0013115909 
274258734456135 1378819318036026285 1.4692411 -0.002302608 0.0011667513 
274258792200680 1378819318099167154 1.4692217 -0.0023330147 0.0013457339 
274258856995431 1378819318163162516 1.4691068 -0.002397841 0.0012908654 
274258907109882 1378819318226303385 1.4691848 -0.002367127 0.0014566617 
274259451196560 1378819318290268229 1.4692762 -0.002314742 0.0014916583 
274259516113391 1378819318353470133 1.4692087 -0.0023437066 0.0013711291 
274259559421800 1378819318734862919 1.469238 -0.0022999293 0.0011219827 
274259658674052 1378819318924682255 1.4696451 -0.002069181 0.0013013639 
274259716632238 1378819318989104863 1.469689 -0.00206042 0.0014790688 
274259773339090 1378819319053069706 1.4696938 -0.0020647498 0.0015494097 
274259830168024 1378819319116271611 1.469576 -0.0021318048 0.0014984652 
274259886539151 1378819319180236454 1.4695704 -0.0021415688 0.001561529 
274259945657113 1378819319243407841 1.4695754 -0.0021379413 0.0015553937 
274259994733871 1378819319307372685 1.4697227 -0.0020332974 0.001415616 
274260070332833 1378819319370574589 1.4695252 -0.0021675006 0.0015433977 
274260127833214 1378819319434508915 1.4696579 -0.002084877 0.0015311051 
274260185547239 1378819319497680302 1.4697313 -0.0020239076 0.0013763516 
274260243291784 1378819319561645146 1.4695646 -0.002107992 0.0011992708 
274260664503442 1378819319624816533 1.4693683 -0.0022213664 0.0011344079 
274260716174432 1378819319688781376 1.4694926 -0.0021589426 0.0012662291 
274260750845575 1378819320006225224 1.4693073 -0.0022585648 0.0011320226 
274260813107135 1378819320070190068 1.469114 -0.0023691915 0.0010563164 
274260871187404 1378819320132781620 1.4690766 -0.002391982 0.0010567516 
274260932167108 1378819320197326298 1.4691056 -0.0023874391 0.0011839318 
274260997053419 1378819320260740548 1.4690435 -0.002434157 0.0012676449 
274261056354502 1378819320324735910 1.4690123 -0.0024505695 0.0012410352 
274261112573028 1378819320387907296 1.4689761 -0.002490405 0.0014121016 
274261169585084 1378819320451872140 1.4689443 -0.0025008875 0.0013252257 
274261225162682 1378819320515013009 1.4688036 -0.0025737123 0.001196818 
274261282479941 1378819320579008371 1.4690102 -0.0024614867 0.0013345705 
