#SysTm EventTmStmp Light
42505698840726 42505119541000 8.0 
42505707888143 42505186179000 13.0 
42505715636768 42505252889000 16.0 
42505722072518 42505319570000 15.0 
42505729873434 42505386288000 11.0 
42505736207601 42505452891000 15.0 
42505743969518 42505519602000 7.0 
42505752693768 42505586268000 11.0 
42505760425935 42505652864000 15.0 
42505800958726 42505720908000 8.0 
42505810055185 42505786223000 5.0 
42505853039351 42505852835000 16.0 
42505919718143 42505919508000 13.0 
42505986516142 42505986255000 16.0 
42506053377434 42506053056000 16.0 
42506120173559 42506119759000 13.0 
42506186380601 42506186196000 16.0 
42506254219101 42506253944000 13.0 
42506326395267 42506319758000 18.0 
42506386888767 42506386365000 15.0 
42506453184185 42506452916000 20.0 
42506519895934 42506519611000 20.0 
42506586614560 42506586309000 20.0 
42506653048476 42506652826000 22.0 
42506719774059 42506719533000 20.0 
42506786499268 42506786237000 22.0 
42506853190851 42506852906000 15.0 
42506920088893 42506919659000 18.0 
42506986847144 42506986466000 20.0 
42507053460018 42507053116000 20.0 
42507119991726 42507119634000 20.0 
42507186545852 42507186276000 23.0 
42507253206101 42507252919000 33.0 
42507319790893 42507319568000 57.0 
42507386588227 42507386278000 61.0 
42507453145518 42507452908000 67.0 
42507519822185 42507519565000 74.0 
42507586648352 42507586312000 83.0 
42507653132768 42507652907000 90.0 
42507719783226 42507719570000 83.0 
42507787814685 42507787618000 95.0 
42507853218977 42507852915000 101.0 
42507920066102 42507919609000 101.0 
42507986579102 42507986300000 112.0 
42508053319727 42508052944000 108.0 
42508119860768 42508119580000 122.0 
42508186611394 42508186304000 124.0 
42508253207310 42508252905000 132.0 
42508320733602 42508320432000 129.0 
42508386547644 42508386266000 129.0 
42508453215477 42508452930000 129.0 
42508519982518 42508519609000 115.0 
42508586518977 42508586288000 103.0 
42508653339810 42508652922000 101.0 
42508719865352 42508719583000 95.0 
42508786959602 42508786364000 91.0 
42508853246477 42508852947000 86.0 
42508919818268 42508919582000 79.0 
42508986709352 42508986330000 81.0 
42509053091477 42509052877000 74.0 
42509119806143 42509119572000 67.0 
42509187234310 42509186270000 64.0 
42509253288810 42509252953000 62.0 
42509319958977 42509319619000 52.0 
42509386746560 42509386341000 40.0 
42509453066435 42509452851000 37.0 
42509519751019 42509519517000 16.0 
42509586374769 42509586196000 23.0 
42509653252353 42509652920000 20.0 
42509719849936 42509719581000 20.0 
42509786624937 42509786313000 20.0 
42509853171353 42509852920000 16.0 
42509919842561 42509919587000 15.0 
42509986615603 42509986295000 18.0 
42510053133978 42510052912000 16.0 
42510119872227 42510119586000 16.0 
42510186467394 42510186263000 13.0 
42510253281520 42510252992000 13.0 
42510319800811 42510319588000 16.0 
42510387907144 42510387680000 16.0 
42510453113186 42510452913000 5.0 
42510528699895 42510519650000 15.0 
42510586509062 42510586205000 13.0 
42510653194519 42510652933000 11.0 
42510719936102 42510719611000 13.0 
42510786576103 42510786299000 13.0 
42510853203728 42510852932000 10.0 
42510919911312 42510919602000 13.0 
42510986659896 42510986340000 13.0 
42511053260604 42511052943000 10.0 
42511119905520 42511119603000 13.0 
42511186568646 42511186284000 6.0 
42511253506312 42511253000000 13.0 
42511319872145 42511319604000 13.0 
42511387228645 42511386880000 10.0 
42511453129603 42511452870000 13.0 
42511519794895 42511519543000 13.0 
42511586408187 42511586216000 13.0 
42511653184895 42511652888000 7.0 
42511719743520 42511719517000 16.0 
42511786544937 42511786305000 8.0 
42511853110187 42511852886000 5.0 
42511919741978 42511919545000 16.0 
42511987428812 42511986452000 10.0 
42512053102854 42512052854000 16.0 
42512119777395 42512119560000 18.0 
42512186524229 42512186277000 13.0 
42512253074604 42512252852000 20.0 
42512319752562 42512319529000 15.0 
42512386591729 42512386266000 20.0 
42512453156604 42512452886000 20.0 
42512519840937 42512519603000 20.0 
42512586523937 42512586273000 20.0 
42512653089104 42512652861000 16.0 
42512719850812 42512719600000 18.0 
42512786435729 42512786222000 20.0 
42512853154645 42512852917000 57.0 
42512919903020 42512919601000 64.0 
42512986560896 42512986273000 83.0 
42513053195229 42513052967000 88.0 
42513119704520 42513119531000 95.0 
42513186382312 42513186219000 103.0 
42513253218604 42513252954000 95.0 
42513319942271 42513319709000 108.0 
42513387768563 42513387197000 113.0 
42513453186521 42513452935000 112.0 
42513519758271 42513519555000 115.0 
42513586436105 42513586220000 113.0 
42513653118229 42513652882000 118.0 
42513719727854 42513719532000 124.0 
42513786571064 42513786319000 95.0 
42513853259272 42513852966000 78.0 
42513920067022 42513919646000 71.0 
42513986682897 42513986310000 67.0 
42514053099813 42514052859000 64.0 
42514119771688 42514119549000 61.0 
42514186570022 42514186280000 61.0 
42514253812730 42514253304000 56.0 
42514319902688 42514319604000 54.0 
42514386595939 42514386270000 57.0 
42514453236563 42514452925000 54.0 
42514519865063 42514519593000 54.0 
42514586482730 42514586258000 39.0 
42514653287105 42514652997000 33.0 
42514720069731 42514719642000 28.0 
42514787065564 42514786568000 25.0 
42514853218189 42514852925000 23.0 
42514919923855 42514919647000 13.0 
42514986679189 42514986293000 18.0 
42515053137230 42515052883000 6.0 
42515119801022 42515119547000 13.0 
42515186608605 42515186328000 16.0 
42515253483230 42515252982000 8.0 
42515320043856 42515319679000 13.0 
42515386705814 42515386377000 8.0 
42515470318064 42515452903000 16.0 
42515520119189 42515519842000 16.0 
42515586533439 42515586263000 13.0 
42515653202314 42515652917000 2.0 
42515719812980 42515719579000 6.0 
42515786463439 42515786232000 16.0 
42515853174397 42515852892000 6.0 
42515919737772 42515919542000 11.0 
42515986444897 42515986223000 7.0 
42516053357147 42516053006000 15.0 
42516128242814 42516119588000 10.0 
42516186467064 42516186311000 8.0 
42516253147314 42516252898000 15.0 
42516319738272 42516319539000 5.0 
42516386443189 42516386224000 11.0 
42516453354814 42516452977000 15.0 
42516519838356 42516519595000 10.0 
42516586503356 42516586265000 8.0 
42516653243189 42516652967000 16.0 
42516719869481 42516719596000 16.0 
42516786496023 42516786275000 8.0 
42516858425648 42516852937000 16.0 
42516919808148 42516919563000 13.0 
42516986503648 42516986233000 16.0 
42517053169481 42517052887000 15.0 
42517119919273 42517119564000 15.0 
42517186681648 42517186321000 20.0 
42517253200397 42517252971000 16.0 
42517319818731 42517319565000 8.0 
42517386371939 42517386219000 16.0 
42517453338606 42517453008000 22.0 
42517519992856 42517519719000 22.0 
42517587001356 42517586457000 20.0 
42517653480273 42517653105000 23.0 
42517719978523 42517719611000 23.0 
42517786539731 42517786300000 23.0 
42517857853524 42517853014000 23.0 
42517919876231 42517919645000 23.0 
42517986679523 42517986304000 25.0 
42518053109773 42518052882000 23.0 
42518119779023 42518119553000 20.0 
42518186506940 42518186279000 28.0 
42518261531398 42518252920000 57.0 
42518330527648 42518319595000 61.0 
42518412113065 42518386510000 91.0 
42518461281273 42518452913000 113.0 
42518534415648 42518519890000 113.0 
42518601061273 42518586284000 124.0 
42518683242857 42518653097000 125.0 
42518750852857 42518719612000 135.0 
42518818079482 42518786325000 132.0 
42518868594815 42518852946000 139.0 
42518935853732 42518919625000 139.0 
42519001668648 42518986272000 144.0 
42519083994065 42519052905000 146.0 
42519150072274 42519119600000 134.0 
42519217598732 42519186992000 98.0 
42519283626898 42519252941000 98.0 
42519351777982 42519319924000 86.0 
42519416950274 42519386254000 78.0 
42519483838315 42519452916000 66.0 
42519550366815 42519519610000 71.0 
42519612383649 42519586308000 67.0 
42519653139440 42519652906000 66.0 
42519719849399 42519719594000 69.0 
42519786544899 42519786261000 67.0 
42519853196565 42519852911000 66.0 
42519924772565 42519919627000 64.0 
42519986451440 42519986245000 50.0 
42520053187899 42520052925000 30.0 
42520119912732 42520119636000 27.0 
42520186470274 42520186246000 20.0 
42520253267690 42520252968000 23.0 
42520319807482 42520319616000 23.0 
42520386792315 42520386332000 23.0 
42520453176315 42520452925000 16.0 
42520519789024 42520519565000 20.0 
42520586427399 42520586241000 20.0 
42520653119732 42520652902000 16.0 
42520720619565 42520720382000 20.0 
42520786610775 42520786336000 16.0 
42520853423108 42520853035000 20.0 
42520927182692 42520919684000 20.0 
42520986565858 42520986260000 20.0 
42521053124400 42521052898000 16.0 
42521119868233 42521119579000 16.0 
42521186476567 42521186261000 20.0 
42521253112233 42521252900000 20.0 
42521319780816 42521319569000 16.0 
42521386661858 42521386271000 20.0 
42521453248400 42521452929000 8.0 
42521519800608 42521519573000 16.0 
42521586616733 42521586294000 20.0 
42521653397858 42521653067000 20.0 
42521720575359 42521720357000 18.0 
42521786477900 42521786346000 22.0 
42521853164192 42521852935000 23.0 
42521927108484 42521919599000 27.0 
42521986531525 42521986277000 57.0 
42522053147775 42522052924000 64.0 
42522119831192 42522119604000 71.0 
42522186487234 42522186256000 74.0 
42522253368192 42522253040000 78.0 
42522320103567 42522319728000 84.0 
42522386531234 42522386287000 81.0 
42522453231359 42522452990000 78.0 
42522519778233 42522519590000 81.0 
42522586535192 42522586259000 81.0 
42522653274067 42522652993000 78.0 
42522719911358 42522719654000 81.0 
42522786546900 42522786288000 76.0 
42522853106359 42522852911000 78.0 
42522927233317 42522919618000 73.0 
42522986442984 42522986265000 78.0 
42523053384942 42523053077000 71.0 
42523119932900 42523119650000 74.0 
42523186644775 42523186346000 71.0 
42523253094109 42523252904000 67.0 
42523321356942 42523321117000 61.0 
42523386500734 42523386277000 54.0 
42523453338859 42523453013000 50.0 
42523519880234 42523519660000 40.0 
42523586634942 42523586316000 37.0 
42523653187609 42523652988000 30.0 
42523719948401 42523719663000 6.0 
42523786522985 42523786322000 20.0 
42523853198152 42523852990000 16.0 
42523929284235 42523919693000 20.0 
42523986499485 42523986317000 7.0 
42524053322693 42524053015000 13.0 
42524119840901 42524119663000 11.0 
42524190572360 42524186326000 10.0 
42524259591360 42524252980000 10.0 
42524325220319 42524320809000 11.0 
42524391320402 42524386284000 8.0 
42524456693194 42524452940000 8.0 
42524523252152 42524519629000 0.0 
42524588261735 42524586402000 10.0 
42524653098735 42524652926000 10.0 
42524728781443 42524719841000 1.0 
42524796849444 42524786339000 5.0 
42524854119193 42524853901000 0.0 
42524930922319 42524919602000 5.0 
42524986577152 42524986281000 10.0 
42525053099527 42525052928000 0.0 
42525119784943 42525119601000 5.0 
42525186453277 42525186269000 10.0 
42525267731694 42525252933000 0.0 
42525336992319 42525319768000 0.0 
42525411947735 42525386434000 10.0 
42525480492861 42525453130000 10.0 
42525520098361 42525519771000 5.0 
42525586818235 42525586506000 5.0 
42525653395110 42525653101000 0.0 
42525720071902 42525719761000 0.0 
42525786682527 42525786424000 0.0 
42525853422360 42525853125000 10.0 
42525920132569 42525919756000 0.0 
42525986651861 42525986420000 10.0 
42526053393236 42526053148000 10.0 
42526120102360 42526119816000 10.0 
42526186752735 42526186491000 10.0 
42526253509235 42526253175000 5.0 
42526322571485 42526319842000 11.0 
42526386739985 42526386496000 5.0 
42526467530736 42526453238000 0.0 
42526523178903 42526520245000 5.0 
42526586935695 42526586655000 5.0 
42526653896361 42526653214000 4.0 
42526720177278 42526719898000 10.0 
42526786648028 42526786437000 13.0 
42526853502986 42526853229000 11.0 
42526922338861 42526919901000 15.0 
42526986668069 42526986447000 13.0 
42527053598527 42527053146000 16.0 
42527120150070 42527119843000 16.0 
42527186693195 42527186480000 15.0 
42527254308028 42527253232000 18.0 
42527320867695 42527319928000 16.0 
42527386664153 42527386456000 20.0 
42527466830320 42527456339000 13.0 
42527521109945 42527519937000 18.0 
