#SysTm EventTmStmp Light
195077983547919 1378670905229505575 44.0 
195078098640243 1378670905356611288 41.0 
195078207689533 1378670905483747518 28.0 
195078309291852 1378670905610883749 6.0 
195078462778805 1378670905737989462 4.0 
195078734288038 1378670905992261923 3.0 
195078858414392 1378670906119367635 2.0 
195079457071495 1378670906755406606 3.0 
195079577535404 1378670906882573354 4.0 
195079705843050 1378670907009709585 5.0 
195079832685718 1378670907136815298 6.0 
195079954034719 1378670907264012563 5.0 
195080091467955 1378670907391087759 4.0 
195080207659013 1378670907518254507 3.0 
