#SysTm EventTmStmp Light
508035278917143 1379835199631877148 15.0 
508035674278047 1379835200013621532 16.0 
508036423614228 1379835200776376621 15.0 
508036550304294 1379835200903390781 16.0 
508036677696328 1379835201030527012 15.0 
508036804783159 1379835201157693760 16.0 
508037440614076 1379835201793389716 15.0 
508038330221889 1379835202683312812 16.0 
508038457613923 1379835202810479560 15.0 
508038588180076 1379835202937982001 16.0 
508040364862511 1379835204717749839 15.0 
508040621935608 1379835204972693686 16.0 
508041000968112 1379835205353644614 15.0 
508041508979709 1379835205862122421 16.0 
508041890606446 1379835206243531112 15.0 
508042144627504 1379835206497847740 16.0 
508042526254241 1379835206879439537 15.0 
508042780946748 1379835207133528893 16.0 
508043162024117 1379835207515120689 15.0 
508043417265990 1379835207769393150 16.0 
508043555034950 1379835207896712486 15.0 
508043797702433 1379835208150770079 16.0 
508043924789262 1379835208277906310 15.0 
508044051998174 1379835208405042540 16.0 
508044306202356 1379835208659345519 15.0 
