#SysTm EventTmStmp Acc:x Acc:y Acc:z
508032838416610 1379835196988406457 -1.1133118 6.565628 6.4315796 
508032847938966 1379835197051913537 -1.243042 6.2942657 7.6062927 
508032890789568 1379835197242678918 -1.3275452 6.4216156 6.8421936 
508032954638188 1379835197305911340 -1.345398 6.231186 7.6312866 
508033017967959 1379835197369815148 -0.96810913 6.5941925 6.8814697 
508033081297732 1379835197432986535 -1.2597046 6.4132843 7.179016 
508033145085312 1379835197496920861 -1.2727966 6.3442535 6.832672 
508033208354043 1379835197560122765 -1.3668213 6.3049774 7.1052246 
508033272416305 1379835197624087609 -0.89193726 6.470413 7.0588074 
508033338523431 1379835197687258996 -1.2311401 6.3966217 7.2385254 
508033399716777 1379835197751223840 -1.3108826 6.4025726 7.004059 
508033463687478 1379835197814395226 -1.0799866 6.346634 7.173065 
508033526681526 1379835197878360070 -1.0716553 6.3632965 7.1742554 
508033589889217 1379835197941500939 -1.0359497 6.468033 7.294464 
508033653890438 1379835198005496301 -1.4489441 6.3442535 7.036194 
508033717128649 1379835198068698205 -1.4763184 6.288315 7.2278137 
508033780977269 1379835198132663049 -1.1299744 6.2811737 7.2599487 
508033845009010 1379835198195980936 -0.77053833 6.5680084 7.0730896 
508033909132313 1379835198260952860 -1.2013855 6.410904 7.1742554 
508033971393872 1379835198323086649 -1.4513245 6.2478485 7.0933228 
508034035303533 1379835198387082011 -1.0561829 6.4656525 7.13855 
508034098907988 1379835198450222880 -1.3668213 6.153824 7.326599 
508034162420882 1379835198514218241 -1.044281 6.4918365 7.088562 
508034225750655 1379835198577389628 -1.2382813 6.4216156 7.030243 
508034289568753 1379835198641354471 -1.1668701 6.3490143 7.2206726 
508034353020608 1379835198704525858 -1.1192627 6.378769 7.158783 
508034416899747 1379835198768490702 -1.454895 6.1788177 7.1885376 
508034479863274 1379835198831631571 -0.93240356 6.51445 7.120697 
508034543833976 1379835198895596415 -1.4084778 6.3775787 7.1242676 
508034607072187 1379835198958737284 -1.082367 6.3775787 7.287323 
508034670981847 1379835199022807323 -1.2168579 6.3133087 7.164734 
508034734189538 1379835199085948192 -1.1621094 6.25737 7.2206726 
508034797977115 1379835199149943554 -1.0645142 6.463272 7.126648 
508034861276368 1379835199213114941 -1.2323303 6.3692474 7.13974 
508034925308110 1379835199277079784 -1.2311401 6.3490143 7.253998 
508034988546321 1379835199340251171 -1.1478271 6.3751984 7.2063904 
508035052394941 1379835199404216015 -1.3489685 6.199051 7.281372 
508035115602631 1379835199467417919 -1.0514221 6.443039 6.9885864 
508035179542810 1379835199531352245 -1.1763916 6.358536 7.1290283 
508035243147267 1379835199594523632 -1.140686 6.328781 7.070709 
508035306843285 1379835199658488476 -1.320404 6.2597504 7.3658752 
508035370112016 1379835199721690380 -1.2192383 6.32045 7.0802307 
508035433899594 1379835199785655224 -0.93478394 6.410904 7.183777 
508035497229366 1379835199848796093 -1.2382813 6.3966217 7.1885376 
508035561169547 1379835199912791454 -1.3025513 6.352585 7.063568 
508035625811695 1379835199976054394 -1.4179993 6.19429 7.3944397 
