#SysTm EventTmStmp Light
185136803116540 1379434800870055554 1.0 
185140236414265 1379434804303243117 0.0 
185144686559236 1379434808753304172 1.0 
185145830859557 1379434809897829395 2.0 
185146720681014 1379434810787675562 3.0 
185147102246708 1379434811169114771 4.0 
185147229516661 1379434811296281519 3.0 
185147356695052 1379434811423387231 5.0 
185147484728014 1379434811550523462 8.0 
185147610838193 1379434811677690210 17.0 
185147737894503 1379434811804856958 25.0 
185147865317057 1379434811931932153 27.0 
185148016148737 1379434812060075464 29.0 
185148119399158 1379434812186235132 33.0 
185148246943793 1379434812313550619 36.0 
185148375098836 1379434812440686850 38.0 
185148501147974 1379434812567823080 41.0 
185148628082203 1379434812694959311 42.0 
185148755169034 1379434812822095541 43.0 
185148882286385 1379434812949201254 44.0 
185149009525816 1379434813076410827 45.0 
185149263821559 1379434813330683288 35.0 
185149390847349 1379434813457819519 26.0 
185149518453026 1379434813584986267 22.0 
185149645326213 1379434813712091980 16.0 
185149772382523 1379434813839228210 13.0 
185149899469353 1379434813966333923 10.0 
185150026678266 1379434814093470153 11.0 
185150153978739 1379434814220728454 10.0 
185150281065569 1379434814347773132 6.0 
185150408243960 1379434814475000915 4.0 
185150535117148 1379434814601984558 2.0 
185150789626534 1379434814856465879 1.0 
185151298034897 1379434815364980283 0.0 
