#SysTm EventTmStmp Rot:x Rot:y Rot:z
185126281187654 1379434790152617426 -0.015471065 0.10756598 0.80188245 
185126295196505 1379434790343657465 -0.019190755 0.09893174 0.803644 
185126381447077 1379434790406737299 -0.019142466 0.098144904 0.80332804 
185126431592048 1379434790470824213 -0.018806338 0.096753925 0.80224234 
185126474656294 1379434790533995600 -0.017684024 0.0947297 0.8005896 
185126539451043 1379434790597929926 -0.017678017 0.09335447 0.79884285 
185126605771814 1379434790661131831 -0.017521884 0.09259207 0.7973123 
185126666415793 1379434790725127192 -0.017372329 0.09146944 0.7961476 
185126728921516 1379434790788268061 -0.018122222 0.08883098 0.79577684 
185126795516968 1379434790852202387 -0.020149091 0.086427875 0.7958291 
185126906519562 1379434790915343256 -0.021983357 0.0821327 0.79628867 
185126917171172 1379434790979338618 -0.02355221 0.08016483 0.79680973 
185126980470424 1379434791042479487 -0.025135692 0.07970813 0.797968 
185127045234655 1379434791106474848 -0.026704118 0.07876666 0.7994636 
185127108717030 1379434791169646235 -0.027364433 0.078378275 0.8013594 
185127173145535 1379434791233580561 -0.027797215 0.07806172 0.80382925 
185127233881075 1379434791296782465 -0.03273562 0.07362153 0.8054657 
185127302490873 1379434791360777827 -0.041701857 0.07232873 0.80593324 
185127365942729 1379434791423918696 -0.04466334 0.07547656 0.80768293 
185127442152098 1379434791488005610 -0.04258704 0.07407054 0.80864567 
185127488848267 1379434791551054926 -0.043992985 0.07099304 0.80725193 
185127558678878 1379434791615477534 -0.04323382 0.07125959 0.8064727 
185127616881228 1379434791678191157 -0.03867053 0.0730084 0.8079446 
185127684575416 1379434791742125483 -0.03277349 0.07191113 0.80882424 
185127744364825 1379434791805296870 -0.030588381 0.0693824 0.80752444 
185127806962107 1379434791869261713 -0.027732281 0.0655762 0.8053076 
185127874137446 1379434791932942804 -0.023584047 0.059629016 0.80330306 
185127937009413 1379434791996907648 -0.020451134 0.04853193 0.80011296 
185128038123409 1379434792060079035 -0.020355195 0.037823565 0.795749 
