#SysTm EventTmStmp Ori:x Ori:y Ori:z
41930243165620 41929755152000 -2.9975352 -0.29916957 -0.02045623 
41930254404870 41929821785000 -2.9982076 -0.29856917 -0.021182116 
41930264386036 41929888483000 -2.998527 -0.29708573 -0.017254947 
41930276359245 41929955286000 -2.9993148 -0.3027618 -0.023443714 
41930285604954 41930021836000 -2.9983635 -0.30405095 -0.020669915 
41930301131412 41930088497000 -3.000138 -0.30739987 -0.022612952 
41930337797370 41930155900000 -2.9982107 -0.30450138 -0.022314195 
41930385987162 41930222011000 -2.9985964 -0.311519 -0.025750298 
41930432123203 41930288566000 -3.0019493 -0.3065494 -0.025444197 
41930444135161 41930355191000 -3.0040734 -0.30445474 -0.024231492 
41930481739495 41930421821000 -3.0054464 -0.3074894 -0.02490443 
41930497709412 41930490582000 -3.0070434 -0.30273354 -0.02160091 
41930563839912 41930555729000 -3.0117316 -0.3051025 -0.022778044 
41930628016037 41930621816000 -3.012309 -0.3048543 -0.022706768 
41930696443704 41930688454000 -3.0131197 -0.30330098 -0.024218818 
41930760140495 41930755183000 -3.0128586 -0.3041601 -0.023670716 
41930826386287 41930821802000 -3.014217 -0.30382797 -0.027992541 
41930895800662 41930888514000 -3.0169659 -0.30300918 -0.030020084 
41930960915662 41930955217000 -3.0197124 -0.29984623 -0.027560635 
41931027754953 41931021829000 -3.0252457 -0.30124465 -0.030380288 
41931095608537 41931088500000 -3.0312746 -0.2935216 -0.028068515 
41931164511453 41931155186000 -3.0397975 -0.2936943 -0.025291024 
41931232886037 41931221808000 -3.0472143 -0.2907292 -0.029955864 
41931297041204 41931288488000 -3.0520334 -0.2826948 -0.023014434 
41931359820245 41931355141000 -3.058666 -0.28969264 -0.026718345 
41931426390995 41931421823000 -3.066067 -0.2835396 -0.024254875 
41931493581912 41931488532000 -3.069375 -0.2814187 -0.02529101 
41931560505620 41931555183000 -3.0745106 -0.2796446 -0.023700617 
41931628168787 41931621803000 -3.0776637 -0.28217262 -0.029169677 
