#SysTm EventTmStmp Light
41696394487300 41695879222000 139.0 
41696414709216 41695945956000 135.0 
41696424023716 41696012712000 132.0 
41696432042258 41696079387000 137.0 
41696440058092 41696146045000 130.0 
41696449936175 41696212668000 139.0 
41696459957258 41696279531000 137.0 
41696471004008 41696346069000 142.0 
41696512142425 41696412581000 139.0 
41696522668508 41696479260000 139.0 
41696604511883 41696545956000 137.0 
41696614811216 41696612557000 124.0 
41696680142592 41696679218000 105.0 
41696746472675 41696746056000 95.0 
41696813042008 41696812712000 91.0 
41696879584508 41696879264000 81.0 
41696946285550 41696945963000 74.0 
41697012989217 41697012625000 76.0 
41697079565633 41697079249000 67.0 
41697146282925 41697145960000 67.0 
41697213198300 41697212715000 71.0 
41697279775717 41697279380000 64.0 
41697346491634 41697346084000 64.0 
41697415764843 41697412599000 64.0 
41697480211925 41697479223000 57.0 
41697546219050 41697545903000 67.0 
41697613063883 41697612662000 64.0 
41697679579050 41697679233000 67.0 
41697746496967 41697746134000 71.0 
41697813218176 41697812806000 71.0 
41697879998425 41697879694000 67.0 
41697946205009 41697945923000 73.0 
41698012975759 41698012632000 71.0 
41698079682842 41698079310000 67.0 
41698146384301 41698146027000 62.0 
41698213163801 41698212754000 59.0 
41698279695759 41698279347000 61.0 
41698346252384 41698345970000 54.0 
41698415547177 41698412668000 52.0 
41698479585676 41698479297000 47.0 
41698546306468 41698546006000 47.0 
41698613000968 41698612625000 44.0 
41698679690926 41698679308000 45.0 
41698746305385 41698746006000 44.0 
41698814234926 41698812762000 44.0 
41698879954926 41698879464000 42.0 
41698946409718 41698945996000 40.0 
41699013038010 41699012638000 35.0 
41699079673676 41699079320000 27.0 
41699146520802 41699146161000 25.0 
41699213173343 41699212701000 27.0 
41699280149302 41699279461000 20.0 
41699346346427 41699345982000 16.0 
41699414699343 41699412610000 16.0 
41699479728135 41699479297000 20.0 
41699546297385 41699545947000 20.0 
41699612950802 41699612599000 23.0 
41699679669343 41699679296000 10.0 
41699747051010 41699746582000 13.0 
41699812893010 41699812572000 16.0 
41699879618385 41699879257000 18.0 
41699946332344 41699946004000 4.0 
41700012961468 41700012612000 16.0 
41700079573135 41700079251000 6.0 
41700146196510 41700145931000 13.0 
41700212847802 41700212610000 16.0 
41700279706385 41700279354000 6.0 
41700346287719 41700345945000 7.0 
41700416354302 41700412572000 11.0 
41700484457052 41700479265000 13.0 
41700546260052 41700545976000 10.0 
41700612933302 41700612636000 13.0 
41700679678802 41700679299000 13.0 
41700746284053 41700745973000 5.0 
41700812955011 41700812649000 10.0 
41700879726802 41700879322000 10.0 
41700946265761 41700945996000 10.0 
41701012867802 41701012587000 13.0 
41701079653511 41701079276000 5.0 
41701146316136 41701145981000 10.0 
41701212888511 41701212600000 13.0 
41701279604760 41701279288000 10.0 
41701346272427 41701346006000 13.0 
