#SysTm EventTmStmp Light
42639378112872 42638853706000 5.0 
42639402532289 42638920313000 13.0 
42639410786748 42638986947000 10.0 
42639419581914 42639053735000 13.0 
42639426121664 42639120548000 13.0 
42639433053331 42639187237000 11.0 
42639441489414 42639254147000 13.0 
42639449725539 42639320649000 11.0 
42639458064081 42639387028000 11.0 
42639494772122 42639453639000 13.0 
42639564188122 42639520347000 8.0 
42639587270706 42639586965000 15.0 
42639654272789 42639653817000 10.0 
42639720971122 42639720604000 16.0 
42639787924789 42639787575000 16.0 
42639854364373 42639853931000 16.0 
42639934290664 42639920540000 16.0 
42639987484998 42639987101000 16.0 
42640054077998 42640053738000 16.0 
42640120831040 42640120469000 13.0 
42640187601749 42640187121000 16.0 
42640254093915 42640253756000 16.0 
42640320856874 42640320537000 16.0 
42640387326248 42640387033000 16.0 
42640453961206 42640453710000 16.0 
42640520822540 42640520416000 13.0 
42640587410832 42640587056000 16.0 
42640654014998 42640653714000 13.0 
42640720716082 42640720406000 18.0 
42640787642374 42640787156000 16.0 
42640854189082 42640853787000 16.0 
42640942125874 42640920574000 16.0 
42640987647290 42640987141000 16.0 
42641054146707 42641053785000 16.0 
42641120923457 42641120544000 20.0 
42641187597457 42641187138000 16.0 
42641254139415 42641253789000 18.0 
42641320853957 42641320495000 18.0 
42641387585874 42641387137000 23.0 
42641454500582 42641454248000 16.0 
42641521270207 42641520998000 23.0 
42641587299416 42641586995000 22.0 
42641653913332 42641653653000 23.0 
42641720616250 42641720339000 27.0 
42641787346333 42641786998000 32.0 
42641854068166 42641853783000 37.0 
42641921343791 42641920528000 50.0 
42641987719124 42641987201000 64.0 
42642054219458 42642053755000 67.0 
42642120832208 42642120502000 81.0 
42642187372166 42642187047000 91.0 
42642254273124 42642253857000 95.0 
42642321298041 42642320977000 96.0 
42642393273999 42642388063000 107.0 
42642454378208 42642453924000 105.0 
42642520941125 42642520571000 108.0 
42642587549000 42642587137000 108.0 
42642654649541 42642654104000 122.0 
42642721366750 42642720747000 122.0 
42642787869666 42642787335000 122.0 
42642854897874 42642854534000 118.0 
42642920903542 42642920455000 124.0 
42642987347958 42642987082000 122.0 
42643054496291 42643054173000 118.0 
42643120872667 42643120456000 98.0 
42643187394250 42643187021000 98.0 
42643253916458 42643253654000 91.0 
42643320754500 42643320388000 88.0 
42643388429500 42643388034000 84.0 
42643453949083 42643453651000 95.0 
42643520604250 42643520341000 91.0 
42643587579000 42643587100000 88.0 
42643654026708 42643653724000 95.0 
42643720764208 42643720428000 91.0 
42643787471000 42643787046000 84.0 
42643854062584 42643853715000 81.0 
42643921854292 42643921509000 74.0 
42643987330250 42643987043000 61.0 
42644054273667 42644053754000 47.0 
42644120680126 42644120392000 47.0 
42644187306667 42644187025000 25.0 
42644254065167 42644253759000 23.0 
42644320721542 42644320439000 23.0 
42644387889542 42644387595000 7.0 
42644455617334 42644455300000 20.0 
42644520677709 42644520428000 18.0 
42644587816209 42644587233000 22.0 
42644654120625 42644653824000 22.0 
42644720728667 42644720418000 13.0 
42644787588126 42644787139000 6.0 
42644854055209 42644853693000 16.0 
42644920733793 42644920425000 15.0 
42644987856959 42644987188000 15.0 
42645054057084 42645053700000 16.0 
42645120687584 42645120392000 13.0 
42645187844084 42645187199000 16.0 
42645254044208 42645253704000 4.0 
42645320694875 42645320410000 5.0 
42645387909709 42645387197000 6.0 
42645454128501 42645453720000 7.0 
42645520675043 42645520408000 11.0 
42645587701917 42645587158000 13.0 
42645653983501 42645653707000 10.0 
42645720634084 42645720396000 10.0 
42645787684084 42645787150000 13.0 
42645853961834 42645853702000 5.0 
42645920770584 42645920419000 5.0 
42645989437459 42645989145000 13.0 
42646054117459 42646053794000 5.0 
42646121037334 42646120423000 13.0 
42646187448126 42646187053000 10.0 
42646254335834 42646253842000 10.0 
42646320977168 42646320541000 6.0 
42646387420626 42646387043000 10.0 
