#SysTm EventTmStmp Mag:x Mag:y Mag:z
42639384196789 42638859782000 -8.4 -35.16 -19.26 
42639408828831 42638926356000 -8.5199995 -35.1 -19.26 
42639417746622 42638993085000 -8.76 -34.98 -19.199999 
42639425371039 42639059945000 -8.7 -35.1 -19.02 
42639432326498 42639126844000 -8.7 -35.28 -19.08 
42639440564373 42639193827000 -8.639999 -35.219997 -19.199999 
42639448855081 42639261424000 -8.82 -35.04 -19.32 
42639456413498 42639328746000 -8.7 -35.04 -19.439999 
42639466016164 42639395458000 -8.7 -35.1 -19.439999 
42639501889789 42639462320000 -8.82 -35.04 -19.619999 
42639570450164 42639528955000 -8.82 -34.98 -19.68 
42639599079956 42639595721000 -8.82 -34.86 -19.8 
42639670632914 42639662546000 -8.88 -34.8 -19.56 
42639732405622 42639729325000 -8.88 -34.739998 -19.5 
42639798290497 42639796077000 -8.88 -34.739998 -19.68 
42639864647873 42639862857000 -8.82 -34.68 -19.8 
42639945433373 42639931002000 -8.76 -34.739998 -19.92 
42639999775748 42639997806000 -8.76 -34.68 -20.039999 
42640066956123 42640065182000 -8.76 -34.739998 -20.039999 
42640134768915 42640132235000 -8.82 -34.739998 -20.22 
42640201205832 42640198796000 -8.639999 -34.8 -20.279999 
42640266866749 42640265141000 -8.639999 -34.98 -20.16 
42640333313832 42640331686000 -8.58 -35.219997 -20.1 
42640399472540 42640398198000 -8.58 -35.399998 -19.92 
42640466191081 42640464978000 -8.34 -35.52 -19.92 
42640533162748 42640531750000 -8.28 -35.579998 -19.68 
42640600634999 42640599078000 -8.099999 -35.82 -19.5 
42640666515082 42640665282000 -8.099999 -36.0 -19.26 
42640733201707 42640732020000 -7.98 -36.18 -19.199999 
42640801239374 42640798882000 -7.9199996 -36.36 -19.02 
42640867121707 42640865681000 -8.04 -36.42 -18.779999 
42640955698457 42640932558000 -8.099999 -36.42 -18.42 
42641000847166 42640999234000 -8.04 -36.719997 -18.3 
42641067547332 42641066024000 -7.7999997 -37.02 -18.0 
42641134892957 42641133341000 -7.74 -37.2 -17.94 
42641201184207 42641199551000 -7.68 -37.38 -17.699999 
42641267767165 42641266295000 -7.74 -37.5 -17.4 
42641334597415 42641333085000 -7.68 -37.559998 -17.34 
42641401436707 42641399854000 -7.3199997 -37.559998 -17.16 
42641470179624 42641467677000 -7.14 -37.559998 -17.1 
42641535127666 42641533629000 -7.2 -37.559998 -16.859999 
42641602077249 42641600711000 -6.96 -37.5 -16.8 
42641669354166 42641667811000 -7.02 -37.44 -16.859999 
42641736146500 42641733954000 -7.02 -37.38 -16.8 
42641803006458 42641800785000 -7.08 -37.32 -16.56 
42641870813041 42641868081000 -7.02 -37.26 -16.44 
42641946459166 42641934348000 -6.96 -37.079998 -16.199999 
42642003634791 42642001336000 -6.8999996 -37.079998 -16.02 
42642079480666 42642068002000 -7.02 -36.899998 -15.719999 
42642136844750 42642134724000 -7.08 -36.6 -15.48 
42642204017833 42642202463000 -7.14 -36.3 -15.12 
42642269882541 42642268250000 -7.2 -36.059998 -14.94 
42642336222458 42642334943000 -7.44 -35.76 -14.94 
42642417607875 42642401840000 -7.74 -35.399998 -14.5199995 
42642471095208 42642468653000 -7.98 -35.16 -14.16 
42642537013125 42642535380000 -8.22 -35.1 -13.799999 
42642604372333 42642602460000 -8.4 -35.04 -13.559999 
42642672310125 42642669110000 -8.7 -34.98 -13.139999 
42642739770208 42642737147000 -8.7 -34.98 -12.84 
42642805290000 42642802768000 -8.88 -34.92 -12.54 
42642871258333 42642869293000 -9.0 -34.68 -12.3 
42642956851750 42642937509000 -9.12 -34.5 -12.24 
42643004206583 42643002831000 -9.059999 -34.44 -11.94 
