#SysTm EventTmStmp Light
311449995707851 1379575957837526297 11.0 
311450504390896 1379575958346116319 12.0 
311451156245008 1379575958981766954 13.0 
311451521604386 1379575959363206163 14.0 
311451775778047 1379575959617448107 15.0 
311452030684197 1379575959871751085 16.0 
311452284552655 1379575960126235912 17.0 
311452665996268 1379575960507644603 18.0 
311452793235700 1379575960634780834 20.0 
311452920414092 1379575960761947582 19.0 
311453047287279 1379575960888976411 20.0 
311453174679313 1379575961016234711 21.0 
311453301766144 1379575961143309907 22.0 
311453428975056 1379575961270476655 29.0 
311453599248213 1379575961397582368 31.0 
311453682874033 1379575961524627045 34.0 
311453810357630 1379575961651854829 39.0 
311453937230817 1379575961778960542 47.0 
311454064531289 1379575961906127290 51.0 
311454191526559 1379575962033202485 55.0 
311454318796511 1379575962160369233 57.0 
311454446005425 1379575962287535981 59.0 
311454676159551 1379575962516691183 65.0 
311454827235395 1379575962669157003 66.0 
311454954566388 1379575962796323751 67.0 
311455082812993 1379575962923856710 68.0 
311455210449191 1379575963051115011 69.0 
311455398729366 1379575963178281759 70.0 
311455846188546 1379575963686658188 69.0 
311455973611100 1379575963813885971 73.0 
311456099202432 1379575963940778061 71.0 
311456225953540 1379575964067639633 68.0 
311456353254012 1379575964194806381 64.0 
311456482416227 1379575964321973129 63.0 
311456613562267 1379575964449658676 61.0 
311457117331533 1379575964958289192 60.0 
311457377059902 1379575965212286994 62.0 
311457497401731 1379575965339240119 66.0 
311457624702203 1379575965466284797 67.0 
311457753101410 1379575965593848274 68.0 
311458011120639 1379575965848287164 69.0 
311458133080046 1379575965974904596 68.0 
311458260594161 1379575966102010309 67.0 
311458409411496 1379575966229604303 66.0 
311458515042506 1379575966356282770 64.0 
311458896058833 1379575966737630426 63.0 
311459023420347 1379575966864980280 64.0 
311459150537699 1379575966992055475 65.0 
311459289527474 1379575967119100153 68.0 
311459659281785 1379575967500781900 69.0 
311459786460177 1379575967627948648 70.0 
311459913180762 1379575967755054361 71.0 
311460042617663 1379575967882190591 72.0 
311460294838018 1379575968136493570 74.0 
311460472375025 1379575968263736039 73.0 
311460549072720 1379575968390841752 74.0 
311460676342675 1379575968517947465 73.0 
311460803429503 1379575968645154928 72.0 
311461059373347 1379575968899427389 71.0 
311461184720516 1379575969026533102 70.0 
311461439199379 1379575969280836081 69.0 
311462202056086 1379575970043769867 68.0 
311462583286058 1379575970425117523 67.0 
311462837795442 1379575970679481537 66.0 
311462964882273 1379575970806601925 65.0 
311463092396389 1379575970933768673 63.0 
311463219391659 1379575971060935421 61.0 
311463346478489 1379575971188071652 59.0 
311463510494970 1379575971315207882 56.0 
311463600774231 1379575971442313595 54.0 
311463830806277 1379575971671225949 45.0 
311463982095763 1379575971823752804 41.0 
311464119223796 1379575971950858517 34.0 
311464236269423 1379575972077933712 29.0 
311464361799716 1379575972203238888 25.0 
311464491755462 1379575972332749471 22.0 
311464621406002 1379575972460160359 20.0 
311464750751340 1379575972586899861 17.0 
311464872130862 1379575972713791951 16.0 
311465001537241 1379575972841355428 15.0 
311465255039453 1379575973095872029 14.0 
311465409930343 1379575973222625244 13.0 
311465634865487 1379575973476653565 12.0 
311465891175574 1379575973731444824 11.0 
311466018384485 1379575973858916748 10.0 
311466272619187 1379575974112853516 9.0 
311466526335042 1379575974367156494 8.0 
311466657511603 1379575974494628418 7.0 
311466779196328 1379575974620879639 6.0 
311467034987567 1379575974875822094 5.0 
311467299629716 1379575975129941968 4.0 
311467669231425 1379575975511014966 3.0 
311469449423704 1379575977291179648 4.0 
311470466667713 1379575978308314686 5.0 
311471013531747 1379575978817144647 6.0 
311471358015189 1379575979198858514 7.0 
311471485285142 1379575979326086297 8.0 
311471627449036 1379575979452870925 9.0 
311471738268507 1379575979579732497 11.0 
311471866331990 1379575979707204421 12.0 
311471993998708 1379575979834798415 13.0 
311472373611098 1379575980215444167 14.0 
311472503902569 1379575980342580397 16.0 
311472628059444 1379575980469747145 17.0 
311472755939802 1379575980596913893 18.0 
311472882172063 1379575980723989089 19.0 
311473009350454 1379575980851125319 21.0 
311473140710138 1379575980978292067 22.0 
311473264012442 1379575981105729746 23.0 
311473407915998 1379575981232743906 24.0 
