#SysTm EventTmStmp Rot:x Rot:y Rot:z
114439809935461 1379347431601074933 0.20742197 -0.15526676 -0.52287805 
114439854922489 1379347431919281720 0.20506461 -0.163428 -0.52732986 
114439917824976 1379347431982514142 0.2051895 -0.1638761 -0.5276157 
114439985976968 1379347432046417950 0.20502618 -0.16465354 -0.53004616 
114440039814905 1379347432110321759 0.20423283 -0.1651974 -0.5327947 
114440101771261 1379347432173554181 0.20356369 -0.1660995 -0.5350508 
114440165223115 1379347432236756085 0.20301618 -0.16680011 -0.53728974 
114440234382279 1379347432300751446 0.20254481 -0.1676133 -0.539276 
114440296369155 1379347432363922833 0.20258558 -0.16815516 -0.5410964 
114440358539153 1379347432427887677 0.20200741 -0.16895394 -0.54296046 
114440424493679 1379347432491059063 0.20139715 -0.16981342 -0.5447446 
114440488708541 1379347432555023907 0.20086347 -0.17053974 -0.54659903 
114440556250126 1379347432618164776 0.20015106 -0.17122383 -0.5485139 
114440644576083 1379347432682129620 0.19998941 -0.17181723 -0.55014 
114440673265233 1379347432745301007 0.19922261 -0.1723121 -0.55210555 
114440736961251 1379347432809235333 0.19798282 -0.1723804 -0.55411255 
114440804960640 1379347432872437237 0.1969084 -0.17216358 -0.5546453 
114440869541749 1379347432936432599 0.1954934 -0.17215441 -0.55550873 
114440931894869 1379347432999603985 0.1943974 -0.17239338 -0.5564086 
114440997696790 1379347433063781207 0.1937229 -0.17291257 -0.55719703 
114441060721361 1379347433126952594 0.19324905 -0.17372021 -0.5579069 
114441122006267 1379347433190917438 0.19330482 -0.17430097 -0.557864 
114441240394791 1379347433254088824 0.19305259 -0.17515391 -0.5592555 
114441264078601 1379347433319304889 0.19250308 -0.17576374 -0.5609088 
114441325668711 1379347433381194537 0.192201 -0.17650937 -0.56232816 
114441374653910 1379347433445159381 0.19190058 -0.17710917 -0.5637993 
114441436671306 1379347433508330768 0.19189695 -0.17798534 -0.5646961 
114441503663525 1379347433572295611 0.191841 -0.17845121 -0.5658999 
114441567054337 1379347433635497516 0.1913284 -0.17896481 -0.5671456 
