#SysTm EventTmStmp Light
312616387162010 1379577124228434973 4.0 
312616770467366 1379577124609752112 5.0 
312617658701762 1379577125500222230 6.0 
312618421131184 1379577126262901671 7.0 
312618930210995 1379577126771599180 8.0 
312619439443408 1379577127280174620 9.0 
312619566011392 1379577127407279009 10.0 
312619692548855 1379577127534293169 11.0 
312619819818808 1379577127661459917 12.0 
312619947241362 1379577127788779253 15.0 
312620201262422 1379577128042868608 16.0 
312620328379773 1379577128170004839 18.0 
312620455619204 1379577128297202104 20.0 
312620584018411 1379577128424826616 23.0 
312620760883969 1379577128552054399 24.0 
312620837306981 1379577128678793901 25.0 
312620964302251 1379577128805716509 26.0 
312621091328040 1379577128932791704 27.0 
312621221619511 1379577129060751909 28.0 
312621858152396 1379577129696005815 29.0 
312622616888852 1379577130458426469 28.0 
312622871306677 1379577130713178892 27.0 
312623126762192 1379577130967756528 26.0 
312623507534358 1379577131349012632 25.0 
312623888642247 1379577131730177183 26.0 
312624016278444 1379577131857496519 27.0 
312624143975682 1379577131984907407 28.0 
312624398179863 1379577132239204348 29.0 
312624905764176 1379577132747474611 28.0 
312625159846275 1379577133001594484 27.0 
312625287512993 1379577133128974856 28.0 
312625796043437 1379577133637458742 29.0 
312626177212367 1379577134018714846 28.0 
312626304421279 1379577134145851076 29.0 
312626431721752 1379577134273139895 30.0 
312626558961185 1379577134400306643 31.0 
312626949652471 1379577134781684816 32.0 
312627067552669 1379577134908821047 31.0 
312627321726330 1379577135162971438 30.0 
312627957160482 1379577135798917896 29.0 
312629356061750 1379577137197811875 28.0 
312629610326971 1379577137451992783 27.0 
312629737322240 1379577137579129014 26.0 
312629865019479 1379577137706417832 25.0 
312630121482167 1379577137960460985 24.0 
312630249881373 1379577138088146532 22.0 
312630373183679 1379577138214794481 20.0 
312630502651097 1379577138342052782 19.0 
312630629615847 1379577138469616259 17.0 
312630769979038 1379577138596538866 13.0 
312630882446611 1379577138723247850 10.0 
312631011151020 1379577138850567186 9.0 
312631268346198 1379577139105266893 8.0 
312631396531762 1379577139232281053 7.0 
312631648477436 1379577139486797655 6.0 
312632026930054 1379577139867991955 5.0 
312632665843527 1379577140503717792 4.0 
312633170833609 1379577141012140643 3.0 
312633597874659 1379577141394037616 2.0 
312633936620271 1379577141775019061 1.0 
312637239046641 1379577145080750235 2.0 
312637874694435 1379577145716415465 3.0 
312638256534814 1379577146098068297 4.0 
312638383408001 1379577146224990904 5.0 
312638892091047 1379577146733688414 6.0 
312639146142626 1379577146987985289 7.0 
312639400926695 1379577147242501891 8.0 
312639529509024 1379577147369638121 9.0 
312639910586394 1379577147751426851 10.0 
312640038069988 1379577147878349458 11.0 
312640163630800 1379577148005211030 13.0 
312640291602721 1379577148132499849 14.0 
312640418842154 1379577148259849702 16.0 
312640546203668 1379577148387016450 18.0 
312640674236630 1379577148514091646 23.0 
312640799431196 1379577148640922700 27.0 
312640926273864 1379577148767906343 29.0 
312641054612031 1379577148895500337 30.0 
312641185056101 1379577149022880708 32.0 
312641315744337 1379577149149772798 34.0 
312641691724803 1379577149532157071 35.0 
312642078936766 1379577149912894376 34.0 
312642205565793 1379577150040183194 33.0 
312642456015968 1379577150294470115 32.0 
312643469567012 1379577151311102196 33.0 
312643596440200 1379577151438024803 34.0 
312643850766464 1379577151692297264 35.0 
312643978372140 1379577151819586082 36.0 
312644742113937 1379577152582490969 35.0 
312644868315676 1379577152709883628 34.0 
312644995127823 1379577152836806235 32.0 
312645122519857 1379577152964064536 30.0 
312645249423566 1379577153091170249 27.0 
312645376357795 1379577153218123374 26.0 
312645503658267 1379577153345351157 22.0 
312645630897701 1379577153472456870 17.0 
312645758167653 1379577153599684653 14.0 
312645885376564 1379577153726851401 13.0 
312646012249753 1379577153853804526 12.0 
312646139245021 1379577153980910239 11.0 
312646266698097 1379577154108199058 10.0 
312646394090131 1379577154235274253 9.0 
312646648019629 1379577154489725072 8.0 
312646902345892 1379577154744028050 7.0 
312647284277831 1379577155125418531 6.0 
312647538268370 1379577155379874097 5.0 
312647793327122 1379577155634238111 4.0 
312648050735943 1379577155889578687 3.0 
312648306283019 1379577156142691480 2.0 
312648815729074 1379577156651633130 1.0 
312651988169178 1379577159829861637 2.0 
312652624793624 1379577160465160151 3.0 
312653132500018 1379577160974132319 4.0 
312653514279357 1379577161355724116 5.0 
312653895661930 1379577161737340332 6.0 
312654276922420 1379577162118565918 7.0 
312654786612639 1379577162627521251 8.0 
312654918826892 1379577162754657481 9.0 
312655045883202 1379577162881976817 11.0 
312655170253720 1379577163009113048 13.0 
312655305184286 1379577163136127208 15.0 
312655453024969 1379577163263202403 18.0 
312655548309571 1379577163389911387 20.0 
312655678601041 1379577163517657969 21.0 
312655807610654 1379577163644824718 22.0 
312655936192983 1379577163771747325 25.0 
312656060380378 1379577163899036143 27.0 
312656189054269 1379577164026379998 28.0 
312656315225488 1379577164153638298 29.0 
312656471764477 1379577164280744011 30.0 
312656565767224 1379577164407483513 33.0 
312656947210838 1379577164789088807 34.0 
312657474999637 1379577165297481141 35.0 
312657709640258 1379577165551509461 36.0 
312657837276456 1379577165678828797 35.0 
312658218475907 1379577166060145935 36.0 
312658472832690 1379577166314357361 38.0 
312658727219994 1379577166568989966 39.0 
312658854184742 1379577166695882055 41.0 
312658982065102 1379577166823231909 40.0 
312659108602567 1379577166950307104 41.0 
312659363111952 1379577167204806854 40.0 
312659489924098 1379577167331729462 39.0 
312659998546105 1379577167840243866 37.0 
312660125755016 1379577167967410614 36.0 
312660252689244 1379577168094516327 35.0 
312660380478044 1379577168222049286 34.0 
312660507320710 1379577168348941376 33.0 
312660634468582 1379577168475986053 34.0 
312660761494371 1379577168603152801 36.0 
312660888855884 1379577168730411102 37.0 
312661142937985 1379577168984646949 39.0 
312661651804154 1379577169493405494 41.0 
