#SysTm EventTmStmp Light
498976882885853 1379826141236077001 8.0 
498977646078283 1379826141998908973 9.0 
498978917312831 1379826143270453131 8.0 
498981333580189 1379826145685995153 9.0 
498981460300776 1379826145813432718 8.0 
498981587296045 1379826145940538431 9.0 
498982224683501 1379826146577849278 8.0 
498982732847700 1379826147085844884 9.0 
498989137273155 1379826153442243190 8.0 
498989343865555 1379826153696546169 9.0 
498993032618797 1379826157385684704 8.0 
498993304005949 1379826157640598035 9.0 
499007272753085 1379826171624826574 10.0 
499007907119024 1379826172260278637 9.0 
