3  4,1,3,1,61,-2.021560,-0.143634,0.306189
4  5,1,3,3,31,-1.961428,-0.155322,0.000502
4  8,1,1,1,236,-15.169145,0.375902,0.838505
4  8,2,1,2,525,-11.158740,0.094502,0.582051
4  8,3,1,3,55,-1.963928,-0.155477,0.001581
4  8,4,1,4,188,-8.406838,-0.079396,0.581630
1  4  5,1,1,1,102,-8.846154,-0.057429,0.300118
1  4  5,2,1,2,30,-1.962678,-0.155399,0.000470
1  4  5,3,1,3,162,-15.457753,0.396758,0.197276
1  4  5,4,1,4,329,-10.962032,0.081540,0.112355
1  4  5,5,1,5,161,-12.703578,0.201623,0.399327
1  4  5,6,2,2,364,-4.651247,-0.175341,0.881478
3  4  5,1,1,1,325,-10.977285,0.082612,0.112813
3  4  5,2,1,2,162,-15.457753,0.396758,0.197276
3  4  5,3,1,3,102,-8.846154,-0.057429,0.300118
3  4  5,4,1,4,159,-12.714453,0.202398,0.394783
3  4  5,5,1,5,30,-1.962678,-0.155399,0.000470
3  4  8,1,1,1,55,-1.963928,-0.155477,0.001581
4  5  8,1,1,1,360,-4.656875,-0.175299,0.887393
4  5  8,2,2,3,30,-1.962678,-0.155399,0.000470
