#SysTm EventTmStmp Ori:x Ori:y Ori:z
42639382103706 42638856819000 2.8645282 0.017731888 0.07984064 
42639406727498 42638923452000 2.868515 0.02054615 0.07596453 
42639415488331 42638990150000 2.8663075 0.01614362 0.08880953 
42639423243289 42639056854000 2.874527 0.018884659 0.079223834 
42639430372873 42639123572000 2.874601 0.018021636 0.08125087 
42639436507706 42639190315000 2.8759098 0.022550058 0.076889694 
42639445688789 42639257093000 2.8736584 0.020122422 0.07482725 
42639454264039 42639323558000 2.873558 0.019469097 0.07787034 
42639463527164 42639390168000 2.8696985 0.019200353 0.07817416 
42639499572539 42639456795000 2.8628576 0.019953748 0.0763701 
42639568226872 42639523527000 2.8582175 0.025710644 0.07128743 
42639596585331 42639590169000 2.8521056 0.023311447 0.07747278 
42639666473414 42639656881000 2.855207 0.026052058 0.06934722 
42639729619039 42639723536000 2.8507388 0.02529193 0.07952318 
42639794640039 42639790209000 2.8506482 0.033350553 0.07447194 
42639861770374 42639856868000 2.8468533 0.019659957 0.077259675 
42639942874665 42639923557000 2.8493893 0.028900234 0.07339982 
42639996013623 42639990210000 2.853807 0.016530879 0.051869515 
42640061829331 42640056847000 2.846965 0.03073091 0.08169378 
42640127781498 42640123524000 2.8581467 -0.011347862 0.06001538 
42640195362749 42640190403000 2.86111 0.0139150005 0.05851033 
42640260687582 42640256825000 2.8535488 0.0019495742 0.07813972 
42640328772082 42640323500000 2.850094 0.0056303423 0.067384794 
42640394084790 42640390355000 2.8773668 -0.0043774126 0.06027119 
42640460872998 42640457018000 2.8568227 0.033512294 0.07483936 
42640527354081 42640523518000 2.8657696 0.01300003 0.08163134 
42640594348790 42640590532000 2.862283 0.0036657776 0.065762356 
42640661823249 42640657262000 2.8599138 0.03637967 0.08718669 
42640727890499 42640724015000 2.8441978 -0.006815859 0.095719814 
42640794599707 42640790280000 2.844954 0.005433968 0.081289686 
42640861435874 42640856889000 2.8728492 -0.032242827 0.08172448 
42640950837666 42640923696000 2.8717113 0.012669637 0.09472942 
42640994977915 42640990253000 2.8471656 0.0014612419 0.120769255 
42641061309916 42641056874000 2.900006 -0.02925535 0.10513497 
42641127875249 42641123546000 2.8766325 0.011325445 0.12444251 
42641194539999 42641190256000 2.889171 -0.025149854 0.15355578 
42641261261707 42641256877000 2.9066665 -0.026486797 0.09048478 
42641327987415 42641323549000 2.922281 -0.009019511 0.19165492 
42641394581665 42641390251000 2.911822 -0.027242005 0.093342744 
42641460781874 42641456880000 2.9278362 -0.046120744 0.13158412 
42641527234249 42641523490000 2.8916116 -0.03270898 0.14448537 
42641596385291 42641592438000 2.9100327 -0.043122634 0.09357791 
42641661329458 42641656818000 2.8483574 -0.03811588 0.18398595 
42641727996333 42641723485000 2.8833756 -0.050070897 0.09353916 
