#SysTm EventTmStmp Snd
36536006743633,36535585671000,0.0
36536007921966,36535585671000,0.0
36536008635299,36535586515000,0.0
36536009550216,36535586515000,0.0
36536009877007,36535586515000,0.0
36536010566508,36535586515000,0.0
36536011237175,36535586515000,0.0
36536012204674,36535590486000,0.0
36536012833091,36535592491000,0.0
36536015442966,36535595715000,0.0
36536016425466,36535595715000,0.0
36536017371508,36535596562000,0.0
36536018607008,36535596562000,0.0
36536019028549,36535596562000,0.0
36536019854841,36535596562000,0.0
36536020777008,36535596562000,0.0
36536022070008,36535602526000,0.0
36536022846258,36535605828000,55.94535081661433
36536023813091,36535605828000,0.0
36536024671258,36535606530000,0.0
36536025900966,36535606530000,0.0
36536026396091,36535606530000,0.0
36536027379549,36535606530000,0.0
36536028198633,36535606530000,0.0
36536029343299,36535612674000,0.0
36536090493175,36535616225000,60.78034643994825
36536091674259,36535616225000,0.0
36536092433050,36535616760000,0.0
36536094175717,36535622621000,0.0
36536097264384,36535626328000,0.0
36536098023383,36535626328000,0.0
36536098553425,36535626916000,0.0
36536099186092,36535626916000,0.0
36536099433883,36535626916000,0.0
36536099962925,36535626916000,0.0
36536100619050,36535626916000,0.0
36536101508884,36535630528000,0.0
36536101991342,36535632535000,0.0
36536102489384,36535636144000,0.0
36536103834550,36535636144000,0.0
36536104411175,36535636623000,0.0
36536105146634,36535636623000,0.0
36536105426134,36535636623000,0.0
36536105940092,36535636623000,0.0
36536106478425,36535636623000,0.0
36536107322550,36535642517000,0.0
36536107773675,36535646065000,0.0
36536108273258,36535646065000,0.0
36536108776217,36535646530000,0.0
36536109431675,36535646530000,0.0
36536109679508,36535646530000,0.0
36536110796509,36535646530000,0.0
36536111378467,36535646530000,0.0
36536112168300,36535652622000,0.0
36536112637967,36535656225000,0.0
36536113199592,36535656225000,0.0
36536113750300,36535656732000,0.0
36536114461175,36535656732000,0.0
36536114745467,36535656732000,0.0
36536115303717,36535656732000,0.0
36536116784300,36535656732000,64.32331804571986
36536117767509,36535662632000,0.0
36536118242550,36535666322000,0.0
36536118768175,36535666322000,0.0
36536119278133,36535666828000,0.0
36536119964092,36535666828000,0.0
36536120301967,36535666828000,0.0
36536120842342,36535666828000,0.0
36536121363717,36535666828000,0.0
36536122149175,36535670539000,0.0
36536122605759,36535672633000,0.0
36536123096925,36535676425000,0.0
36536123631175,36535676425000,0.0
36536124163883,36535676880000,0.0
36536124895883,36535676880000,0.0
36536125198926,36535676880000,0.0
36536125730800,36535676880000,0.0
36536126275967,36535676880000,0.0
36536127126342,36535682629000,0.0
36536127602384,36535686533000,0.0
36536128114008,36535686533000,0.0
36536128615258,36535687066000,0.0
36536129270675,36535687066000,0.0
36536129544425,36535687066000,0.0
36536130081092,36535687066000,0.0
36536130612259,36535687066000,0.0
36536131374384,36535692641000,0.0
36536131827134,36535696795000,0.0
36536132337134,36535696795000,0.0
36536132886883,36535697242000,0.0
36536133585633,36535697242000,0.0
36536133890717,36535697242000,0.0
36536134444717,36535697242000,0.0
36536134963425,36535697242000,0.0
36536135758592,36535702627000,0.0
36536136279925,36535706507000,0.0
36536137017884,36535706507000,0.0
36536137312800,36535706507000,0.0
36536137862508,36535706507000,0.0
36536138380508,36535706507000,0.0
36536140505009,36535707093000,0.0
36536141151842,36535707093000,0.0
36536141718342,36535710533000,0.0
36536142194217,36535712628000,0.0
36536142786259,36535716834000,0.0
36536143354342,36535716834000,0.0
36536144019967,36535717212000,0.0
36536144805175,36535717212000,0.0
36536145116176,36535717212000,0.0
36536145658384,36535717212000,0.0
36536146156592,36535717212000,0.0
36536147199592,36535722626000,0.0
36536147668967,36535726913000,0.0
36536148176633,36535726913000,0.0
36536148671550,36535727289000,0.0
36536149406675,36535727289000,0.0
36536149678217,36535727289000,0.0
36536150741425,36535727289000,0.0
36536151298675,36535727289000,0.0
36536152085092,36535732628000,0.0
36536152539384,36535737000000,0.0
36536153179133,36535737000000,0.0
36536153707717,36535737373000,0.0
36536154538842,36535737373000,0.0
36536154821592,36535737373000,0.0
36536155377634,36535737373000,0.0
36536155895009,36535737373000,0.0
36536156683800,36535742628000,0.0
36536157399884,36535747074000,0.0
36536157926883,36535747074000,0.0
36536158439467,36535747444000,0.0
36536159096342,36535747444000,0.0
36536159445508,36535747444000,0.0
36536159966425,36535747444000,0.0
36536160635842,36535747444000,0.0
36536161404425,36535750625000,0.0
36536161867175,36535752846000,0.0
36536162332134,36535757389000,0.0
36536162843009,36535757389000,0.0
36536163516092,36535757814000,0.0
