#SysTm EventTmStmp Light
42775163085354 42774721034000 10.0 
42775194869604 42774787636000 5.0 
42775204768395 42774854416000 10.0 
42775213420270 42774921060000 5.0 
42775220467770 42774987819000 13.0 
42775227358229 42775054428000 13.0 
42775234462937 42775121222000 13.0 
42775259107187 42775187785000 10.0 
42775280678354 42775254340000 5.0 
42775321408937 42775321140000 13.0 
42775387923729 42775387723000 13.0 
42775454927020 42775454607000 10.0 
42775522823187 42775521675000 13.0 
42775588112312 42775587798000 13.0 
42775655131146 42775654698000 4.0 
42775721791396 42775721257000 11.0 
42775787927646 42775787672000 8.0 
42775855596062 42775855197000 13.0 
42775921407062 42775921089000 16.0 
42775988012021 42775987698000 13.0 
42776055156562 42776054604000 10.0 
42776121835562 42776121428000 16.0 
42776188025146 42776187718000 16.0 
42776254714479 42776254420000 16.0 
42776321449230 42776321087000 16.0 
42776387990897 42776387718000 10.0 
42776454827272 42776454476000 18.0 
42776521701813 42776521251000 15.0 
42776588019438 42776587731000 20.0 
42776654943521 42776654497000 16.0 
42776731634938 42776721248000 20.0 
42776787944063 42776787705000 20.0 
42776856107647 42776855781000 13.0 
42776923187646 42776921428000 16.0 
42776987936480 42776987683000 18.0 
42777054808230 42777054466000 20.0 
42777121784689 42777121199000 18.0 
42777187937147 42777187689000 22.0 
42777254836730 42777254473000 23.0 
42777321883063 42777321350000 23.0 
42777389104896 42777388844000 20.0 
42777454799230 42777454481000 23.0 
42777521659648 42777521248000 23.0 
42777587942814 42777587694000 23.0 
42777655161273 42777654435000 20.0 
42777721477731 42777721083000 20.0 
42777787973023 42777787692000 25.0 
42777854834147 42777854484000 23.0 
42777921480606 42777921187000 27.0 
42777987902689 42777987693000 33.0 
42778055248940 42778054554000 62.0 
42778121486315 42778121186000 78.0 
42778187912481 42778187693000 81.0 
42778265388314 42778254621000 100.0 
42778358675689 42778322237000 98.0 
42778388344522 42778387904000 108.0 
42778454696147 42778454393000 112.0 
42778521405023 42778521125000 115.0 
42778588321814 42778587949000 112.0 
42778655190481 42778654728000 118.0 
42778727518564 42778721084000 125.0 
42778787925189 42778787658000 129.0 
42778865839856 42778854347000 120.0 
42778921339939 42778921044000 127.0 
42778995330981 42778987798000 132.0 
42779055163147 42779054684000 101.0 
42779121344772 42779121053000 95.0 
42779187941981 42779187662000 91.0 
42779254565855 42779254346000 84.0 
42779321495439 42779321180000 81.0 
42779388564314 42779388246000 76.0 
42779454718606 42779454416000 74.0 
42779521411106 42779521122000 69.0 
42779588025856 42779587779000 67.0 
42779654628772 42779654430000 66.0 
42779722393231 42779721462000 64.0 
42779787949897 42779787704000 64.0 
42779854846731 42779854469000 56.0 
42779921873064 42779921363000 57.0 
42779988633939 42779988389000 44.0 
42780054859481 42780054490000 33.0 
42780121526939 42780121228000 30.0 
42780187979981 42780187746000 27.0 
42780254678564 42780254433000 20.0 
42780321449024 42780321146000 22.0 
42780387994357 42780387742000 16.0 
42780454708690 42780454417000 16.0 
42780521646314 42780521202000 16.0 
42780588150814 42780587838000 16.0 
42780654561606 42780654345000 16.0 
42780731349981 42780721249000 16.0 
42780794174607 42780788077000 20.0 
42780858341274 42780854365000 13.0 
42780925740441 42780921059000 18.0 
42781000736107 42780987681000 15.0 
42781074995399 42781054342000 13.0 
42781121545691 42781121175000 13.0 
42781188145232 42781187823000 13.0 
42781254750315 42781254473000 13.0 
42781321360107 42781321120000 16.0 
42781407853982 42781388736000 16.0 
42781475076149 42781454401000 5.0 
42781544278441 42781521790000 16.0 
42781616531358 42781587688000 6.0 
42781663276524 42781654346000 16.0 
42781728761982 42781721101000 11.0 
42781787889066 42781787679000 8.0 
42781854740400 42781854463000 11.0 
42781921263400 42781921044000 13.0 
42781988025275 42781987775000 10.0 
42782066625525 42782054469000 13.0 
42782121340108 42782121105000 6.0 
42782187979316 42782187740000 5.0 
42782254659940 42782254430000 10.0 
42782321357899 42782321130000 10.0 
42782388138232 42782387770000 10.0 
42782456896732 42782454697000 13.0 
42782522371982 42782521254000 10.0 
42782588055690 42782587737000 10.0 
42782654670065 42782654373000 10.0 
42782732209399 42782721123000 5.0 
42782788030399 42782787774000 13.0 
42782854660732 42782854431000 10.0 
42782921367733 42782921136000 13.0 
42782987977817 42782987772000 13.0 
42783056017233 42783054666000 13.0 
42783122465774 42783121359000 13.0 
42783188106483 42783187851000 13.0 
42783255749650 42783254523000 13.0 
42783321853358 42783321322000 13.0 
42783387877275 42783387695000 16.0 
42783454555441 42783454357000 13.0 
42783522053692 42783521161000 10.0 
42783588930608 42783587777000 16.0 
42783655797359 42783654436000 13.0 
42783762984609 42783721338000 18.0 
42783789879650 42783787855000 18.0 
42783855110651 42783854592000 20.0 
42783923256109 42783921303000 20.0 
42783988938275 42783987924000 20.0 
42784056538192 42784054414000 16.0 
42784123304526 42784121070000 20.0 
42784208243484 42784187949000 20.0 
42784256698858 42784254429000 16.0 
42784321357317 42784321068000 22.0 
42784388144192 42784387797000 18.0 
42784454859484 42784454482000 23.0 
42784521464984 42784521153000 20.0 
42784588077484 42784587777000 23.0 
42784654876150 42784654462000 61.0 
42784721617193 42784721189000 71.0 
42784788007401 42784787718000 78.0 
42784854654609 42784854374000 88.0 
42784921936693 42784921276000 88.0 
42784987940901 42784987684000 98.0 
42785054826526 42785054427000 101.0 
42785121362567 42785121074000 107.0 
42785191435692 42785187884000 108.0 
42785254696317 42785254439000 107.0 
42785324963067 42785321835000 108.0 
42785387988817 42785387696000 112.0 
42785454628233 42785454364000 107.0 
42785521430150 42785521132000 115.0 
42785588151484 42785587806000 122.0 
42785654724150 42785654441000 120.0 
42785721416692 42785721128000 122.0 
42785788034401 42785787722000 122.0 
42785854613234 42785854366000 125.0 
42785922309317 42785921831000 101.0 
42785988036609 42785987713000 78.0 
42786055056860 42786054650000 71.0 
42786121412526 42786121136000 64.0 
42786188469734 42786187831000 61.0 
42786254895359 42786254555000 50.0 
42786321579026 42786321207000 62.0 
42786388420026 42786387871000 57.0 
42786454922984 42786454572000 50.0 
42786525163318 42786521154000 54.0 
42786588091276 42786587813000 47.0 
42786654678318 42786654434000 50.0 
42786722239318 42786721941000 56.0 
42786788299777 42786787854000 49.0 
42786855114777 42786854545000 54.0 
42786921385819 42786921099000 52.0 
42787001312027 42786988056000 50.0 
42787054685318 42787054396000 39.0 
42787121367735 42787121098000 23.0 
42787188414152 42787187786000 20.0 
42787255149277 42787254457000 23.0 
42787321416402 42787321141000 23.0 
42787388084360 42787387781000 8.0 
42787454812860 42787454451000 15.0 
42787526946694 42787521159000 18.0 
42787588025235 42787587712000 16.0 
42787654778527 42787654453000 13.0 
42787721462610 42787721104000 13.0 
42787787953944 42787787717000 8.0 
42787854668068 42787854393000 13.0 
42787934749985 42787921515000 13.0 
42787987940985 42787987722000 6.0 
42788054614152 42788054390000 16.0 
42788122100736 42788121176000 8.0 
42788188106778 42788187789000 10.0 
42788254874860 42788254487000 6.0 
42788321501361 42788321144000 16.0 
42788388385527 42788387891000 16.0 
42788455339611 42788454599000 6.0 
42788521350944 42788521078000 6.0 
42788588079652 42788587786000 13.0 
42788654887319 42788654511000 15.0 
42788721486695 42788721165000 11.0 
42788791243695 42788790631000 15.0 
42788854743027 42788854427000 0.0 
42788921886402 42788921612000 8.0 
42788988048652 42788987780000 13.0 
42789054795152 42789054466000 5.0 
42789121524069 42789121194000 11.0 
42789188048069 42789187801000 4.0 
42789254842111 42789254489000 11.0 
42789328439569 42789321190000 15.0 
42789388137570 42789387854000 10.0 
42789455881528 42789455281000 6.0 
42789522165820 42789521198000 16.0 
42789588352695 42789587862000 16.0 
42789655255237 42789654571000 16.0 
42789721664820 42789721276000 13.0 
42789788291820 42789787866000 16.0 
42789855129278 42789854608000 16.0 
42789921434861 42789921112000 10.0 
42789988229528 42789987859000 13.0 
42790054906236 42790054533000 13.0 
42790121736611 42790121235000 13.0 
