#SysTm EventTmStmp Acc:x Acc:y Acc:z
42080170449358 42079705715000 0.45010993 2.1260512 9.442732 
42080194661399 42079771316000 0.5267244 2.1930888 9.3661175 
42080207504316 42079838157000 0.62249243 2.1068976 9.337387 
42080215679983 42079904959000 0.60333884 2.2026656 9.097966 
42080223389316 42079971822000 0.5746084 2.2505496 9.11712 
42080231660816 42080038560000 0.62249243 2.5091233 9.155427 
42080241316733 42080106070000 0.6703765 2.4516625 9.050082 
42080248934691 42080172712000 0.90021986 2.4420857 8.781932 
42080274686066 42080239090000 1.0821792 2.2409728 9.394848 
42080378833691 42080306768000 1.1587936 2.3463178 9.308656 
42080393396941 42080372792000 1.0726024 2.72939 8.781932 
42080440292733 42080439830000 1.2258313 2.6144683 8.791509 
42080506798275 42080506486000 1.1492168 2.6527755 8.935161 
42080573564066 42080573228000 0.8714894 2.6910827 8.954314 
42080640361900 42080640044000 0.91937345 2.815581 8.781932 
42080707133984 42080706783000 0.93852705 2.9783869 8.90643 
42080773958608 42080773626000 0.7086837 3.1028855 9.404425 
42080841369567 42080841038000 0.59376204 3.1603463 9.356541 
42080907527192 42080907136000 0.6799533 3.3997664 9.356541 
42080979440149 42080978135000 0.45968673 2.767697 10.429143 
42081042959108 42081042198000 0.38307226 2.0398598 10.28549 
42081110609650 42081109658000 0.19153613 2.0494366 8.408437 
42081177760233 42081177432000 -0.30645782 2.1452048 8.801085 
42081243603650 42081243214000 -1.0247183 2.2505496 9.097966 
42081309448275 42081309127000 -1.1587936 1.9632454 9.32781 
42081376289859 42081375943000 -0.79487497 2.327164 8.63828 
42081444553233 42081442866000 -0.38307226 2.9113493 8.255207 
42081509880900 42081509558000 -0.40222588 2.9879637 8.446744 
42081576521275 42081576211000 -0.5363012 2.9783869 8.8777 
42081643783484 42081643239000 -0.18195933 3.5434184 8.475474 
42081710473734 42081709860000 -0.05746084 3.4955344 8.619126 
42081776890942 42081776613000 -0.019153614 3.2944214 9.56723 
42081844007734 42081843607000 0.37349546 3.4476504 9.394848 
42081910721150 42081910286000 0.36391866 2.566584 10.668563 
42081978035108 42081977646000 0.24899697 1.5801731 8.868123 
42082044232108 42082043818000 0.7565677 2.0494366 7.8146744 
42082111368108 42082110835000 1.3503298 2.815581 8.542512 
42082177683442 42082177361000 0.4405331 2.0207062 10.668563 
42082244837150 42082244366000 0.6607997 2.2984335 8.90643 
42082311698858 42082311378000 1.0151415 2.7868507 7.642292 
42082378617733 42082378192000 0.8523358 2.825158 8.485051 
42082445459567 42082445083000 0.50757074 2.8538885 9.11712 
42082513106400 42082512684000 0.4309563 3.6583402 8.504205 
42082579018650 42082578649000 0.2873042 3.763685 8.858546 
42082648208443 42082646556000 0.17238252 3.9743748 10.371682 
42082712322776 42082711990000 -0.2681506 3.169923 11.405977 
42082779092651 42082778759000 -0.9576807 1.8291701 9.950302 
42082846369193 42082845833000 -0.22984336 2.27928 7.1251445 
42082912574943 42082912281000 -0.545878 2.585738 7.795521 
42082979378901 42082979054000 -1.3215994 1.9536686 9.710882 
42083049330193 42083047455000 -0.2681506 2.873042 7.489063 
42083112873776 42083112601000 -0.15322891 3.1890767 7.73806 
42083179635234 42083179377000 -0.18195933 3.3901896 8.513782 
42083263082151 42083247338000 -0.076614454 3.3901896 8.485051 
42083319636609 42083314495000 0.2873042 3.4572272 8.418014 
42083382387526 42083382116000 0.08619126 2.9592333 10.371682 
42083449571234 42083449212000 0.40222588 3.1603463 10.266336 
42083518809901 42083516887000 0.20111294 2.480393 11.473015 
42083583579901 42083583210000 0.1340753 1.541866 9.126697 
42083650643776 42083650286000 0.8810662 2.2697031 7.2592196 
42083716655026 42083716243000 0.79487497 2.4612393 8.992621 
42083783472484 42083783076000 0.2681506 1.7717092 10.237606 
42083851406693 42083851038000 0.6512229 2.930503 7.7093296 
42083917978610 42083917643000 0.92895025 3.1603463 7.575254 
42083987106943 42083986774000 0.8619126 3.2082303 8.379706 
42084052917526 42084052599000 0.6512229 3.4763808 9.308656 
42084118486901 42084118223000 0.7469909 3.8019924 8.916007 
42084185938193 42084184950000 0.63206923 3.7253778 9.155427 
42084252039234 42084251749000 0.50757074 3.122039 10.362105 
42084318801193 42084318497000 0.37349546 2.3463178 10.91756 
42084385619693 42084385330000 -0.29688102 0.6991069 9.662998 
42084452329234 42084452038000 0.019153614 2.5761611 7.345411 
42084519466068 42084519077000 -0.47884035 2.231396 8.724471 
42084586035859 42084585674000 -0.5267244 1.0630256 8.66701 
42084652696151 42084652364000 0.21068975 1.8004397 7.1730285 
42084719500068 42084719172000 0.94810385 2.4995465 7.747637 
42084786311444 42084785972000 1.2545617 1.8579005 9.80665 
42084852959985 42084852629000 1.5227122 1.8004397 9.720459 
42084919972443 42084919506000 1.4939818 1.8579005 9.9790325 
42084986769152 42084986274000 1.2545617 1.1971009 11.731588 
42085053233568 42085052917000 1.2449849 0.19153613 10.342952 
42085120160235 42085119776000 1.5035586 -0.8523358 9.385271 
42085187158152 42085186668000 0.9959879 -0.10534488 10.266336 
42085253427818 42085253201000 1.2258313 1.436521 8.121132 
42085320461194 42085320123000 0.90021986 1.8579005 8.599973 
42085387471152 42085386990000 0.7757214 2.6048915 8.925584 
42085453827485 42085453592000 0.59376204 2.5570073 8.39886 
42085520831153 42085520593000 0.48841715 2.8060043 7.7189064 
42085587451277 42085587260000 0.90021986 2.6527755 8.552089 
42085654240735 42085653913000 0.1436521 3.083732 11.166556 
42085721795694 42085721480000 0.10534488 3.0358477 11.3964 
42085788519861 42085788176000 -0.32561144 1.091756 9.787497 
42085856161153 42085855804000 -0.2681506 2.1068976 7.9966335 
42085922057068 42085921689000 -0.45010993 2.3558946 8.331821 
42085989371652 42085988984000 -1.1971009 1.5514427 9.5385 
42086055627194 42086055293000 -0.78529817 2.2218192 8.226477 
42086122405193 42086122090000 -0.61291564 2.6240451 8.504205 
42086189740444 42086189428000 -0.6991069 2.7581203 9.059659 
42086256775695 42086256473000 -0.63206923 2.9496565 8.839393 
42086323405403 42086323123000 -0.2873042 2.9017725 9.193734 
42086390667487 42086390396000 0.2873042 3.2561142 9.892841 
42086457123611 42086456781000 0.16280572 2.873042 10.783484 
42086524324861 42086523983000 -0.076614454 1.5227122 9.758766 
42086590477528 42086590163000 1.0247183 1.8291701 7.9104424 
42086657659778 42086657160000 1.2545617 2.1643584 8.973468 
42086724127278 42086723844000 0.63206923 2.1260512 9.586384 
42086791438653 42086791093000 0.93852705 2.7006595 7.9391727 
42086858558027 42086857989000 0.89064306 3.217807 7.833828 
42086925128611 42086924787000 0.8619126 3.2082303 8.532935 
42086991777319 42086991516000 0.641646 3.0550013 9.260772 
42087059239069 42087058763000 0.48841715 3.5242648 9.002198 
42087128999610 42087127953000 0.2777274 3.2944214 9.279925 
42087192448987 42087192001000 0.25857377 3.667917 9.730036 
42087259204820 42087258723000 -0.6991069 2.1930888 10.582372 
42087326128737 42087325583000 -0.48841715 2.1164744 9.308656 
42087392817070 42087392328000 0.19153613 2.5474305 7.728483 
42087459310195 42087458978000 -0.02873042 2.2505496 9.088389 
42087526356695 42087525898000 0.1340753 1.6376339 8.6095495 
