#SysTm EventTmStmp Snd
42080170449358,42079705715000,-Infinity
42080173552858,42079705715000,-Infinity
42080174690483,42079705934000,-Infinity
42080184756191,42079743174000,-Infinity
42080186730525,42079755923000,-Infinity
42080188424899,42079755923000,-Infinity
42080188989608,42079755923000,61.27811796874
42080191275066,42079755923000,-Infinity
42080192620983,42079755923000,-Infinity
42080194661399,42079771316000,-Infinity
42080197308900,42079771316000,-Infinity
42080198905233,42079777650000,-Infinity
42080201538233,42079809945000,-Infinity
42080202944733,42079822531000,-Infinity
42080204091108,42079822531000,-Infinity
42080204513274,42079822531000,-Infinity
42080205380316,42079822531000,-Infinity
42080206301816,42079822531000,-Infinity
42080207504316,42079838157000,-Infinity
42080208351066,42079838157000,-Infinity
42080209227649,42079845578000,-Infinity
42080210114691,42079876559000,-Infinity
42080210916066,42079889230000,-Infinity
42080211866733,42079889230000,-Infinity
42080212810441,42079889230000,-Infinity
42080213589191,42079889230000,-Infinity
42080214430191,42079889230000,-Infinity
42080215679983,42079904959000,-Infinity
42080216473941,42079904959000,-Infinity
42080217279275,42079915613000,-Infinity
42080217995858,42079943313000,-Infinity
42080218641108,42079955942000,-Infinity
42080219569483,42079955942000,-Infinity
42080219966733,42079955942000,-Infinity
42080220864816,42079955942000,-Infinity
42080221686525,42079955942000,-Infinity
42080223389316,42079971822000,-Infinity
42080224209899,42079971822000,-Infinity
42080225364358,42079985635000,-Infinity
42080226073566,42080009958000,-Infinity
42080226755358,42080022572000,-Infinity
42080227707900,42080022572000,-Infinity
42080228116524,42080022572000,-Infinity
42080228897108,42080022572000,-Infinity
42080229745566,42080022572000,-Infinity
42080231660816,42080038560000,-Infinity
42080232487066,42080038560000,-Infinity
42080233512941,42080055599000,-Infinity
42080234286691,42080076733000,-Infinity
42080234947899,42080089259000,65.05503772066761
42080236799566,42080089259000,-Infinity
42080237222108,42080089259000,-Infinity
42080238838983,42080089259000,-Infinity
42080240035733,42080089259000,-Infinity
42080241316733,42080106070000,-Infinity
42080242173483,42080106070000,-Infinity
42080242969150,42080125840000,-Infinity
42080243691566,42080145425000,-Infinity
42080244585983,42080155927000,-Infinity
42080245655691,42080155927000,-Infinity
42080246061900,42080155927000,-Infinity
42080246930400,42080155927000,-Infinity
42080247711191,42080155927000,-Infinity
42080248934691,42080172712000,-Infinity
42080249748274,42080172712000,-Infinity
42080260320108,42080195679000,65.40179185477999
42080268468566,42080209834000,-Infinity
42080269389066,42080222546000,-Infinity
42080270597066,42080222546000,-Infinity
42080271019775,42080222546000,-Infinity
42080271810066,42080222546000,-Infinity
42080273281441,42080222546000,-Infinity
42080274686066,42080239090000,-Infinity
42080275607066,42080239090000,-Infinity
42080369964524,42080265585000,69.28922040019741
42080371104066,42080276507000,-Infinity
42080373162941,42080289237000,-Infinity
42080374349233,42080289237000,-Infinity
42080374802274,42080289237000,-Infinity
42080376318066,42080289237000,-Infinity
42080377257858,42080289237000,-Infinity
42080378833691,42080306768000,-Infinity
42080380184066,42080306768000,-Infinity
42080381322483,42080335614000,-Infinity
42080385865566,42080343229000,-Infinity
42080387225566,42080355889000,-Infinity
