#SysTm EventTmStmp Mag:x Mag:y Mag:z
42080173552858 42079705715000 -6.24 -39.239998 -6.12 
42080197308900 42079771316000 -6.3599997 -39.18 -6.0 
42080208351066 42079838157000 -6.66 -39.059998 -5.7599998 
42080216473941 42079904959000 -6.8399997 -39.12 -5.8199997 
42080224209899 42079971822000 -7.14 -39.12 -5.8199997 
42080232487066 42080038560000 -7.2 -39.18 -5.7 
42080242173483 42080106070000 -7.3799996 -39.18 -5.52 
42080249748274 42080172712000 -7.62 -39.3 -5.2799997 
42080275607066 42080239090000 -7.8599997 -39.3 -5.04 
42080380184066 42080306768000 -8.16 -39.239998 -4.7999997 
42080394306524 42080372792000 -8.16 -39.48 -4.62 
42080441867150 42080439830000 -8.22 -39.36 -4.3199997 
42080507856941 42080506486000 -8.28 -39.239998 -4.14 
42080574912149 42080573228000 -8.4 -39.12 -4.08 
42080641665858 42080640044000 -8.4 -39.239998 -4.14 
42080708582733 42080706783000 -8.639999 -39.3 -4.2 
42080775749692 42080773626000 -8.82 -39.54 -4.3199997 
42080848571525 42080841038000 -8.94 -39.78 -4.38 
42080909418900 42080907136000 -9.059999 -39.96 -4.5 
42080980970816 42080978135000 -9.12 -40.079998 -4.56 
42081044378399 42081042198000 -9.179999 -40.2 -4.56 
42081111978441 42081109658000 -9.12 -40.26 -4.56 
42081178851608 42081177432000 -9.0 -40.32 -4.8599997 
42081244943942 42081243214000 -8.88 -40.32 -4.98 
42081310578317 42081309127000 -8.76 -40.44 -5.04 
42081377456692 42081375943000 -8.5199995 -40.559998 -5.22 
42081446459942 42081442866000 -8.28 -40.559998 -5.52 
42081511111859 42081509558000 -8.099999 -40.92 -5.7 
42081577664650 42081576211000 -7.9199996 -41.219997 -5.8799996 
42081645535109 42081643239000 -7.56 -41.399998 -6.06 
42081711645984 42081709860000 -7.3199997 -41.579998 -6.06 
42081778006442 42081776613000 -6.96 -41.76 -6.06 
42081845626526 42081843607000 -6.54 -41.7 -6.12 
42081912306192 42081910286000 -6.06 -41.82 -6.24 
42081979267983 42081977646000 -5.58 -41.94 -6.3599997 
42082045734608 42082043818000 -4.98 -42.0 -6.42 
42082112924525 42082110835000 -4.3199997 -42.12 -6.6 
42082178852358 42082177361000 -3.6 -42.3 -6.7799997 
42082246704150 42082244366000 -3.06 -42.36 -6.8999996 
42082312899233 42082311378000 -2.22 -42.48 -7.14 
42082380122817 42082378192000 -1.3199999 -42.6 -7.3799996 
42082446843025 42082445083000 -0.59999996 -42.78 -7.62 
42082514735900 42082512684000 0.12 -42.96 -7.68 
42082580323067 42082578649000 0.71999997 -43.02 -7.8599997 
42082649540443 42082646556000 1.3199999 -43.02 -7.98 
42082713423401 42082711990000 1.62 -43.14 -8.16 
42082780294276 42082778759000 2.04 -43.2 -8.46 
42082848164318 42082845833000 2.22 -43.2 -8.46 
42082913602276 42082912281000 2.46 -43.26 -8.46 
42082980538443 42082979054000 2.46 -43.14 -8.46 
42083051632943 42083047455000 2.58 -43.14 -8.639999 
42083113921734 42083112601000 2.46 -43.079998 -8.7 
42083180641776 42083179377000 2.3999999 -42.84 -8.76 
42083264262776 42083247338000 2.1 -42.719997 -8.94 
42083320541902 42083314495000 2.04 -42.6 -8.88 
42083383481734 42083382116000 1.74 -42.54 -9.059999 
42083450965359 42083449212000 1.56 -42.36 -9.12 
42083520109318 42083516887000 1.56 -42.12 -9.24 
42083585146484 42083583210000 1.56 -41.94 -9.24 
42083651949234 42083650286000 1.74 -41.76 -9.12 
42083717891151 42083716243000 2.04 -41.579998 -9.059999 
42083786251526 42083783076000 2.34 -41.34 -8.82 
42083852654776 42083851038000 2.58 -41.34 -8.7 
42083919187485 42083917643000 3.0 -41.219997 -9.0 
42083988307610 42083986774000 3.1799998 -41.16 -9.3 
42084054104735 42084052599000 3.54 -41.16 -9.48 
42084120081360 42084118223000 3.54 -41.219997 -9.66 
42084186999527 42084184950000 3.6 -41.219997 -9.78 
42084253265526 42084251749000 3.36 -41.46 -10.0199995 
42084320094193 42084318497000 3.1799998 -41.46 -10.139999 
42084386925568 42084385330000 2.76 -41.399998 -10.559999 
42084453515943 42084452038000 2.34 -41.399998 -10.62 
42084520970734 42084519077000 1.68 -41.399998 -10.74 
42084587317568 42084585674000 0.71999997 -41.399998 -10.86 
42084653884901 42084652364000 -0.42 -41.219997 -11.16 
42084720864734 42084719172000 -1.62 -41.04 -11.58 
42084788092235 42084785972000 -3.0 -40.68 -11.88 
42084854150902 42084852629000 -4.2599998 -40.68 -12.599999 
42084921578569 42084919506000 -5.4 -40.379997 -13.08 
42084988470402 42084986274000 -6.3599997 -40.14 -13.44 
42085054309943 42085052917000 -7.44 -39.899998 -13.799999 
42085121530693 42085119776000 -8.28 -39.66 -14.099999 
42085189266860 42085186668000 -8.76 -39.42 -14.28 
42085254480735 42085253201000 -9.179999 -39.36 -14.46 
42085324369652 42085320123000 -9.24 -39.12 -14.4 
42085389349985 42085386990000 -9.12 -39.18 -14.4 
42085455359111 42085453592000 -9.12 -39.42 -14.28 
42085521907277 42085520593000 -9.179999 -39.3 -14.04 
42085588362361 42085587260000 -8.82 -39.42 -13.98 
42085655986361 42085653913000 -8.34 -39.48 -13.74 
42085723044069 42085721480000 -7.8599997 -39.719997 -13.799999 
42085789782069 42085788176000 -7.2599998 -39.78 -13.799999 
42085858565027 42085855804000 -6.66 -40.2 -13.679999 
42085923816110 42085921689000 -6.06 -40.44 -13.2 
42085990660277 42085988984000 -5.52 -40.739998 -12.84 
42086056991360 42086055293000 -5.22 -40.92 -12.42 
42086123624943 42086122090000 -4.68 -41.1 -12.0 
42086191045737 42086189428000 -4.2599998 -41.46 -11.759999 
42086258058945 42086256473000 -4.14 -41.579998 -11.4 
42086324523986 42086323123000 -3.8999999 -41.76 -11.28 
42086391736195 42086390396000 -3.78 -41.94 -11.099999 
42086458479944 42086456781000 -3.8999999 -42.059998 -10.92 
42086525652486 42086523983000 -3.72 -42.0 -10.74 
42086591644903 42086590163000 -3.4199998 -42.18 -10.8 
42086659336403 42086657160000 -3.3 -42.239998 -10.5 
42086725313987 42086723844000 -3.06 -42.3 -10.38 
42086792736070 42086791093000 -2.7 -42.36 -10.0199995 
42086860695278 42086857989000 -2.3999999 -42.54 -9.599999 
42086926308986 42086924787000 -2.1 -42.54 -9.36 
42086993678944 42086991516000 -1.86 -42.54 -9.3 
42087060543819 42087058763000 -1.68 -42.54 -9.179999 
42087130721485 42087127953000 -1.3199999 -42.719997 -8.88 
42087193965320 42087192001000 -1.26 -42.84 -8.5199995 
42087260792070 42087258723000 -1.26 -42.899998 -8.34 
42087327704320 42087325583000 -1.0799999 -42.899998 -8.04 
42087395097695 42087392328000 -1.14 -42.899998 -7.5 
42087460578237 42087458978000 -1.3199999 -42.78 -7.2 
42087528988986 42087525898000 -1.4399999 -42.48 -6.8399997 
42087594536070 42087592679000 -1.62 -42.54 -6.66 
42087662199862 42087659451000 -1.8 -42.3 -6.42 
42087728030195 42087726172000 -2.04 -42.12 -6.3599997 
42087795998320 42087793132000 -2.46 -41.879997 -6.18 
42087862209653 42087859837000 -2.82 -41.76 -6.12 
42087928390445 42087926505000 -3.12 -41.7 -6.0 
42087995140070 42087993270000 -3.24 -41.579998 -6.0 
42088063316862 42088060051000 -3.1799998 -41.52 -5.94 
42088128614278 42088126783000 -2.9399998 -41.46 -5.8199997 
42088194912195 42088193470000 -2.7 -41.28 -5.8199997 
42088261852695 42088260347000 -1.92 -41.1 -5.94 
42088329481945 42088327294000 -1.26 -40.86 -5.8199997 
42088396144279 42088394574000 -0.59999996 -40.739998 -5.8799996 
42088462730237 42088461360000 0.17999999 -40.44 -6.12 
42088531197321 42088528438000 1.02 -40.44 -6.18 
42088599484904 42088597952000 1.92 -40.559998 -6.12 
42088664029696 42088661935000 2.6399999 -40.26 -6.12 
42088731306946 42088729242000 3.12 -40.26 -6.12 
42088798299446 42088795768000 3.54 -40.2 -5.94 
42088863711071 42088862238000 4.02 -40.14 -5.8799996 
42088930593863 42088929021000 4.38 -40.02 -5.64 
42088997282779 42088995819000 4.56 -39.84 -5.64 
42089062964862 42089062643000 4.7999997 -39.66 -5.46 
42089131674613 42089130067000 4.92 -39.3 -5.4 
42089197673238 42089196146000 4.92 -39.059998 -5.22 
42089264878987 42089262990000 4.98 -38.82 -5.3399997 
42089331193696 42089329618000 4.56 -38.64 -5.22 
42089397836154 42089396372000 4.2 -38.34 -5.22 
42089465408071 42089463343000 3.9599998 -38.1 -5.3399997 
42089533367946 42089530487000 3.6599998 -37.98 -5.3399997 
42089598554904 42089596907000 3.48 -37.68 -5.3399997 
42089667620363 42089664521000 3.48 -37.38 -5.46 
42089734477195 42089730602000 3.4199998 -37.14 -5.46 
42089799953112 42089797661000 3.6599998 -36.78 -5.3399997 
42089865887112 42089864451000 3.78 -36.54 -5.52 
42089933796445 42089931348000 3.8999999 -36.239998 -5.58 
42089999902446 42089998409000 4.08 -35.94 -5.8199997 
42090066737154 42090064653000 4.38 -35.64 -5.8199997 
42090133565696 42090131577000 4.38 -35.399998 -5.94 
42090199179071 42090198690000 4.3199997 -35.219997 -5.94 
42090267519946 42090265170000 4.08 -34.92 -6.12 
42090333967571 42090331874000 3.8999999 -34.8 -5.94 
42090400691196 42090398700000 3.72 -34.559998 -6.12 
42090467956946 42090465735000 3.48 -34.32 -6.3599997 
42090533728279 42090532193000 3.06 -34.14 -6.3599997 
42090600556696 42090598922000 2.7 -33.96 -6.3599997 
42090668650656 42090666060000 2.22 -33.84 -6.48 
42090735325071 42090733089000 1.74 -33.84 -6.72 
42090801947362 42090799361000 1.3199999 -33.84 -6.8999996 
42090868130612 42090866168000 0.96 -33.96 -7.14 
42090935339739 42090932996000 0.78 -34.02 -7.3199997 
42091002190822 42090999795000 0.84 -34.14 -7.44 
42091068395947 42091066524000 0.84 -34.26 -7.5 
42091135771947 42091133424000 0.84 -34.559998 -7.5 
42091201869697 42091200130000 1.0799999 -34.739998 -7.56 
42091268242488 42091266822000 1.38 -34.92 -7.62 
42091336738696 42091333703000 1.74 -35.28 -7.9199996 
42091402347988 42091400621000 2.04 -35.46 -8.28 
42091469690904 42091468107000 2.34 -35.7 -8.34 
42091537187946 42091534026000 2.7 -36.12 -8.22 
42091603164321 42091600909000 3.0 -36.239998 -8.16 
42091668921113 42091667442000 3.24 -36.54 -8.22 
42091736436446 42091734324000 3.4199998 -36.719997 -8.34 
42091803988529 42091801312000 3.36 -36.66 -8.16 
42091870367280 42091867790000 3.4199998 -36.899998 -8.04 
42091936752030 42091934704000 3.54 -37.02 -7.98 
42092003237446 42092001440000 3.48 -37.14 -8.04 
42092070508155 42092068261000 3.12 -37.26 -8.22 
42092136593905 42092134894000 2.76 -37.32 -8.34 
42092203058947 42092201603000 2.46 -37.079998 -8.58 
42092269934738 42092268421000 2.04 -37.14 -8.7 
42092337221072 42092335106000 1.74 -37.079998 -8.76 
42092403807822 42092401882000 1.26 -37.14 -8.76 
42092470506197 42092468648000 1.14 -37.079998 -8.639999 
42092532105198 42092528962000 0.96 -37.02 -9.179999 
42092596472739 42092590596000 1.26 -37.2 -9.719999 
42092654407655 42092650948000 1.4399999 -37.2 -10.08 
42092714609572 42092712780000 1.74 -37.559998 -9.96 
42092772880739 42092771665000 1.9799999 -37.92 -9.66 
42092833343530 42092832006000 1.26 -38.1 -9.12 
42092896054322 42092892450000 0.24 -38.46 -8.22 
42092953932780 42092952584000 -0.65999997 -38.76 -7.7999997 
42093014134738 42093012874000 -1.68 -38.82 -7.8599997 
42093074920988 42093073165000 -2.82 -38.76 -8.04 
42093135488197 42093133578000 -3.84 -39.18 -8.04 
42093195479863 42093193783000 -4.7999997 -39.18 -8.34 
42093255843530 42093254029000 -5.64 -39.12 -8.5199995 
42093317997363 42093315193000 -6.2999997 -39.12 -8.22 
42093376851697 42093375123000 -6.8999996 -39.3 -7.7999997 
42093436597365 42093435363000 -7.2599998 -39.18 -8.16 
42093498043573 42093495938000 -7.5 -39.18 -8.28 
42093557629615 42093555993000 -7.5 -39.18 -8.28 
42093618036031 42093616361000 -7.5 -39.059998 -8.28 
42093985164115 42093678581000 -7.2 -39.36 -8.7 
42094003323906 42093736933000 -7.2 -39.48 -8.639999 
42094012245156 42093797513000 -6.8399997 -39.66 -8.4 
42094020510323 42093858965000 -6.06 -40.079998 -8.4 
