#SysTm EventTmStmp Rot:x Rot:y Rot:z
152342762180371 1379389026038308142 0.00805097 -0.007163469 -0.27254358 
152342784582324 1379389026228524207 0.008084905 -0.0069536027 -0.27273092 
152342849743318 1379389026292580603 0.008079624 -0.0069826543 -0.27270514 
152342905381957 1379389026355690955 0.008081107 -0.006949067 -0.27273613 
152342968559127 1379389026419655799 0.008084547 -0.006957579 -0.2727273 
152343034849378 1379389026482841767 0.008092059 -0.0069376566 -0.27274397 
152343098057068 1379389026546806611 0.008059802 -0.0069852364 -0.27270785 
152343159433536 1379389026609977998 0.008048691 -0.0069821714 -0.27271357 
152343227432928 1379389026673942842 0.008047397 -0.0069300286 -0.2727626 
152343286001521 1379389026737144746 0.008059814 -0.006818451 -0.27286363 
152343348049437 1379389026801048554 0.008088972 -0.006860239 -0.27281708 
152343413851359 1379389026864250459 0.008125669 -0.0068333293 -0.27283275 
152343476723327 1379389026928337373 0.008191924 -0.006739102 -0.27290365 
152343540358304 1379389026991386689 0.008175986 -0.0067824484 -0.2728673 
152343603627035 1379389027055473603 0.008111134 -0.0068049463 -0.272863 
152343666712645 1379389027118614472 0.008157178 -0.006682215 -0.27296573 
152343731507395 1379389027182487763 0.008138372 -0.0065985136 -0.2730487 
152343795142371 1379389027245750703 0.008135725 -0.0066520385 -0.27299944 
152343857526013 1379389027309623994 0.008103947 -0.00675194 -0.27291435 
152343921008387 1379389027372886933 0.008034835 -0.006755293 -0.27292904 
152343984734926 1379389027436760224 0.0080183735 -0.0067597455 -0.27292913 
152344048553024 1379389027499931611 0.007978711 -0.0067486437 -0.27294973 
152344112615286 1379389027564018525 0.00803118 -0.006645996 -0.27303204 
152344176647027 1379389027627189912 0.008111429 -0.0066030007 -0.27305147 
152344240739808 1379389027691215791 0.008095144 -0.006615963 -0.27304357 
152344303184491 1379389027754204072 0.008035376 -0.0066292263 -0.2730466 
152344366575303 1379389027818290986 0.008081121 -0.0066149905 -0.2730481 
152344429599872 1379389027881431855 0.00818408 -0.006626294 -0.273011 
152344494272541 1379389027945305146 0.008145698 -0.006588889 -0.2730558 
152344556686702 1379389028008568086 0.008119664 -0.0065482105 -0.2731005 
152344621573015 1379389028072502412 0.008117001 -0.0064421664 -0.27320015 
152344683987176 1379389028135911846 0.00809507 -0.006385636 -0.27325857 
152344748110479 1379389028199968243 0.008071598 -0.006384068 -0.2732661 
152344811653893 1379389028263048077 0.008034786 -0.006353594 -0.27330408 
152344876265521 1379389028326921368 0.0081189675 -0.0063667786 -0.27327 
152344938374480 1379389028390153790 0.008149498 -0.0063925474 -0.27323806 
152345006618031 1379389028454179668 0.008219605 -0.006466068 -0.27315134 
152345066224319 1379389028517320538 0.00811995 -0.006376661 -0.27326053 
152345129523571 1379389028581376934 0.008147238 -0.0062230523 -0.2733968 
152345192914384 1379389028644365215 0.0082007935 -0.006173663 -0.273429 
152345257403932 1379389028708482647 0.008174185 -0.006118223 -0.2734876 
152345319482368 1379389028771501446 0.008185744 -0.006113787 -0.27348873 
152345383697233 1379389028835588360 0.008154402 -0.006104551 -0.27350545 
152345447027005 1379389028898651310 0.00825478 -0.0061564264 -0.2734311 
152345511028227 1379389028962616154 0.008229288 -0.006185793 -0.27341032 
152345575273610 1379389029025848576 0.008309518 -0.0062188525 -0.27335873 
152345637626730 1379389029089752385 0.008291892 -0.00632728 -0.27326214 
152345701078584 1379389029152984806 0.008202188 -0.0063407784 -0.27327275 
152345765293448 1379389029216888615 0.008155372 -0.0062993495 -0.2733235 
152345827982292 1379389029280060002 0.008121655 -0.0063692397 -0.273267 
152345892624442 1379389029344177433 0.008129861 -0.0063823257 -0.27325267 
152345956412020 1379389029407287785 0.008076632 -0.0064506787 -0.27320263 
152346019253465 1379389029471313664 0.008072303 -0.0065190154 -0.27313998 
152346085207991 1379389029534424015 0.008022997 -0.0064541656 -0.27321324 
152346149422854 1379389029598297306 0.007941201 -0.0064375806 -0.27324986 
152346210555160 1379389029661621281 0.007926157 -0.006473075 -0.27322063 
152346275075226 1379389029725586125 0.007933086 -0.006462953 -0.2732283 
152346339442692 1379389029788604924 0.007957367 -0.006384801 -0.27329496 
152346404115362 1379389029852691838 0.007972584 -0.006406546 -0.27327073 
152346469276356 1379389029915771672 0.008087817 -0.006408014 -0.27323958 
152346528180676 1379389029979858586 0.008131802 -0.00640875 -0.2732275 
152346592944905 1379389030042938420 0.008223287 -0.0064474377 -0.2731678 
152346655481147 1379389030106872746 0.008257446 -0.006426724 -0.27317828 
152346717223862 1379389030168548771 0.008267855 -0.0064088525 -0.27319226 
152346782720580 1379389030233978459 0.008264269 -0.0063909893 -0.27320987 
152346845439945 1379389030297241398 0.008241548 -0.006387895 -0.27321863 
152346912371122 1379389030361114689 0.008193201 -0.006440311 -0.2731822 
152346975182047 1379389030424255558 0.008249375 -0.006467792 -0.27314204 
152347037870893 1379389030488403508 0.008211364 -0.0064311414 -0.27318606 
152347103215010 1379389030551629851 0.008180174 -0.0064510866 -0.2731755 
152347163126502 1379389030615686248 0.0082124155 -0.0064487457 -0.27316937 
152347226517314 1379389030678735564 0.008173777 -0.006515676 -0.2731169 
152347288748354 1379389030742730926 0.00816584 -0.0065577226 -0.2730797 
152347354061951 1379389030805963347 0.008147221 -0.006543099 -0.27309814 
152347418795660 1379389030869867156 0.0081471875 -0.0065339254 -0.27310672 
152347481057219 1379389030933038543 0.008169056 -0.0064719594 -0.2731589 
152347545333124 1379389030997125457 0.0082046185 -0.006481881 -0.27314046 
152347609425905 1379389031060235808 0.008173507 -0.006460093 -0.27316883 
152347672755679 1379389031124353240 0.008197033 -0.0064693205 -0.27315414 
152347736878980 1379389031187311004 0.008158485 -0.006456522 -0.27317604 
152347799567826 1379389031251275847 0.008176206 -0.006464545 -0.27316397 
