#SysTm EventTmStmp Pressure
19973728606025 1374854282440567257 892.7493 
19973839425498 1374854282475357296 892.8393 
19973898085652 1374854282506088497 892.71936 
19973957203614 1374854282541214229 892.8093 
19974011926641 1374854282576065303 892.8393 
19974077911688 1374854282642013790 892.7793 
19974127232609 1374854282676773311 892.7493 
19974165932441 1374854282707504512 892.7793 
19974215131280 1374854282742721798 892.65936 
19974261705369 1374854282777481319 892.6794 
19974354609383 1374854282808212520 892.7793 
19974434847442 1374854282843399288 892.7793 
19974485358658 1374854282878158809 892.71936 
19974521952583 1374854282908890010 892.7793 
19974564528502 1374854282944107296 892.65936 
19974604937476 1374854282978866817 892.65936 
19974645956856 1374854283009628536 892.7793 
19974690394520 1374854283044815303 892.7793 
19974738677749 1374854283079605342 892.7793 
19974781223147 1374854283110336544 892.7793 
19974825966012 1374854283145462276 892.8093 
19974867565279 1374854283180282833 892.7793 
19974902053301 1374854283211044551 892.7793 
19974948596868 1374854283246231319 892.7793 
19975087708725 1374854283280990841 892.7693 
19975154395739 1374854283311722042 892.7793 
19975217206667 1374854283346939327 892.7393 
19975277362320 1374854283381698848 892.70935 
19975362971965 1374854283412460567 892.6794 
19975407073902 1374854283447647335 892.6494 
19975451358962 1374854283482406856 892.7393 
19975492225741 1374854283513168575 892.7993 
19975536297158 1374854283548355342 892.8393 
19975580277015 1374854283583145382 892.6794 
19975632558412 1374854283613846065 892.8293 
19975694911534 1374854283649063350 892.7393 
19975740936255 1374854283683853389 892.7793 
19975784916112 1374854283714584591 892.70935 
19975825508208 1374854283749740841 892.7693 
19975863139826 1374854283784769046 892.7993 
19975894972574 1374854283815469729 892.6494 
19975930498287 1374854283850687015 892.8293 
19975967122736 1374854283885446536 892.7393 
19975999901615 1374854283916238772 892.7393 
19976037105949 1374854283951395022 892.6794 
19976075347975 1374854283986154544 892.7693 
19976109011946 1374854284016946780 892.6794 
19976132726275 1374854284052103030 892.7693 
19976203380937 1374854284086862552 892.7693 
19976237655315 1374854284117654788 892.6794 
19976274646007 1374854284152811038 892.7393 
19976311331495 1374854284187570559 892.7693 
19976345880556 1374854284218332278 892.7693 
19976382443961 1374854284253519046 892.6194 
19976417878115 1374854284288278567 892.70935 
19976457554599 1374854284319070804 892.7693 
19976535106864 1374854284354227054 892.7693 
19976576370409 1374854284388986575 892.7693 
19976617756033 1374854284419778811 892.6494 
19976687647685 1374854284454965579 892.7393 
19976778506833 1374854284489694583 892.7993 
19976889265264 1374854284520486819 892.7693 
19976966664929 1374854284556375491 892.7393 
19977005120598 1374854284590445351 892.8193 
19977040615792 1374854284621146035 892.7693 
19977081513091 1374854284656393837 892.6394 
19977119938239 1374854284691153359 892.7893 
19977152808680 1374854284721915078 892.7893 
19977279773429 1374854284757101845 892.8193 
19977320273963 1374854284791861367 892.75934 
19977358424429 1374854284822562050 892.69934 
19977401976999 1374854284857809853 892.6694 
19977484687208 1374854284892630410 892.75934 
19977592942970 1374854284923331093 892.7294 
19977775241153 1374854284958487343 892.69934 
19977858226047 1374854284993277382 892.75934 
19977908737262 1374854285024039101 892.6694 
19978048764731 1374854285059225869 892.7893 
19978178171110 1374854285094015908 892.8193 
19978240157985 1374854285124686074 892.7294 
19978292103660 1374854285159933876 892.7893 
19978339745961 1374854285194723916 892.7893 
19978386930456 1374854285225455117 892.7294 
19978437075428 1374854285260641884 892.84924 
19978488471734 1374854285295401406 892.8193 
19978536205597 1374854285326163125 892.75934 
19978646292580 1374854285361349892 892.75934 
19978733519805 1374854285396170449 892.75934 
19978821876284 1374854285426871132 892.75934 
19978915207581 1374854285462057900 892.7294 
19979059782584 1374854285496908974 892.7294 
19979122471430 1374854285527579140 892.75934 
19979164131738 1374854285562765908 892.7893 
19979206158291 1374854285597555947 892.7493 
19979242813258 1374854285628256630 892.7793 
19979355677595 1374854285663473916 892.7493 
19979498848661 1374854285698263955 892.7493 
19979619251531 1374854285729025673 892.7793 
19979765688277 1374854285764273476 892.86926 
19979866130822 1374854285799002480 892.7493 
19979982169278 1374854285829672646 892.7793 
