#SysTm EventTmStmp Acc:x Acc:y Acc:z
77099763187977 1374940275842123741 -0.08621216 3.9814758 8.797852 
77099770848591 1374940275847128624 -0.29092407 4.0826416 8.85141 
77099791053077 1374940275852164024 -0.3551941 4.1980896 8.871643 
77099801521564 1374940275857229942 -0.48254395 4.232605 8.79071 
77099813821274 1374940275877371544 -0.37780762 4.3313904 8.904968 
77099822183857 1374940275882406944 -0.40875244 4.321869 8.856171 
77099835063455 1374940275892477745 -0.39089966 4.2421265 8.927582 
77099846661196 1374940275897482628 -0.3540039 4.188568 8.9133 
77099864759777 1374940275902548546 -0.35757446 4.129059 8.896637 
77099896378882 1374940275907553429 -0.3385315 4.1600037 8.9002075 
77099920612058 1374940275912588829 -0.35638428 4.2409363 8.78833 
77099933247492 1374940275917624229 -0.36709595 4.246887 8.85022 
77099942403603 1374940275922659630 -0.33615112 4.3325806 8.890686 
77099951071389 1374940275927725548 -0.33377075 4.3242493 8.966858 
77099957297545 1374940275932760948 -0.37423706 4.321869 9.069214 
77099966636779 1374940275936545128 -0.37423706 4.321869 9.069214 
77099977013705 1374940275942831749 -0.36947632 4.270691 9.184662 
77099985010044 1374940275947867149 -0.40161133 4.2671204 9.166809 
77099995112287 1374940275952872032 -0.39208984 4.2421265 9.148956 
77100005550254 1374940275957907433 -0.3718567 4.302826 9.188232 
77100014828447 1374940275962942833 -0.50634766 4.276642 9.223938 
77100023923518 1374940275968008751 -0.4361267 4.3242493 9.154907 
77100030699040 1374940275973013634 -0.47302246 4.3063965 9.139435 
77100038817459 1374940275978049034 -0.46350098 4.270691 9.138245 
77100050842486 1374940275983084434 -0.4277954 4.3063965 9.078735 
77100058686221 1374940275988119835 -0.495636 4.26355 9.084686 
77100068055977 1374940275993155235 -0.45874023 4.2873535 8.956146 
77100078463423 1374940275998190636 -0.47540283 4.2361755 9.04541 
77100088046820 1374940276003226036 -0.45040894 4.296875 9.088257 
77100093387885 1374940276008658165 -0.5003967 4.227844 9.097778 
77100098454267 1374940276013296837 -0.45993042 4.212372 9.014465 
77100106725288 1374940276018332237 -0.43493652 4.220703 8.963287 
77100112768322 1374940276023398155 -0.30639648 4.2183228 8.943054 
77100117285337 1374940276028433556 -0.31591797 4.2052307 8.856171 
77100122199116 1374940276033438438 -0.26116943 4.156433 8.778809 
77100128089548 1374940276037222618 -0.21951294 4.2052307 8.844269 
77100133400093 1374940276043539757 -0.22903442 4.226654 8.856171 
77100138435954 1374940276048544640 -0.27545166 4.2159424 8.814514 
77100144723151 1374940276053580040 -0.35757446 4.225464 8.860931 
77100151590236 1374940276058645958 -0.34091187 4.2230835 8.801422 
77100156839740 1374940276063650841 -0.25997925 4.2183228 8.795471 
77100165171802 1374940276068686241 -0.24093628 4.193329 8.909729 
77100178692327 1374940276073721641 -0.24569702 4.193329 8.904968 
77100193647309 1374940276078787559 -0.21713257 4.225464 8.907349 
77100203017063 1374940276083822960 -0.21356201 4.2802124 8.870453 
77100208419169 1374940276088858360 -0.28497314 4.290924 8.885925 
77100213027745 1374940276093863243 -0.30877686 4.282593 9.010895 
77100218368810 1374940276098898643 -0.3456726 4.3194885 8.976379 
77100223068948 1374940276103934044 -0.3635254 4.2695007 9.009705 
77100228410013 1374940276108999962 -0.3540039 4.239746 9.152527 
77100233079630 1374940276114004845 -0.35757446 4.2861633 9.1311035 
77100239092143 1374940276119040245 -0.3385315 4.334961 9.154907 
77100243822801 1374940276124106163 -0.2814026 4.378998 9.148956 
77100249285947 1374940276129141563 -0.29925537 4.3325806 9.11087 
77100254108166 1374940276134146446 -0.26235962 4.314728 9.089447 
77100259662874 1374940276137900108 -0.2802124 4.3016357 9.009705 
77100264790296 1374940276144217247 -0.29092407 4.2992554 9.04541 
77100269490433 1374940276149252647 -0.29330444 4.2754517 9.018036 
77100274923060 1374940276154288048 -0.2897339 4.2671204 8.904968 
77100281271298 1374940276159323448 -0.35281372 4.314728 8.884735 
77100285910395 1374940276164358849 -0.31829834 4.321869 8.833557 
77100290763134 1374940276169424766 -0.31115723 4.290924 8.870453 
77100295371710 1374940276174429649 -0.296875 4.244507 8.869263 
77100300865377 1374940276179465050 -0.30282593 4.2290344 8.871643 
77100306236962 1374940276184500450 -0.32901 4.271881 8.796661 
77100314507983 1374940276189566368 -0.3635254 4.308777 8.863312 
77100320428935 1374940276194571251 -0.36947632 4.2564087 8.881165 
77100328883078 1374940276199606651 -0.35876465 4.239746 8.975189 
77100373961669 1374940276204672569 -0.35043335 4.239746 8.954956 
77100385406808 1374940276209677452 -0.2814026 4.2409363 8.922821 
77100395081766 1374940276214743370 -0.24212646 4.231415 8.889496 
77100429936031 1374940276219748253 -0.26474 4.195709 8.945435 
77100458075814 1374940276224783653 -0.20523071 4.2290344 9.009705 
77100469673556 1374940276229849571 -0.3135376 4.161194 8.962097 
77100481942747 1374940276234854454 -0.2885437 4.1909485 9.000183 
77100489694921 1374940276238638634 -0.26831055 4.2754517 8.935913 
77100495829516 1374940276244955772 -0.30877686 4.2480774 8.973999 
77100501231622 1374940276249960655 -0.32901 4.2873535 9.020416 
77100509716285 1374940276255026573 -0.22665405 4.2861633 8.969238 
77100521100384 1374940276260031456 -0.2814026 4.2873535 9.009705 
77100528120069 1374940276265066856 -0.26593018 4.282593 8.935913 
77100533155931 1374940276270102257 -0.27664185 4.2730713 8.908539 
77100540206137 1374940276275168175 -0.37304688 4.26593 8.912109 
77100546432293 1374940276280173058 -0.40161133 4.2933044 9.000183 
77100553177295 1374940276285208458 -0.38613892 4.3385315 8.973999 
77100558762523 1374940276290274376 -0.3456726 4.226654 8.954956 
77100564286710 1374940276295279259 -0.36114502 4.323059 9.033508 
77100570482346 1374940276300314659 -0.3718567 4.277832 9.016846 
77100575701329 1374940276305380577 -0.37304688 4.251648 9.038269 
77100580554068 1374940276310385460 -0.3052063 4.2611694 8.962097 
77100585956174 1374940276315420860 -0.33139038 4.2159424 9.038269 
77100592975861 1374940276320456261 -0.2897339 4.2421265 9.04184 
77100598286406 1374940276325522179 -0.3052063 4.2361755 8.997803 
77100604237878 1374940276330527061 -0.31710815 4.2480774 9.04184 
77100614797927 1374940276335562462 -0.2814026 4.2754517 9.006134 
77100628043768 1374940276339346641 -0.32305908 4.2230835 9.002563 
77100640068795 1374940276345633263 -0.2730713 4.2373657 9.019226 
77100651208730 1374940276350699181 -0.2814026 4.246887 9.001373 
77100656671877 1374940276355734581 -0.25164795 4.1861877 8.966858 
77100662318146 1374940276360769981 -0.27783203 4.19928 9.012085 
77100667262446 1374940276365774864 -0.2730713 4.2290344 9.04184 
77100672206746 1374940276370840782 -0.28378296 4.2921143 9.04303 
77100676906884 1374940276375845665 -0.25164795 4.2242737 8.928772 
77100682461592 1374940276380881065 -0.23855591 4.2480774 8.972809 
77100688016300 1374940276385916466 -0.27426147 4.290924 8.9835205 
77100692869039 1374940276390951866 -0.3135376 4.2088013 8.952576 
77100697721778 1374940276395987266 -0.39089966 4.246887 9.001373 
77100703307006 1374940276401022667 -0.3123474 4.2671204 8.97757 
77100708159746 1374940276406088585 -0.27426147 4.2671204 8.952576 
77100712920924 1374940276411154503 -0.25045776 4.283783 8.962097 
77100717621061 1374940276416159386 -0.28259277 4.2028503 8.952576 
77100723938778 1374940276421164268 -0.32781982 4.2052307 8.954956 
77100729707128 1374940276426199669 -0.2552185 4.290924 9.023987 
77100734346225 1374940276431265587 -0.26712036 4.2802124 8.984711 
77100739046362 1374940276436300987 -0.26235962 4.2623596 9.016846 
77100744845233 1374940276440085167 -0.27426147 4.226654 9.10968 
77100750247338 1374940276446371788 -0.31710815 4.2409363 8.989471 
77100754733833 1374940276451407188 -0.24093628 4.252838 8.985901 
77100760410622 1374940276456412071 -0.26831055 4.207611 9.003754 
77100766301054 1374940276461477989 -0.16000366 4.26355 8.932343 
77100771184315 1374940276466513390 -0.2314148 4.225464 8.924011 
77100775914972 1374940276471548790 -0.22665405 4.323059 8.941864 
77100780767712 1374940276476553673 -0.22427368 4.3004456 9.004944 
77100786841266 1374940276481589073 -0.22665405 4.2611694 8.971619 
77100792884300 1374940276486624474 -0.1980896 4.26474 9.019226 
77100797675998 1374940276491690391 -0.23617554 4.26593 8.965668 
77100802437176 1374940276496725792 -0.26831055 4.2480774 8.989471 
77100808632812 1374940276501761192 -0.25997925 4.2742615 8.926392 
77100814309601 1374940276506796593 -0.25283813 4.220703 9.002563 
77100819314942 1374940276511801475 -0.23736572 4.258789 8.973999 
77100824167681 1374940276516836876 -0.3052063 4.2433167 8.993042 
77100837352482 1374940276521872276 -0.3373413 4.1921387 8.968048 
77100848431377 1374940276526907677 -0.2980652 4.270691 9.001373 
77100867445569 1374940276531973595 -0.29211426 4.3194885 8.971619 
77100873519123 1374940276536978477 -0.23260498 4.323059 8.91806 
77100879867360 1374940276540762657 -0.23617554 4.295685 9.002563 
77100888016299 1374940276547049278 -0.19570923 4.257599 8.995422 
77100894211935 1374940276552115196 -0.16833496 4.245697 8.965668 
77100901750468 1374940276557120079 -0.19332886 4.296875 8.949005 
77100907854542 1374940276562155479 -0.25759888 4.296875 8.945435 
77100912981965 1374940276567190880 -0.26593018 4.2599792 8.9513855 
77100918445111 1374940276572256798 -0.31472778 4.2230835 9.021606 
77100924182941 1374940276577261681 -0.28616333 4.2861633 9.014465 
77100931599392 1374940276582297081 -0.34448242 4.3123474 9.091827 
77100938008670 1374940276587332481 -0.29925537 4.3004456 9.056122 
77100943593898 1374940276592398399 -0.27426147 4.3123474 9.025177 
77100949911615 1374940276597403282 -0.26235962 4.298065 9.091827 
77100955924128 1374940276602438683 -0.12310791 4.3206787 9.023987 
77100960776867 1374940276607474083 -0.12786865 4.282593 9.013275 
77100965660127 1374940276612936729 -0.12310791 4.1730957 8.939484 
77100970970671 1374940276617575401 -0.18856812 4.099304 8.846649 
77100977318909 1374940276622610802 -0.18261719 4.1909485 8.969238 
77100982568413 1374940276627646202 -0.24331665 4.1838074 8.903778 
77100988458845 1374940276632681602 -0.25164795 4.2695007 8.889496 
77100993677829 1374940276637686485 -0.27069092 4.232605 8.941864 
77101000178668 1374940276641470665 -0.34329224 4.282593 8.9835205 
77101005580774 1374940276647787804 -0.37661743 4.2564087 9.000183 
77101012844623 1374940276652792686 -0.3944702 4.2944946 8.985901 
77101019864308 1374940276657828087 -0.3718567 4.2814026 8.909729 
77101036314789 1374940276662894005 -0.3956604 4.296875 8.931152 
77101049530110 1374940276667898888 -0.31710815 4.2540283 8.959717 
77101057770610 1374940276672964806 -0.24212646 4.321869 8.970428 
77101069765116 1374940276677969688 -0.18261719 4.2564087 8.79071 
77101083102520 1374940276683005089 -0.18499756 4.2695007 8.862122 
77101098881553 1374940276688040489 -0.21356201 4.251648 8.863312 
77101108403909 1374940276693106407 -0.17547607 4.194519 8.952576 
77101130714301 1374940276698111290 -0.22546387 4.227844 9.0156555 
77101142312043 1374940276703146690 -0.2397461 4.2564087 9.037079 
77101152872091 1374940276708182091 -0.16595459 4.3325806 8.933533 
77101176433818 1374940276713248009 -0.19689941 4.309967 8.875214 
77101199629301 1374940276718283409 -0.20285034 4.309967 8.932343 
77101210952360 1374940276723288292 -0.23379517 4.3528137 8.969238 
77101215621977 1374940276728323692 -0.1897583 4.3563843 8.933533 
77101220200033 1374940276733389610 -0.23617554 4.2409363 8.949005 
77101224808609 1374940276738394493 -0.24569702 4.270691 9.051361 
77101230393837 1374940276742148155 -0.2468872 4.314728 9.007324 
77101235032934 1374940276748465294 -0.19570923 4.295685 9.031128 
77101252124342 1374940276753500694 -0.15762329 4.271881 8.998993 
77101257740090 1374940276758536095 -0.22665405 4.2921143 9.052551 
77101263600002 1374940276763540977 -0.14929199 4.2564087 9.001373 
77101268391700 1374940276768606895 -0.15167236 4.3444824 8.965668 
77101273793806 1374940276773642296 -0.19451904 4.277832 9.035889 
77101278799147 1374940276778677696 -0.17547607 4.309967 8.994232 
77101285025303 1374940276783713097 -0.18023682 4.3016357 8.875214 
77101290702092 1374940276788748497 -0.13381958 4.2552185 8.928772 
77101295768474 1374940276793814415 -0.16238403 4.2623596 8.950195 
77101300926418 1374940276798849815 -0.1647644 4.2623596 8.954956 
77101306908410 1374940276803854698 -0.21713257 4.231415 8.85498 
77101368010195 1374940276808890099 -0.2147522 4.2599792 8.939484 
77101375335084 1374940276813925499 -0.21713257 4.2992554 8.934723 
77101383667146 1374940276818930382 -0.22070313 4.3004456 8.995422 
77101393006381 1374940276824545616 -0.1897583 4.290924 8.98114 
77101401368964 1374940276829031700 -0.22546387 4.346863 8.997803 
77101408266568 1374940276834067100 -0.20046997 4.232605 9.000183 
77101417666842 1374940276839102501 -0.22784424 4.2611694 8.989471 
77101424259243 1374940276842886681 -0.22784424 4.2611694 8.989471 
77101431706213 1374940276849173302 -0.18737793 4.3206787 8.990662 
77101437871329 1374940276854208702 -0.2230835 4.3266296 8.972809 
77101452276944 1374940276859244102 -0.23498535 4.26474 9.007324 
77101458991426 1374940276864310020 -0.23260498 4.2683105 9.087067 
77101468483262 1374940276869314903 -0.27069092 4.304016 9.032318 
77101474404214 1374940276874350304 -0.1897583 4.2683105 9.003754 
77101478982270 1374940276879385704 -0.181427 4.252838 9.013275 
77101484842181 1374940276884421104 -0.21594238 4.2540283 9.021606 
77101490457929 1374940276889456505 -0.23855591 4.271881 8.947815 
77101495493791 1374940276894491905 -0.20523071 4.2671204 8.973999 
77101500956937 1374940276899673857 -0.23260498 4.3063965 9.007324 
77101507061012 1374940276904709257 -0.26831055 4.245697 8.906158 
77101512066353 1374940276909744657 -0.19927979 4.3016357 8.971619 
77101517712622 1374940276914749540 -0.22784424 4.26474 9.010895 
77101522901086 1374940276919845976 -0.18023682 4.2671204 8.966858 
77101529554527 1374940276924850859 -0.19094849 4.2218933 8.962097 
77101534742990 1374940276929886259 -0.17428589 4.2611694 8.968048 
77101539717811 1374940276934921659 -0.12786865 4.308777 8.997803 
77101544601070 1374940276939957060 -0.16357422 4.2552185 8.937103 
77101550888267 1374940276943741239 -0.16357422 4.2552185 8.937103 
77101555741006 1374940276950058378 -0.14929199 4.271881 8.971619 
77101560410623 1374940276955063261 -0.21118164 4.227844 9.012085 
77101566636779 1374940276960098661 -0.11715698 4.2290344 8.963287 
77101572405129 1374940276965134062 -0.17666626 4.2754517 8.960907 
77101577196827 1374940276970169462 -0.20285034 4.2302246 9.076355 
77101582232689 1374940276975204862 -0.17666626 4.2599792 8.937103 
77101587146469 1374940276980270780 -0.12310791 4.2409363 9.038269 
77101594776562 1374940276985306181 -0.17547607 4.2861633 8.952576 
77101602620297 1374940276990311064 -0.18737793 4.279022 8.9835205 
77101613729714 1374940276995346464 -0.19570923 4.2433167 8.935913 
77101618887657 1374940277000381864 -0.13381958 4.225464 8.932343 
77101627189198 1374940277005417265 -0.16952515 4.279022 8.984711 
77101641442211 1374940277010452665 -0.22070313 4.2802124 8.971619 
77101653253595 1374940277015488066 -0.18856812 4.250458 9.04422 
77101664363011 1374940277020553984 -0.21832275 4.3182983 8.97757 
77101683255121 1374940277025558866 -0.24093628 4.283783 9.019226 
77101691770305 1374940277030594267 -0.22427368 4.3266296 8.976379 
77101701811508 1374940277035629667 -0.21356201 4.2992554 9.037079 
77101709868886 1374940277040665067 -0.1897583 4.3182983 8.946625 
77101719208121 1374940277044449247 -0.15048218 4.244507 9.054932 
77101726075205 1374940277050766386 -0.181427 4.2802124 8.956146 
77101732789687 1374940277055771269 -0.20404053 4.26593 8.944244 
77101739839893 1374940277060806669 -0.23379517 4.309967 9.039459 
77101746615415 1374940277065872587 -0.21118164 4.308777 9.007324 
77101753848743 1374940277070907987 -0.20166016 4.3075867 9.0346985 
77101759830736 1374940277075912870 -0.16952515 4.231415 9.021606 
77101765934811 1374940277080948271 -0.19689941 4.315918 9.021606 
77101773229180 1374940277086014189 -0.16357422 4.308777 8.984711 
77101781561241 1374940277091019071 -0.14691162 4.3052063 8.959717 
77101788916651 1374940277096054472 -0.18380737 4.3266296 8.953766 
77101796119458 1374940277101089872 -0.13619995 4.2742615 8.907349 
77101805794416 1374940277106125273 -0.24212646 4.2218933 8.926392 
77101820413675 1374940277111160673 -0.18499756 4.258789 9.012085 
77101827982727 1374940277116196073 -0.1409607 4.2754517 8.921631 
77101835124495 1374940277121231474 -0.18737793 4.302826 8.953766 
77101844463729 1374940277126266874 -0.22427368 4.302826 8.964478 
77101854321809 1374940277131302275 -0.1159668 4.3313904 8.957336 
77101865064980 1374940277136337675 -0.181427 4.2802124 9.014465 
77101871687900 1374940277141373075 -0.19927979 4.3123474 8.964478 
77101894517139 1374940277145157255 -0.23498535 4.2992554 8.97876 
77101901506304 1374940277151474394 -0.22784424 4.2730713 8.91687 
77101910723456 1374940277156479276 -0.24926758 4.283783 8.958527 
77101917590540 1374940277161514677 -0.23498535 4.2540283 8.960907 
77101927357060 1374940277166580595 -0.23022461 4.277832 8.987091 
77101932484482 1374940277171585478 -0.16714478 4.271881 9.019226 
77101939260005 1374940277176620878 -0.13619995 4.2742615 8.956146 
77101944234826 1374940277181656278 -0.2064209 4.2754517 8.926392 
77101951162950 1374940277186722196 -0.20166016 4.3194885 8.965668 
77101960654786 1374940277191727079 -0.18856812 4.231415 8.9835205 
77101967460829 1374940277196762480 -0.16833496 4.3182983 9.032318 
77101973107097 1374940277201797880 -0.1481018 4.2742615 9.004944 
77101985376287 1374940277206833280 -0.20285034 4.3004456 9.000183 
77101994166154 1374940277211868681 -0.17904663 4.2861633 9.003754 
77102000941677 1374940277217483915 -0.13739014 4.289734 8.973999 
77102007839281 1374940277221908964 -0.12310791 4.32901 8.882355 
77102016354465 1374940277227005400 -0.13024902 4.257599 9.019226 
77102022214378 1374940277232010282 -0.14691162 4.245697 8.964478 
77102027891167 1374940277237045683 -0.1564331 4.238556 8.971619 
77102034880332 1374940277242081083 -0.1647644 4.289734 9.001373 
77102042693547 1374940277245865263 -0.19094849 4.2421265 9.077545 
77102048980744 1374940277252182401 -0.17428589 4.271881 9.116821 
77102061494097 1374940277257187284 -0.13619995 4.258789 8.976379 
77102071108014 1374940277262222685 -0.18261719 4.250458 8.927582 
77102080813492 1374940277267258085 -0.22784424 4.2671204 8.939484 
77102088107861 1374940277272293485 -0.18380737 4.2671204 8.996613 
77102096562004 1374940277277328886 -0.20404053 4.257599 8.91568 
77102105412912 1374940277282364286 -0.21832275 4.2611694 8.924011 
77102115393073 1374940277287399687 -0.20523071 4.282593 8.9513855 
77102124366063 1374940277292435087 -0.21951294 4.2552185 8.950195 
77102132362400 1374940277297470487 -0.19689941 4.2552185 8.962097 
77102140541861 1374940277302505888 -0.25283813 4.232605 8.939484 
77102149240167 1374940277307541288 -0.20285034 4.2564087 8.97757 
77102158945645 1374940277312576689 -0.22546387 4.2992554 8.8871155 
77102164805557 1374940277317642607 -0.21118164 4.2730713 8.943054 
77102170573907 1374940277322647489 -0.15167236 4.2409363 8.972809 
77102177654633 1374940277327682890 -0.20999146 4.252838 8.928772 
77102182873617 1374940277332718290 -0.15762329 4.2683105 8.971619 
77102188489365 1374940277337753691 -0.16833496 4.3063965 8.954956 
77102194074593 1374940277342789091 -0.10882568 4.2421265 8.929962 
77102201033238 1374940277346573271 -0.1076355 4.2933044 9.009705 
