#SysTm EventTmStmp Light
77100279745278 1374940276157706016 28.0 
77104460731086 1374940278574985354 30.0 
77104863935725 1374940278726199954 32.0 
77105238420694 1374940278877109377 31.0 
77106582110607 1374940279481430857 32.0 
77107922565360 1374940279934677928 30.0 
77108336391090 1374940280085678904 29.0 
77108675655548 1374940280236649363 30.0 
77109524640745 1374940280539133844 31.0 
77122844128001 1374940283107286195 30.0 
77127579943658 1374940284165044036 31.0 
77128244066961 1374940284315922942 32.0 
77129760410620 1374940284618016448 34.0 
77131567460826 1374940284920183263 35.0 
77139981622277 1374940286279619298 36.0 
77140640007749 1374940286430803380 37.0 
77146214187514 1374940287488426855 36.0 
77225098301651 1374940310301003169 34.0 
77227559678119 1374940311056130122 35.0 
77235654077630 1374940314077792032 35.0 
77258154611734 1374940322537942991 36.0 
77260886307141 1374940323746518732 36.0 
77278954581210 1374940331602501037 33.0 
