#SysTm EventTmStmp Rot:x Rot:y Rot:z
18974965771537 1379241883082586964 0.49781817 -0.23466712 -0.4525462 
18974982435660 1379241883273718555 0.49695385 -0.23492418 -0.45427212 
18975059896365 1379241883336889942 0.49707425 -0.23516724 -0.4545747 
18975099755971 1379241883400854786 0.4971361 -0.23560973 -0.45478997 
18975161681807 1379241883464026173 0.49732935 -0.23577276 -0.4546507 
18975281169065 1379241883527991016 0.4970624 -0.23605843 -0.45508525 
18975294445427 1379241883591101368 0.49694777 -0.23626408 -0.455572 
18975351701645 1379241883655096729 0.49742812 -0.23768535 -0.45571366 
18975414359970 1379241883718298633 0.49750382 -0.23872851 -0.4559544 
18975479063159 1379241883782263477 0.4969643 -0.23890166 -0.45674506 
18975543827389 1379241883845434864 0.4971099 -0.2393569 -0.45693386 
18975610575443 1379241883909399708 0.49727002 -0.23997164 -0.4571778 
18975668075825 1379241883972571094 0.4969891 -0.23993042 -0.45765832 
18975736746662 1379241884036535938 0.4970734 -0.24013846 -0.4577904 
18975797390643 1379241884099707325 0.4970167 -0.240556 -0.4580831 
18975859255437 1379241884163672169 0.49663255 -0.24016528 -0.4589287 
18975920448783 1379241884226813038 0.4972104 -0.24019046 -0.45901644 
18975988722856 1379241884290777882 0.4979011 -0.24092199 -0.4590149 
18976071402546 1379241884353979786 0.49764532 -0.2409652 -0.45979258 
18976113123895 1379241884417914112 0.49772352 -0.24108794 -0.46018606 
18976175660137 1379241884481297396 0.49789512 -0.24160989 -0.46035916 
18976240973734 1379241884545262239 0.49743825 -0.2415714 -0.46113545 
18976305127556 1379241884608464144 0.49716714 -0.24158436 -0.46168724 
18976370135951 1379241884672428988 0.49748376 -0.24206178 -0.46163738 
18976433954048 1379241884735569857 0.49733654 -0.24224193 -0.46210968 
18976493499295 1379241884799534700 0.4972227 -0.24228212 -0.46261442 
18976621135493 1379241884919285677 0.49719095 -0.24187249 -0.46330035 
18976684739948 1379241884982853792 0.49732548 -0.24187525 -0.46349573 
18976749931463 1379241885046421907 0.4973105 -0.24214144 -0.46357685 
18976813261236 1379241885109959505 0.4969037 -0.24170958 -0.4640358 
18976877201415 1379241885172093294 0.49687853 -0.24174756 -0.46423283 
18976940409108 1379241885237126253 0.4971053 -0.24217573 -0.46422842 
18977045155025 1379241885300647187 0.49668217 -0.24231708 -0.4647257 
18977068716752 1379241885364215302 0.49661312 -0.24247795 -0.4648523 
18977129452293 1379241885427813935 0.49706608 -0.24279073 -0.4645233 
18977192904147 1379241885491382050 0.4963332 -0.2428284 -0.4652322 
18977257149532 1379241885554767060 0.49539578 -0.24260603 -0.46647644 
18977446894686 1379241885745654511 0.49366575 -0.24321036 -0.46851286 
18977512391404 1379241885809222626 0.49372154 -0.2438623 -0.46855882 
18977621257573 1379241885872790741 0.4939783 -0.24412777 -0.46848294 
18977638257420 1379241885936358857 0.49374443 -0.24371994 -0.46869493 
18977699817012 1379241885999896454 0.49391928 -0.24450077 -0.46875942 
18977763818233 1379241886063495087 0.49477917 -0.24663723 -0.46812382 
18977838623665 1379241886127063202 0.49517852 -0.24765912 -0.46792006 
18977911292672 1379241886190844941 0.49549717 -0.24772045 -0.46791452 
18977969128778 1379241886254474091 0.49594223 -0.24822412 -0.4677099 
18978034594975 1379241886318103241 0.4957915 -0.24863674 -0.4677784 
18978162994183 1379241886380816865 0.49546465 -0.24872886 -0.46804482 
18978172302897 1379241886445117402 0.4956393 -0.24922465 -0.46802565 
18978223363479 1379241886508441376 0.4959246 -0.24973585 -0.46773356 
18978272409718 1379241886572040009 0.49498177 -0.24968588 -0.46853986 
18978335770010 1379241886635638642 0.4950757 -0.24970898 -0.46897954 
18978399557588 1379241886699267792 0.49582532 -0.25029117 -0.46830994 
18978479704087 1379241886762744355 0.49523458 -0.250018 -0.46899343 
18978537418110 1379241886826312470 0.4950591 -0.25003746 -0.46923104 
18978605966867 1379241886889880585 0.4956202 -0.25038692 -0.46889046 
18978662399034 1379241886953686849 0.49551696 -0.25035957 -0.46903095 
