#SysTm EventTmStmp Grav:x Grav:y Grav:z
18974962658459 1379241883082586964 -1.1891924 8.9336815 3.8659465 
18974974317241 1379241883146582325 -1.1842084 8.939924 3.853024 
18974979810908 1379241883273718555 -1.197519 8.926282 3.8804426 
18975057363174 1379241883336889942 -1.199874 8.9279585 3.8758545 
18975095940924 1379241883400854786 -1.1979786 8.930509 3.8705628 
18975158721331 1379241883464026173 -1.196575 8.932982 3.865286 
18975278818997 1379241883527991016 -1.1953827 8.932033 3.8678482 
18975289592688 1379241883591101368 -1.1976912 8.93158 3.8681784 
18975349748341 1379241883655096729 -1.1881267 8.942601 3.845598 
18975411918340 1379241883718298633 -1.179507 8.94856 3.834374 
18975476194244 1379241883782263477 -1.1809165 8.944555 3.8432746 
18975540897433 1379241883845434864 -1.1796271 8.947776 3.8361661 
18975604746052 1379241883909399708 -1.1773129 8.951893 3.8272638 
18975665328991 1379241883972571094 -1.1805158 8.948959 3.8331294 
18975731954963 1379241884036535938 -1.1807452 8.950472 3.8295271 
18975794765891 1379241884099707325 -1.1787783 8.9519415 3.826696 
18975856752766 1379241884163672169 -1.189598 8.945726 3.837867 
18975918587041 1379241884226813038 -1.1975672 8.949589 3.8263655 
18975985121453 1379241884290777882 -1.1973099 8.958311 3.8059819 
18976068991437 1379241884353979786 -1.2036426 8.955512 3.810568 
18976111384233 1379241884417914112 -1.2082143 8.956039 3.8078809 
18976173737353 1379241884481297396 -1.20633 8.959815 3.7995892 
18976237830135 1379241884545262239 -1.2111287 8.955224 3.8088725 
18976302472284 1379241884608464144 -1.2147204 8.9525385 3.814038 
18976366717668 1379241884672428988 -1.2123151 8.957418 3.8033333 
18976431939704 1379241884735569857 -1.2144313 8.956638 3.8044941 
18976491942756 1379241884799534700 -1.2190543 8.955229 3.8063328 
18976618693863 1379241884919285677 -1.2324091 8.951482 3.8108418 
18976682084675 1379241884982853792 -1.2365834 8.952035 3.8081915 
18976747245671 1379241885046421907 -1.2342725 8.953304 3.805957 
18976810819606 1379241885109959505 -1.240267 8.947351 3.8179884 
18976874515623 1379241885172093294 -1.242046 8.947049 3.818118 
18976937692795 1379241885237126253 -1.239725 8.950987 3.8096335 
18977043201721 1379241885300647187 -1.2391764 8.948121 3.8165376 
18977064169217 1379241885364215302 -1.2380339 8.948358 3.816353 
18977127651592 1379241885427813935 -1.2357316 8.953701 3.8045483 
18977190889802 1379241885491382050 -1.2352711 8.947838 3.8184688 
18977255013106 1379241885554767060 -1.2422411 8.938159 3.8388195 
18977444575138 1379241885745654511 -1.239613 8.926533 3.8666217 
18977509430928 1379241885809222626 -1.2331725 8.930587 3.8593135 
18977612254063 1379241885872790741 -1.2322814 8.933952 3.8517988 
18977636792442 1379241885936358857 -1.2369089 8.929672 3.8602316 
18977698290993 1379241885999896454 -1.2306957 8.93522 3.8493674 
18977762231173 1379241886063495087 -1.2080797 8.954258 3.8121126 
18977831634500 1379241886127063202 -1.1984515 8.963048 3.7944517 
18977899359206 1379241886190844941 -1.2016962 8.965484 3.7876642 
18977958446646 1379241886254474091 -1.1987544 8.971592 3.7741103 
18978024797936 1379241886318103241 -1.192892 8.972832 3.7730215 
18978161132441 1379241886380816865 -1.1911362 8.970768 3.7784774 
18978170166471 1379241886445117402 -1.1872892 8.974743 3.7702403 
18978221806940 1379241886508441376 -1.1811129 8.979983 3.7596896 
18978270853179 1379241886572040009 -1.1802379 8.9721985 3.7785027 
18978334030349 1379241886635638642 -1.1868986 8.972182 3.776452 
18978398001049 1379241886699267792 -1.1808835 8.981484 3.7561746 
18978469113518 1379241886762744355 -1.185487 8.974941 3.770338 
18978528872406 1379241886826312470 -1.1861281 8.973504 3.7735548 
18978599435507 1379241886889880585 -1.1847409 8.9797 3.7592223 
18978657668377 1379241886953686849 -1.1855817 8.978637 3.7614987 
18978717274664 1379241887017254965 -1.187881 8.977271 3.7640302 
18978779658307 1379241887080792562 -1.1877261 8.981071 3.755002 
18978874363021 1379241887144360678 -1.1879474 8.979669 3.758288 
18978907538666 1379241887206647055 -1.1876379 8.979546 3.75868 
18978971570406 1379241887271496908 -1.1861877 8.984583 3.7470822 
18979035602148 1379241887335095541 -1.1859024 8.985817 3.7442114 
18979101800836 1379241887398633139 -1.1892433 8.981106 3.75444 
18979161742847 1379241887462231771 -1.1820935 8.986593 3.7435515 
18979230352644 1379241887525982992 -1.181861 8.982623 3.7531419 
18979300457940 1379241887589551107 -1.1854085 8.980272 3.7576475 
18979357775199 1379241887653149740 -1.1813446 8.9882765 3.739747 
18979422661510 1379241887716701123 -1.1769757 8.9882145 3.7412734 
18979482969767 1379241887780025098 -1.1796728 8.983342 3.75211 
18979542270849 1379241887843623731 -1.1787082 8.990403 3.735464 
18979605844784 1379241887907191846 -1.1769634 8.990891 3.7348375 
18979675217591 1379241887970759961 -1.1751211 8.989925 3.737744 
18979738425282 1379241888032405469 -1.172802 8.990389 3.7373562 
18979801327772 1379241888098140332 -1.1794804 8.991518 3.732535 
18979861391864 1379241888161464307 -1.1790059 8.991197 3.7334588 
