#SysTm EventTmStmp Rot:x Rot:y Rot:z
41930243165620 41929755152000 0.020811912 0.14790551 0.98610777 
41930254404870 41929821785000 0.021099312 0.14759013 0.98616934 
41930264386036 41929888483000 0.019087773 0.14700341 0.98633057 
41930276359245 41929955286000 0.022276431 0.14958797 0.98587 
41930285604954 41930021836000 0.021024894 0.15031333 0.9857681 
41930301131412 41930088497000 0.021963324 0.1519134 0.9855554 
41930337797370 41930155900000 0.021862367 0.15047427 0.9857107 
41930385987162 41930222011000 0.023767594 0.15381268 0.9851457 
41930432123203 41930288566000 0.023192495 0.1514138 0.98565316 
41930444135161 41930355191000 0.022364788 0.15044792 0.9859015 
41930481739495 41930421821000 0.022692366 0.1519362 0.98570967 
41930497709412 41930490582000 0.020788668 0.14972182 0.98616266 
41930563839912 41930555729000 0.021092078 0.15089981 0.98612756 
41930628016037 41930621816000 0.021005657 0.15078583 0.9861662 
41930696443704 41930688454000 0.021642262 0.14997886 0.98629457 
41930760140495 41930755183000 0.021418093 0.1504177 0.98622674 
41930826386287 41930821802000 0.02343703 0.15012825 0.9862478 
41930895800662 41930888514000 0.024206292 0.14969178 0.98637426 
41930960915662 41930955217000 0.022695651 0.14824088 0.9867281 
41931027754953 41931021829000 0.023715377 0.14890918 0.98675907 
41931095608537 41931088500000 0.021923097 0.14523236 0.987535 
41931164511453 41931155186000 0.019936401 0.14548236 0.98778313 
41931232886037 41931221808000 0.021635115 0.14397666 0.9881385 
41931297041204 41931288488000 0.017686695 0.1402167 0.9888966 
41931359820245 41931355141000 0.019190108 0.14365548 0.9885095 
41931426390995 41931421823000 0.017330967 0.14073099 0.9891243 
41931493581912 41931488532000 0.01757462 0.13969089 0.9893282 
41931560505620 41931555183000 0.016401099 0.13888548 0.98955894 
41931628168787 41931621803000 0.01892559 0.14007047 0.9893873 
41931693445120 41931688515000 0.014786308 0.13883011 0.98968446 
41931762358370 41931755165000 0.01651622 0.13977247 0.9895834 
41931827532287 41931821845000 0.016662681 0.13977207 0.9895741 
41931893184329 41931888508000 0.032504335 0.13830392 0.98945487 
41931969270454 41931956353000 0.012324236 0.13477403 0.9904681 
41932027179787 41932021789000 0.040308777 0.15767913 0.9862634 
41932093213662 41932088495000 0.029422136 0.13603769 0.9899082 
41932160095287 41932155184000 0.033999536 0.15126075 0.98746586 
41932232396579 41932221808000 0.038854815 0.14484036 0.98810655 
41932293729746 41932288503000 0.038140163 0.14514878 0.9880495 
41932361159663 41932355186000 0.036201697 0.14401074 0.98827887 
41932426985538 41932421873000 0.03894394 0.14240563 0.9882081 
41932493998662 41932488498000 0.033369537 0.14232753 0.98843455 
