#SysTm EventTmStmp Light
289847199737538 1378836331064254510 34.0 
289847551942636 1378836331445875087 35.0 
289847922978802 1378836331827344814 34.0 
289848105978954 1378836331954542079 35.0 
289848431509245 1378836332335843298 34.0 
289849830196870 1378836333734402868 35.0 
289850360732503 1378836334243587398 34.0 
289850593053577 1378836334497402095 35.0 
289850918278664 1378836334751719753 34.0 
289852754781029 1378836336659097676 35.0 
289852884278969 1378836336788766866 34.0 
289853010419668 1378836336914865499 35.0 
289853519499479 1378836337423881944 34.0 
289853646586308 1378836337550993802 35.0 
289853784141629 1378836337678465726 34.0 
289854696059833 1378836338566205290 35.0 
289854788780723 1378836338693311003 34.0 
289854915928596 1378836338820447234 35.0 
289855056169707 1378836338948010710 34.0 
289855424520080 1378836339328992156 35.0 
289855679975597 1378836339583539275 34.0 
289855933416768 1378836339837720183 35.0 
289856587224184 1378836340473400055 34.0 
289856696090353 1378836340600536286 35.0 
289857840909519 1378836341745021099 34.0 
289857967569065 1378836341871974224 35.0 
