2  3,1,2,1,444,-9.859540,0.362323,0.955398
2  4,1,2,1,428,-9.907999,0.363998,0.769704
2  5,1,1,1,407,-10.115786,0.366853,0.953053
2  7,1,3,2,394,-10.029289,0.364963,0.894213
3  5,1,3,1,36,-1.207922,0.074340,0.823129
3  5,2,3,2,88,-6.032810,0.263332,0.202295
3  5,3,3,3,41,-12.048572,0.404941,0.945344
3  5,4,3,4,53,-8.942733,0.312067,0.365099
3  5,5,4,1,335,-10.098008,0.374027,0.385315
3  7,1,3,1,392,-10.114260,0.370031,0.881553
5  8,1,1,1,430,-10.141183,0.372204,0.779585
7  8,1,1,1,358,-10.022595,0.369914,0.546436
1  2  3,1,1,1,21,-2.616526,0.142090,0.085297
1  2  3,2,1,2,317,-10.020578,0.368638,0.411044
1  2  3,3,5,1,46,-0.619995,0.045582,0.003957
1  2  3,4,5,2,50,-11.931403,0.415714,0.073859
1  2  3,5,5,3,158,-6.427160,0.264249,0.762324
1  2  4,1,1,2,379,-10.093652,0.372745,0.404996
1  2  4,2,3,1,56,-7.918210,0.277569,0.312511
1  2  4,3,3,2,60,-0.639550,0.046650,0.006891
1  2  4,4,3,3,12,-11.577416,0.431714,0.000782
1  2  4,5,3,4,134,-5.980935,0.260923,0.221824
1  2  5,1,2,2,391,-10.027202,0.369625,0.535190
1  3  5,1,2,2,431,-10.166199,0.372781,0.794415
1  4  5,1,3,2,394,-10.004388,0.368558,0.558720
1  5  8,1,1,2,338,-10.124995,0.375080,0.320147
1  7  8,1,1,2,361,-10.018775,0.369808,0.577086
2  3  4,1,1,1,385,-10.064944,0.371210,0.427020
2  3  4,2,3,2,85,-0.873340,0.056783,0.667969
2  3  4,3,3,3,52,-11.901127,0.417111,0.076517
2  3  5,1,2,1,32,-11.774803,0.422550,0.114683
2  3  5,2,2,2,30,-0.604241,0.044722,0.011980
2  3  5,3,2,3,126,-6.483202,0.266845,0.852624
2  3  5,4,3,2,369,-10.077205,0.372119,0.365130
2  3  8,1,2,1,446,-9.846507,0.361881,0.988870
2  4  5,1,2,2,394,-10.004265,0.368564,0.558346
2  4  7,1,1,2,386,-9.955490,0.366467,0.610370
2  4  8,1,3,2,161,-6.158601,0.261776,0.417873
2  4  8,2,3,3,31,-0.570319,0.042870,0.001796
2  4  8,3,3,4,30,-0.714616,0.050750,0.001682
2  4  8,4,4,1,378,-10.089866,0.372582,0.400624
3  4  5,1,2,2,394,-9.987239,0.367780,0.562988
3  5  8,1,1,1,39,-0.972248,0.062732,0.610045
3  5  8,2,1,3,108,-6.468477,0.266574,0.909656
3  5  8,3,3,1,356,-10.191456,0.376128,0.455951
3  7  8,1,3,2,386,-10.101084,0.370369,0.842059
4  5  8,1,4,1,395,-9.999719,0.368331,0.565918
