#SysTm EventTmStmp Rot:x Rot:y Rot:z
289986771597738 1378836470445206648 0.0012848529 3.0397213E-4 -0.6954345 
289986812617119 1378836470699448591 0.0013340419 3.3874504E-4 -0.6954243 
289986903171064 1378836470762619978 0.0013883669 2.448928E-4 -0.6953081 
289986947395084 1378836470826615339 0.0013739284 2.7798055E-4 -0.69534546 
289986991435982 1378836470889756208 0.0013248735 2.3960519E-4 -0.6953527 
289987056627496 1378836470954140056 0.0013071089 2.595515E-4 -0.6953822 
289987119835188 1378836471017311443 0.0012517412 2.8562374E-4 -0.6954454 
289987245182356 1378836471081245769 0.0013169624 1.3637949E-4 -0.6952768 
289987253819621 1378836471144417156 0.00129449 1.3729201E-4 -0.6952948 
289987311075840 1378836471208382000 0.0013122383 1.8646345E-4 -0.6953202 
289987376969324 1378836471271583904 0.001333543 1.8124358E-4 -0.6952997 
289987437674345 1378836471335518230 0.0013348629 1.314621E-4 -0.69525915 
289987502224933 1378836471398689617 0.0013065931 1.4729053E-4 -0.6952934 
289987565798868 1378836471462684978 0.0012107871 1.889128E-4 -0.6954001 
289987627327939 1378836471525856365 0.0011859022 1.7963207E-4 -0.69541186 
289987690718752 1378836471589790691 0.0011368854 1.620956E-4 -0.6954356 
289987760518844 1378836471652962078 0.0011396662 1.9456472E-4 -0.69545925 
289987818507551 1378836471716896404 0.0011405833 2.0394371E-4 -0.695466 
289987881562641 1378836471780128826 0.0011240507 1.9417731E-4 -0.6954709 
289987943610557 1378836471844063152 0.0011304497 2.0369267E-4 -0.69547355 
289988008222185 1378836471907234539 0.0011473873 1.7492562E-4 -0.6954377 
289988071338316 1378836471971229900 0.0011718471 1.8048244E-4 -0.69542336 
289988133996640 1378836472034401287 0.0011536818 6.5617576E-5 -0.6953461 
289988198943993 1378836472098335613 0.0011576924 1.1095651E-4 -0.695379 
289988262578969 1378836472161507000 0.0011124356 1.1937492E-4 -0.6954205 
289988368087897 1378836472225471844 0.0010723069 8.2038016E-5 -0.6954217 
289988390642452 1378836472288673748 0.001053849 9.378295E-5 -0.6954452 
289988453514418 1378836472352608074 0.0010758744 3.5023182E-5 -0.6953816 
289988520781319 1378836472415809978 0.0011065585 7.2170114E-5 -0.69538754 
289988581730501 1378836472479774822 0.0011507069 8.6053784E-5 -0.6953646 
289988646403172 1378836472542946209 0.001094726 6.717601E-5 -0.69539267 
289988713547990 1378836472606911053 0.0011911334 1.4708568E-4 -0.695382 
289988770193802 1378836472670264725 0.0011920994 1.3020293E-4 -0.6953679 
289988836667172 1378836472734229568 0.0012431105 1.6707531E-4 -0.6953579 
289988928045168 1378836472797400955 0.0012658917 2.1301373E-4 -0.6953769 
289988961434455 1378836472861396316 0.0012816434 1.4925082E-4 -0.69531417 
289989026198684 1378836472924567703 0.0012801698 6.673887E-5 -0.6952498 
289989088277122 1378836472988532547 0.0013135484 1.7989516E-4 -0.695314 
289989151362732 1378836473051703934 0.001197853 1.3639919E-4 -0.69536835 
289989216981532 1378836473115668777 0.0012281708 2.8503654E-4 -0.69546306 
289989279365173 1378836473178840164 0.0011305077 2.834977E-4 -0.69553685 
289989343427435 1378836473242805008 0.0011519904 4.0044048E-4 -0.6956131 
289989412372956 1378836473305945877 0.0011512816 3.5709434E-4 -0.6955793 
289989523619714 1378836473369941238 0.0011228409 4.3871737E-4 -0.69566584 
289989538605217 1378836473433096213 0.0011215735 4.0923967E-4 -0.6956434 
289989597509535 1378836473497030539 9.813714E-4 3.7593843E-4 -0.6957248 
289989661175032 1378836473560232444 0.0010231293 3.5508478E-4 -0.69567615 
289989724840528 1378836473624197287 0.001025405 4.2754642E-4 -0.6957319 
289989789635278 1378836473687338156 0.0010912707 4.0358055E-4 -0.69566226 
289989869598655 1378836473751608176 0.0010508102 3.4305992E-4 -0.69564533 
289989934088201 1378836473814688010 0.0010987868 3.3036259E-4 -0.6955984 
289990001110939 1378836473878622336 0.0011491199 2.5385455E-4 -0.69549906 
289990081654201 1378836473941793723 0.0011694458 2.233201E-4 -0.6954592 
289990166622917 1378836474005605979 0.0011222281 2.3786786E-4 -0.695507 
289990174375092 1378836474068777365 0.0011786306 2.526074E-4 -0.6954754 
289990233676177 1378836474132711692 0.0011478055 1.6322885E-4 -0.69542813 
289990296578663 1378836474195913596 0.0012497115 2.080388E-4 -0.6953854 
289990360457803 1378836474259878440 0.0012614377 1.6631202E-4 -0.69534326 
289990423879136 1378836474323049826 0.0012842092 1.9269553E-4 -0.6953467 
289990492549975 1378836474387014670 0.0013393508 1.9718424E-4 -0.6953079 
289990560549363 1378836474450155539 0.0012504264 1.5304753E-4 -0.69534117 
289990622994045 1378836474514150901 0.0012573976 1.3043915E-4 -0.69531786 
289990687697235 1378836474577322287 0.0012674123 1.6827592E-4 -0.6953402 
