#SysTm EventTmStmp Grav:x Grav:y Grav:z
121905814609629 1379356169459991509 -0.66870904 2.8856885 9.348584 
121905827702869 1379356169523284966 -0.66461617 2.8493164 9.360024 
121905833349139 1379356169714355523 -0.5579214 2.8514278 9.366348 
121905903576515 1379356169777496392 -0.5420798 2.8577545 9.36535 
121905948868747 1379356169841461236 -0.52728456 2.8504283 9.368426 
121906015220036 1379356169904663140 -0.500707 2.8369586 9.373972 
121906075131527 1379356169968597466 -0.46791968 2.8145175 9.382426 
121906138186617 1379356170032011701 -0.46812204 2.8045003 9.385416 
121906203317092 1379356170095946027 -0.46913615 2.8124795 9.382977 
121906281388204 1379356170159178449 -0.46249774 2.837029 9.375913 
121906374780543 1379356170223051740 -0.40555665 2.8773375 9.366261 
121906391047902 1379356170286192609 -0.3234136 2.8876183 9.366293 
121906455232246 1379356170350187970 -0.30521894 2.9069173 9.360932 
121906517524325 1379356170413359357 -0.31069914 2.9757242 9.3391075 
121906581464505 1379356170477324201 -0.39181998 3.0084076 9.325575 
121906647663192 1379356170540495587 -0.527996 2.991716 9.324228 
121906709955272 1379356170604490949 -0.6149893 2.9837718 9.321442 
121906775177309 1379356170667662335 -0.6309336 2.9794886 9.321747 
121906838598642 1379356170731627179 -0.5469401 2.9732125 9.329054 
121906904522646 1379356170794890119 -0.40992254 2.988255 9.331275 
121906968340744 1379356170858869603 -0.27345207 3.0111387 9.328916 
121907026939859 1379356170922040990 -0.17198917 3.036599 9.323083 
121907091337846 1379356170986005833 -0.13643488 3.0501587 9.319243 
121907154240333 1379356171049177220 -0.14767599 3.0651357 9.3141575 
121907220561102 1379356171113172581 -0.15383254 3.0737631 9.3112135 
121907282792140 1379356171176343968 -0.13349223 3.0522966 9.318586 
121907346182955 1379356171240308812 -0.115908645 3.020433 9.329198 
121907409817930 1379356171303490413 -0.10023593 3.0194864 9.329686 
121907475589333 1379356171367455256 -0.09236566 3.0369647 9.324093 
121907542001663 1379356171430596126 -0.090418555 3.0390472 9.323433 
121907598800075 1379356171494530452 -0.09679357 3.0231245 9.328545 
121907662709736 1379356171557732356 -0.11015059 3.0024884 9.335058 
121907726405753 1379356171621697200 -0.096302144 2.964031 9.347493 
121907797487700 1379356171684868586 -0.07856458 2.9337838 9.357197 
121907855323806 1379356171748863948 -0.046164643 2.9562836 9.350328 
121907918409415 1379356171812035335 -0.015454422 3.0137026 9.332082 
121907982685320 1379356171876000178 -0.01056677 3.0979178 9.304471 
121908046656020 1379356171939141047 0.027061343 3.1718855 9.279483 
121908168188143 1379356172003136409 0.06212981 3.2108264 9.265912 
121908176092919 1379356172066277278 0.08244042 3.2488432 9.252492 
121908237255746 1379356172130348336 0.112933554 3.2703485 9.244591 
121908299791988 1379356172193519723 0.20545548 3.284786 9.237876 
121908362877598 1379356172257454049 0.35196885 3.2800105 9.235152 
121908426634655 1379356172320625436 0.4741105 3.2610593 9.236401 
121908489964428 1379356172384620797 0.5341529 3.223733 9.246222 
121908554576057 1379356172447792184 0.53158903 3.1835027 9.260298 
121908618058431 1379356172511757028 0.413242 3.1320057 9.283866 
121908719447108 1379356172575019967 0.251799 3.0666785 9.311416 
121908743039355 1379356172638862741 0.11569678 3.0166602 9.330421 
121908806613291 1379356172702034127 -0.1058656 3.0467017 9.320772 
121908870767115 1379356172765998971 -0.26880246 3.1874354 9.270296 
121908934157927 1379356172829170358 -0.3256745 3.3689857 9.204035 
121908997976026 1379356172893135201 -0.34531546 3.5975323 9.116408 
121909062892858 1379356172956337106 -0.31256956 3.775727 9.045252 
121909127626567 1379356173020301950 -0.3235121 3.8856702 8.998183 
121909189491363 1379356173083473336 -0.3049185 3.9962974 8.950253 
121909255567968 1379356173147560250 -0.26800823 4.0767546 8.915079 
121909351096735 1379356173210579049 -0.18756297 4.119394 8.897517 
121909378992355 1379356173274604928 -0.0630761 4.1191907 8.8993635 
121909442596810 1379356173337745797 0.006112416 4.0596986 8.926881 
121909507483121 1379356173401710641 0.06105092 3.9703345 8.966778 
121909571301220 1379356173464882028 0.10197266 3.871927 9.009337 
121909636614817 1379356173528846871 0.09105711 3.7458532 9.062598 
121909698479613 1379356173592018258 0.10125062 3.6485407 9.102103 
121909762450313 1379356173655983102 0.14724827 3.5825877 9.127638 
121909825535922 1379356173719154489 0.1772191 3.5320423 9.146784 
121909934188447 1379356173783392762 0.18098198 3.498765 9.159492 
121909953416283 1379356173846442078 0.17665623 3.4731333 9.169326 
121910015220037 1379356173910376404 0.17081016 3.4459367 9.179691 
121910078061483 1379356173973517273 0.15832995 3.3948815 9.198918 
121910142062703 1379356174037512635 0.1180972 3.296909 9.235087 
121910208536076 1379356174100684021 0.09379748 3.1882808 9.273427 
121910271591165 1379356174164679383 0.089612044 3.1015098 9.302849 
121910333547520 1379356174227850769 0.08733011 3.021622 9.329124 
121910397762382 1379356174291815613 0.14424366 2.9798336 9.34185 
121910513434595 1379356174355078553 0.2340496 2.962254 9.345623 
121910523964123 1379356174418890809 0.3264743 2.9347296 9.351533 
121910587293895 1379356174482153748 0.45613724 2.9216163 9.350213 
121910652851655 1379356174546088074 0.6391848 2.907806 9.343794 
121910723506317 1379356174609518270 0.83270794 2.912057 9.327213 
121910785554233 1379356174673605184 0.9946582 2.9118197 9.31141 
121910849158690 1379356174736685018 1.1450549 2.8679502 9.307744 
121910911847534 1379356174800802450 1.2763197 2.823086 9.304385 
121910977832581 1379356174863821249 1.469496 2.8430574 9.269735 
121911046381336 1379356174928060751 1.6317949 2.8491313 9.240676 
121911160344407 1379356174990957479 1.7088448 2.7981818 9.242316 
121911174261696 1379356175054708700 1.7883382 2.741019 9.244407 
121911224925514 1379356175117849569 1.8929569 2.712897 9.231863 
121911286515626 1379356175181814413 1.9892784 2.685943 9.219483 
121911352225987 1379356175244985800 2.0358052 2.6437604 9.221519 
121911421812437 1379356175309286337 2.0868661 2.589249 9.225572 
121911488896215 1379356175372366171 2.1640396 2.523025 9.22614 
121911548471982 1379356175436422567 2.2601051 2.446829 9.223629 
121911617966870 1379356175499319296 2.37858 2.365976 9.214929 
121911674185395 1379356175563253622 2.495736 2.2966306 9.201477 
121911740994490 1379356175626608114 2.5918484 2.245646 9.18748 
121911832952372 1379356175690847616 2.6705804 2.2086735 9.173883 
121911858864168 1379356175753561239 2.7488768 2.191958 9.154747 
121911921827697 1379356175817495565 2.8327363 2.204207 9.126196 
121911985584754 1379356175880666952 2.8930259 2.2453701 9.097202 
121912052241248 1379356175944662313 2.9398193 2.312772 9.06526 
121912122651746 1379356176008047323 2.9821603 2.365386 9.037812 
121912185126950 1379356176072134237 3.008838 2.379634 9.025222 
121912248456722 1379356176135244589 3.0264096 2.388948 9.016882 
121912313312512 1379356176199239950 3.031778 2.4144433 9.008284 
121912381983350 1379356176262466276 2.9726393 2.4189653 9.026761 
121912488865694 1379356176326309049 2.8897035 2.4260707 9.05175 
121912496770471 1379356176389358366 2.8790095 2.4703016 9.043191 
121912557597573 1379356176453323210 2.9148922 2.473038 9.03094 
121912625474881 1379356176516525114 2.9479277 2.4244978 9.033378 
