#SysTm EventTmStmp Grav:x Grav:y Grav:z
137860989438319 1378566725445138356 -0.9565071 -1.4068763 9.65796 
137860998594431 1378566725508309742 -0.85639745 -1.3844928 9.670582 
137861020599619 1378566725635507008 -0.72359586 -1.3449271 9.687 
137861092566658 1378566725699441334 -0.6317406 -1.3244514 9.696242 
137861147289685 1378566725762643239 -0.52480936 -1.262625 9.710856 
137861230335618 1378566725826577565 -0.39847064 -1.1836841 9.726793 
137861273033618 1378566725889748951 -0.05666507 -1.0759026 9.747288 
137861335875065 1378566725953713795 0.62811846 -0.8920845 9.74577 
137861399204839 1378566726016885182 1.6645106 -0.64761704 9.642633 
137861463694385 1378566726080819508 3.1858685 -0.18681222 9.272849 
137861527756647 1378566726144202807 4.338709 0.69328135 8.767289 
137861590048726 1378566726208137134 4.415953 1.9348592 8.539676 
137861655484405 1378566726271308520 3.9992366 3.1176484 8.393852 
137861717532322 1378566726335303882 3.3914886 4.2696915 8.150947 
137861815685839 1378566726398475268 2.34577 5.025523 8.08776 
137861844283428 1378566726462409594 1.4689571 5.1844497 8.193536 
137861907491119 1378566726525580981 1.2288585 5.3181944 8.147214 
137861972499513 1378566726589576342 1.0320255 5.4101906 8.113887 
137862036683855 1378566726652747729 0.7644452 5.331007 8.19551 
137862099220098 1378566726716682055 0.5332192 5.472808 8.120003 
137862163160278 1378566726779914477 0.44305867 5.8027377 7.8931813 
137862226398489 1378566726843848803 0.07928587 6.0379753 7.7270274 
137862289819824 1378566726907020190 -0.6001822 6.1007423 7.654483 
137862419775569 1378566726970999713 -1.1234711 6.0831375 7.609444 
137862425269236 1378566727034140582 -1.2605021 6.0048623 7.6500425 
137862479595499 1378566727098105426 -1.2183812 5.9732614 7.6815414 
137862544512331 1378566727161307330 -1.158789 6.012885 7.6598177 
137862607140135 1378566727225241656 -1.2285979 6.11552 7.567123 
137862670683551 1378566727288413043 -1.3535992 6.2245 7.4561214 
137862734226965 1378566727352408404 -1.4045022 6.2805614 7.39948 
137862797709340 1378566727415579791 -1.3693019 6.365909 7.3328443 
137862863846988 1378566727479544635 -1.3037432 6.496191 7.2298098 
137862926535832 1378566727542716021 -1.225904 6.6020026 7.1471047 
137863016357287 1378566727606680865 -1.1902376 6.656914 7.102057 
137863051760919 1378566727669821734 -1.1826751 6.7042756 7.0586367 
137863116219945 1378566727733786578 -1.2125682 6.7432528 7.01631 
137863179122434 1378566727796988482 -1.2561333 6.7829285 6.970251 
137863243337297 1378566727860953326 -1.2600472 6.8387413 6.9147873 
137863308711934 1378566727924094195 -1.2575017 6.8506947 6.9034095 
137863370576728 1378566727988059039 -1.252992 6.8538547 6.9010925 
137863435340958 1378566728051260943 -1.2352862 6.874218 6.884009 
137863500471434 1378566728115225787 -1.2121234 6.8853254 6.8770227 
137863562732993 1378566728178366656 -1.2428958 6.877396 6.8794637 
137863625299756 1378566728242331500 -1.3233895 6.8794007 6.8624253 
137863688141202 1378566728305533404 -1.3797765 6.910233 6.8202114 
137863755316542 1378566728369467730 -1.4041959 6.9257154 6.7994914 
137863821881475 1378566728432669635 -1.433784 6.9244413 6.7946124 
137863889178895 1378566728496664996 -1.469309 6.9234457 6.7880354 
137863948052694 1378566728559988971 -1.502375 6.9178433 6.786509 
137864014098780 1378566728624252917 -1.5320932 6.91445 6.783322 
137864079870181 1378566728687210681 -1.5553085 6.9193015 6.773084 
137864173445644 1378566728751083972 -1.5690982 6.9211273 6.7680364 
137864196030719 1378566728814285876 -1.5745304 6.9049177 6.783314 
137864259879338 1378566728878250720 -1.5711944 6.9020886 6.786966 
137864324826691 1378566728941391589 -1.5695661 6.899018 6.7904644 
137864392246193 1378566729005386950 -1.5824684 6.9009404 6.785514 
137864462565131 1378566729068558337 -1.5790775 6.880778 6.806747 
137864531052846 1378566729132736804 -1.5718765 6.8739653 6.815291 
137864588125942 1378566729195908191 -1.5664209 6.879733 6.810725 
137864653164857 1378566729259873034 -1.5670843 6.8673453 6.823064 
137864717654403 1378566729323013904 -1.5690484 6.864727 6.825247 
137864836165008 1378566729386795642 -1.5715646 6.856276 6.833159 
137864842238562 1378566729449980846 -1.5700493 6.8530717 6.8367205 
137864896381703 1378566729513884654 -1.5753014 6.8521113 6.8364744 
137864959253671 1378566729577117076 -1.5683548 6.859335 6.830826 
137865025116634 1378566729641051402 -1.5647452 6.8616953 6.8292828 
137865099189578 1378566729704253306 -1.570608 6.865489 6.824122 
137865149792354 1378566729766448131 -1.5804352 6.864607 6.8227406 
137865218554753 1378566729831389537 -1.589405 6.850192 6.835133 
137865288965254 1378566729895598521 -1.59089 6.829252 6.8557105 
137865356110072 1378566729958617320 -1.5945066 6.8266373 6.8574753 
137865457285107 1378566730022490611 -1.6005689 6.811026 6.871571 
137865467845156 1378566730085661998 -1.603644 6.804955 6.8768663 
137865534043842 1378566730149596324 -1.6074414 6.80216 6.878746 
137865595359271 1378566730212798228 -1.6107682 6.79615 6.8839054 
137865661802121 1378566730276702037 -1.6063982 6.787009 6.893938 
137865724185762 1378566730339934459 -1.6096443 6.7833896 6.896743 
137865787790220 1378566730403868785 -1.6165715 6.7805057 6.897958 
137865862717733 1378566730467070689 -1.6288387 6.786335 6.8893347 
137865915365374 1378566730531035533 -1.6351699 6.7722015 6.901731 
137865994779383 1378566730594206920 -1.645041 6.776981 6.8946905 
137866054324631 1378566730658141246 -1.6534047 6.7808824 6.888851 
137866104194920 1378566730721343150 -1.6595012 6.7685275 6.899527 
137866166883764 1378566730785307994 -1.6704656 6.752857 6.9122243 
137866233479215 1378566730848448863 -1.6773906 6.7567406 6.9067507 
137866297144712 1378566730912444224 -1.6814613 6.7577558 6.904767 
137866363587564 1378566730974578013 -1.6879869 6.755433 6.9054484 
137866431495393 1378566731039824596 -1.6964362 6.7526207 6.906128 
137866493421227 1378566731103177947 -1.7004056 6.7498655 6.9078455 
137866558734823 1378566731167203826 -1.698423 6.736872 6.921004 
137866629633648 1378566731230253142 -1.7038507 6.74943 6.907421 
137866704713765 1378566731294034880 -1.7134061 6.7483153 6.9061465 
137866740056356 1378566731357236785 -1.7138292 6.7429895 6.9112425 
137866803966016 1378566731421171111 -1.7162716 6.7533526 6.900509 
137866870988753 1378566731484373015 -1.720729 6.7491226 6.9035373 
137866931968457 1378566731548307341 -1.7287539 6.746656 6.903943 
137866997953503 1378566731611509245 -1.7317985 6.7476645 6.9021945 
137867064213230 1378566731675413054 -1.731289 6.7465253 6.903435 
137867122079858 1378566731738645476 -1.7378725 6.7465124 6.901794 
137867186172639 1378566731802610320 -1.7415004 6.749712 6.8977494 
137867257376667 1378566731865934294 -1.7499963 6.7495437 6.8957644 
137867324338364 1378566731929730650 -1.7535007 6.7592506 6.8853574 
137867380648452 1378566731992932554 -1.7642881 6.7692327 6.872784 
