#SysTm EventTmStmp Light
80976507638929 1374944151697664206 40.0 
80976968984877 1374944152206300681 41.0 
80977477210118 1374944152714829778 42.0 
80977604388509 1374944152841935491 43.0 
80977731750023 1374944152969102239 46.0 
80977859142057 1374944153096574163 45.0 
80977985832123 1374944153223344182 43.0 
80978240249947 1374944153477616643 44.0 
80978494576209 1374944153732041692 43.0 
80979511545537 1374944154749175353 44.0 
80979638632367 1374944154876311583 46.0 
80979765902319 1374944155003447814 50.0 
80980020259103 1374944155257781310 49.0 
80980147498535 1374944155384856505 48.0 
80980528759025 1374944155766295714 47.0 
80981037472592 1374944156274901671 46.0 
80981164589943 1374944156402189253 47.0 
80981546064078 1374944156783658980 46.0 
80981673120388 1374944156910642622 43.0 
80981800359819 1374944157037839888 40.0 
80982054655562 1374944157292218584 41.0 
80982563186006 1374944157800702470 42.0 
80982817542789 1374944158055097001 40.0 
80983072143734 1374944158309247392 43.0 
80983198772760 1374944158436383623 46.0 
80983329735678 1374944158563550371 45.0 
80983453099023 1374944158690686601 43.0 
80983580491057 1374944158817822832 42.0 
80983707516847 1374944158945107854 41.0 
80983835336166 1374944159072213567 40.0 
80983961721029 1374944159199441350 39.0 
80984089815031 1374944159326333440 40.0 
80984216352494 1374944159453622258 42.0 
80984343530886 1374944159580789006 44.0 
80984470343033 1374944159707967973 45.0 
80984597704547 1374944159835104204 44.0 
80984724699816 1374944159962270952 43.0 
80984979331282 1374944160216543413 42.0 
80985368984876 1374944160597921587 41.0 
80985614979078 1374944160852499223 40.0 
80985996331129 1374944161233602739 39.0 
80986123326399 1374944161360917409 37.0 
80987267657240 1374944162505216737 36.0 
80989047818999 1374944164285365996 37.0 
80989175027909 1374944164412380157 38.0 
80989301931619 1374944164539561474 39.0 
80989428957407 1374944164666667187 41.0 
80989556441004 1374944164793864453 42.0 
80989937762536 1374944165175273144 43.0 
80990319236669 1374944165556651318 44.0 
80990573532411 1374944165810954296 45.0 
80991336480679 1374944166573953536 46.0 
80991463811674 1374944166701028731 49.0 
80991593095971 1374944166828500655 53.0 
80991717832732 1374944166955362227 54.0 
80991845041644 1374944167081780511 55.0 
80992228560644 1374944167464165765 54.0 
80992386808773 1374944167591301996 53.0 
80992747315412 1374944167972649652 52.0 
80994516184632 1374944169752839625 53.0 
80995660149227 1374944170896821559 54.0 
80996058409567 1374944171278411956 53.0 
80998206219729 1374944173440444122 54.0 
80999858470606 1374944175092770768 55.0 
81000745575749 1374944175982754898 54.0 
81001255418569 1374944176491448636 55.0 
81001382108635 1374944176618829007 54.0 
81002404693711 1374944177636053193 55.0 
81003163857452 1374944178398748506 56.0 
81003796941536 1374944179034486081 57.0 
81003923967325 1374944179161530759 56.0 
81005958607948 1374944181196208915 57.0 
81006087709123 1374944181323284111 56.0 
81007102664105 1374944182340174745 55.0 
81007241898044 1374944182467433045 54.0 
81007634176389 1374944182848719667 53.0 
