#SysTm EventTmStmp Gyro:x Gyro:y Gyro:z
80975068481291 1374944150071658390 -0.03857 0.05447 0.01346 
80975118778866 1374944150134951847 0.0426 -0.07156 -0.0079 
80975126195316 1374944150198825138 -0.04819 -0.11002 -0.01645 
80975134741020 1374944150261416691 -0.03964 -0.09613 -0.0549 
80975144202336 1374944150325930851 -0.02042 -0.08011 -0.06558 
80975184458706 1374944150389285344 -0.0311 -0.05875 -0.03674 
80975218641523 1374944150453128117 -0.04285 -0.04807 -0.01218 
80975284290844 1374944150516360539 -0.01935 -0.03418 -0.01431 
80975345331589 1374944150580233830 0.0127 -0.01495 -0.01218 
80975409027606 1374944150643527287 0.00095 0 0.00064 
80975472204776 1374944150707339543 -0.03857 -0.01175 0.00385 
80975536450161 1374944150770663517 -0.0311 -0.01602 -0.00043 
80975601946879 1374944150834506291 -0.01614 -0.01602 -0.00897 
80975662377218 1374944150897769230 0.00949 -0.01175 -0.01538 
80975725890112 1374944150961673039 0.00735 -0.02563 -0.01431 
80975789586129 1374944151024935978 -0.00119 -0.01602 -0.00577 
80975853953594 1374944151088748234 0.00308 -0.00427 -0.00256 
80975916398277 1374944151152041691 0.00735 -0.00427 -0.01111 
80975983512574 1374944151215945500 -0.00439 -0.01068 -0.00577 
80976044156555 1374944151279177922 -0.01721 -0.01068 0.00064 
80976108188296 1374944151343112248 0.02765 0.00534 -0.0047 
80976171212865 1374944151406344670 0.0191 0.00961 -0.00684 
80976235336167 1374944151470460837 -0.00119 0.00107 0.01025 
80976314658614 1374944151533784812 0.02444 0.01816 0.00278 
80976380948863 1374944151597597068 0.0191 0.0235 0.02307 
80976456578347 1374944151660890525 0.02765 0.02777 0.02521 
80976546125119 1374944151724733298 0.04047 0.0267 0.02414 
80976591569953 1374944151788331931 0.04581 0.02991 0.02307 
80976657066672 1374944151851839011 0.02979 0.01282 0.01453 
80976713834564 1374944151915132468 0.00842 -0.00641 -0.0047 
80976765230872 1374944151979005759 0.01483 -0.01068 -0.0047 
80976816901862 1374944152042299216 0.00735 -0.03952 -0.02286 
80976869946269 1374944152106111472 -0.02362 -0.07156 -0.03674 
80976934100091 1374944152169557517 -0.09091 -0.10681 -0.04956 
80976998192873 1374944152233278220 -0.08664 -0.09293 -0.0517 
80977062926584 1374944152296616887 -0.0076 -0.01816 -0.00363 
80977134100092 1374944152360459661 0.00415 0.01175 0.00171 
80977206677537 1374944152423753118 0.0159 0.01923 -0.01218 
80977258531650 1374944152487626409 -0.03003 -0.02243 0.00278 
80977329888280 1374944152550889348 0.01056 -0.00534 0.00385 
80977380246895 1374944152614762639 -0.03323 -0.00961 0.01453 
80977442752617 1374944152678117132 -0.01508 -0.00854 0.02628 
80977506998001 1374944152741898870 -0.03751 0.0267 0.05618 
80977569686846 1374944152805222844 -0.08984 0.12497 0.49411 
80977634115351 1374944152869035100 -0.59399 0.02243 0.79959 
80977697353564 1374944152932328557 -0.48718 0.13138 0.72696 
80977761049580 1374944152996201848 -0.061 0.0705 0.06473 
80977824318312 1374944153059434270 0.02979 -0.01175 -0.03568 
80977888227972 1374944153123277044 0.14407 0.03311 -0.10724 
80977951496704 1374944153186601018 0.22525 0.08011 -0.14569 
80978017695392 1374944153250413274 0.10028 0.05875 -0.09229 
80978077698443 1374944153313737249 -0.02576 -0.01068 -0.03354 
80978141974348 1374944153377549505 -0.01614 -0.06088 -0.02393 
80978205700886 1374944153440873479 -0.01935 -0.03845 0.01346 
80978269000138 1374944153504685735 0.00415 -0.00214 -0.0047 
80978331780544 1374944153567979192 0.01804 -0.01709 -0.01431 
80978395598642 1374944153631974553 0.01483 -0.00107 -0.00897 
80978460820677 1374944153695115423 0.05649 0.04059 -0.02072 
80978523356921 1374944153758988714 0.04474 0.02884 -0.03033 
80978587388662 1374944153822282171 0.04474 0.02243 -0.03674 
80978651420403 1374944153886124944 0.00629 0.00214 -0.03247 
80978721342576 1374944153949569681 -0.00012 -0.02991 -0.02393 
80978778232550 1374944154013412455 -0.01294 -0.03525 0.00278 
80978841531803 1374944154076675394 -0.00974 -0.00427 0.00171 
80978906723318 1374944154140548685 -0.01294 -0.01602 -0.01111 
80978969686846 1374944154204147318 0.0191 0.0032 -0.03033 
80979032741935 1374944154267715433 -0.09198 -0.0705 0.00598 
80979096865237 1374944154330947855 0.05969 -0.01495 -0.01859 
80979164101618 1374944154394821146 0.02658 0.02991 0.00385 
80979222120845 1374944154458084085 0.07999 0.0502 -0.01645 
80979295247658 1374944154521926859 -0.03217 -0.01389 -0.0047 
80979349146635 1374944154585220316 -0.01508 -0.04272 -0.0079 
80979415070639 1374944154649063089 -0.04178 -0.03845 -0.00256 
80979476416588 1374944154712356546 -0.01721 -0.04166 -0.00577 
80979540051564 1374944154776244445 -0.06528 -0.07904 -0.0079 
80979603686541 1374944154839568419 -0.10159 -0.14206 -0.03674 
80979667413078 1374944154903380675 -0.06848 -0.14954 -0.08374 
80979734954661 1374944154966704650 -0.03537 -0.20401 -0.19803 
80979796148008 1374944155030608458 -0.00119 -0.07797 0.01666 
80979861675248 1374944155093962951 -0.04712 -0.01175 0.07968 
80979922258188 1374944155157683654 0.08533 0.07477 0.04657 
80979985557440 1374944155221007628 0.06931 0.11215 -0.00256 
80980050230108 1374944155284819884 0.04474 0.05234 -0.01324 
80980113987165 1374944155348082824 0.00201 -0.00534 0.00812 
80980176462368 1374944155412261290 -0.00974 0 -0.01431 
80980239364856 1374944155475249572 0.03192 0.0502 -0.02179 
80980304342729 1374944155539122863 -0.0076 0.00214 0.01025 
80980367733542 1374944155602416320 -0.01294 -0.06409 -0.01324 
80980430605508 1374944155666228576 0.04367 0.08224 -0.0015 
80980494209964 1374944155729491515 0.07358 0.10574 -0.02072 
80980558119626 1374944155793364806 -0.02255 -0.05768 -0.00577 
80980631460080 1374944155856658263 -0.00012 0.00107 0.00278 
80980684626568 1374944155920562072 0.02658 0.03204 -0.01111 
80980755342270 1374944155983763976 -0.01614 -0.0267 0.00598 
80980812323807 1374944156047637267 0.02765 0.02029 0.00812 
80980876386068 1374944156110900206 0.00949 0.01068 0.01773 
80980939380116 1374944156174834533 0.07251 0.09399 0.0925 
80981002831970 1374944156238127990 0.00735 0.03525 0.02307 
80981066161742 1374944156301940246 -0.0311 -0.02563 0.00598 
80981129949321 1374944156365233703 -0.03537 -0.03525 -0.03247 
80981194713550 1374944156429288863 -0.05139 -0.06516 -0.03781 
80981262804501 1374944156492551802 -0.0076 -0.02136 -0.02286 
80981321342575 1374944156556425093 0.0127 0 0.00598 
80981384672349 1374944156619962691 0.02017 0.03311 0.01666 
80981449131375 1374944156683500288 0.01483 0.02243 0.00598 
80981510752007 1374944156746763228 0.02979 0.02136 0.00919 
80981575058431 1374944156810667036 0.03619 0.04379 0.01132 
80981638754448 1374944156873929976 0.0394 0.0972 0.08395 
80981702664108 1374944156937803267 0.18466 0.30334 0.10318 
80981765719197 1374944157001066206 0.15369 0.27344 0.04443 
80981829506774 1374944157064939497 0.03833 0.1004 0.04871 
80981892256661 1374944157128202437 -0.04178 0.02991 0.01559 
80981957326094 1374944157192075728 -0.09091 -0.0769 -0.0047 
80982020564307 1374944157255414384 -0.0108 -0.06409 -0.06024 
80982083955119 1374944157319226640 -0.03537 -0.04807 -0.02072 
80982146491364 1374944157382550615 0.0426 0.01068 -0.00577 
80982211194552 1374944157446423906 0.00308 -0.02884 0.01132 
80982274493804 1374944157509686845 0.02231 0.01602 0.03268 
80982337732015 1374944157573499101 0.00415 0.01923 0.00385 
80982404235907 1374944157636823076 -0.10159 -0.0737 0.01559 
80982465520815 1374944157700635332 0.0127 -0.12711 -0.03674 
80982528789547 1374944157763928789 -0.05887 -0.03632 -0.04849 
80982592516084 1374944157827802080 -0.07062 -0.09613 -0.04956 
80982656883551 1374944157891095537 0.02765 -0.02563 -0.01004 
80982720579567 1374944157955060380 0.22205 0.31403 0.09036 
80982781711872 1374944158016736406 0.03726 0.19867 0.12454 
80982846659224 1374944158082074541 0.02658 0.10681 0.10104 
80982913681962 1374944158145337480 -0.02255 0.02991 0.02094 
80982973257728 1374944158209210771 -0.11014 -0.17731 -0.05276 
80983037411551 1374944158272504228 -0.11334 -0.298 -0.13928 
80983100680284 1374944158336316484 -0.31522 -0.41443 -0.14249 
80983164071097 1374944158399609941 -0.12189 -0.20294 -0.09549 
80983228896369 1374944158463513750 -0.08664 -0.0972 0.00385 
80983291951457 1374944158526746171 0.07144 0.03418 0.03482 
80983355922157 1374944158590619462 -0.02255 -0.01495 0.0423 
80983418122676 1374944158653912919 0.15796 0.13992 0.05084 
80983481605051 1374944158717755693 0.10669 0.14633 0.0957 
80983544934823 1374944158781018632 0.07144 0.10788 0.07541 
80983614612833 1374944158845040715 0.10135 0.13672 0.05084 
80983672509980 1374944158908334172 -0.01187 0.00641 0.02414 
80983736297557 1374944158972146428 0.04794 -0.01282 -0.02713 
80983800512422 1374944159035470403 0.07144 0.11002 0.01666 
80983863384388 1374944159099313176 0.05115 0.12711 0.02948 
80983926469999 1374944159162576116 0.04581 0.09079 0.04016 
80983994591469 1374944159225655950 -0.02042 0.01068 0.01453 
80984055662734 1374944159289742864 -0.05994 -0.08224 -0.02606 
80984118870425 1374944159353555120 -0.04926 -0.14847 -0.06238 
80984191966717 1374944159416848577 -0.11548 -0.19867 -0.10403 
80984245499450 1374944159480721868 -0.11227 -0.22858 -0.1286 
80984309103906 1374944159543984807 -0.10159 -0.1976 -0.07947 
80984372647322 1374944159607827581 -0.03751 -0.05661 -0.02393 
80984435397207 1374944159671224809 0.01483 -0.01068 0.01666 
80984501138089 1374944159735037065 -0.0108 0.02243 0.01346 
80984563247047 1374944159798361040 0.05008 0.02777 0.03162 
80984627156706 1374944159862234331 0.04474 0.06943 0.08182 
80984690486479 1374944159925497270 0.07251 0.13885 0.08075 
80984753236364 1374944159989309526 0.02017 0.05127 0.04871 
80984816962902 1374944160052664018 0.00201 -0.0032 0.0188 
80984880475798 1374944160116476274 0.07251 0.03738 -0.0282 
80984944812742 1374944160179739213 0.03833 0.05554 0.02841 
80985012140684 1374944160243643022 0.1131 0.12604 0.00491 
80985071380726 1374944160306905962 -0.00226 -0.01282 0.02307 
80985135046222 1374944160370718217 0.05115 0.02991 -0.0015 
80985203350815 1374944160433950639 -0.00012 -0.01068 -0.0015 
80985263811674 1374944160497854448 0.04474 0.00748 -0.01111 
80985325432305 1374944160561147905 0.02017 0.01816 0.00491 
80985389433526 1374944160624990678 0.00842 -0.03098 -0.00897 
80985453770470 1374944160688284135 -0.01401 0.00748 -0.01538 
80985522014024 1374944160752462602 0.02124 0.06729 0.00385 
80985579789088 1374944160815450883 0.0426 0.06729 0.00598 
80985644370196 1374944160879324174 0.01483 0.04272 0.00812 
80985710507843 1374944160942556596 -0.00546 0.0032 0.00705 
80985771273904 1374944161006429887 -0.01401 -0.04166 -0.01538 
80985835153044 1374944161069723344 0.00629 -0.02777 -0.0079 
80985898574377 1374944161133566118 0.15796 0.05447 -0.0314 
80985962026231 1374944161196829057 0.22739 0.12497 -0.14569 
80986026027452 1374944161260880788 0.26263 0.21042 -0.02499 
80986088624736 1374944161324143727 0.29681 0.18051 -0.07199 
80986152442835 1374944161388017018 0.11844 0.08331 -0.05704 
80986216474575 1374944161451279958 0.09067 0.06088 -0.01218 
80986281727132 1374944161515122731 -0.00333 0.01389 0.00491 
80986343103602 1374944161578385671 0.02872 0.01923 -0.00363 
80986407318464 1374944161642258962 -0.00546 0.00961 -0.01218 
80986470434594 1374944161705552419 0.03299 0.01389 -0.0079 
80986536053394 1374944161769364675 0.0127 -0.00107 0.00064 
80986597735067 1374944161832780202 0.00842 -0.00961 0.00278 
80986661583687 1374944161896561940 0.02124 0.0032 -0.00256 
80986724821898 1374944161960069020 0.02124 0.01389 0.00278 
80986788365313 1374944162023698171 0.01483 0.00534 0.00491 
80986852213931 1374944162087034364 -0.00119 -0.00107 -0.00684 
80986916032030 1374944162150877138 -0.00546 0.00107 -0.01004 
80986978903998 1374944162214170595 0.00735 0.00427 -0.00577 
80987042813657 1374944162278043886 0.00415 0.00641 -0.01965 
80987105960308 1374944162341306825 0.00629 0.01389 -0.01431 
80987169686844 1374944162405180116 0.01697 0.0267 0.00064 
80987232955576 1374944162468443056 0.02338 0.03204 -0.00363 
80987297048359 1374944162532285829 0.02124 0.04272 0.00064 
80987367580939 1374944162595579286 0.02017 0.03311 0.00278 
80987424135189 1374944162659452577 0.00415 0.02563 0.00064 
80987487068197 1374944162722715516 0.00201 0.03311 0.00598 
80987552442834 1374944162786588807 0.00522 0.04486 0.00705 
80987615803128 1374944162849851747 0.01483 0.03952 0.00919 
80987679102379 1374944162913694520 0.01056 0.02243 0.00171 
80987741608102 1374944162976957460 0.00308 0.02136 0.00171 
80987805609323 1374944163040861268 0.00095 0.02243 0.00171 
80987869122217 1374944163104154725 0.00949 0.02457 -0.0015 
80987932635113 1374944163167966981 -0.00012 0.01602 0.00064 
80987996575292 1374944163231260438 0.01804 0.0267 0.00064 
80988059782984 1374944163295103212 0.00415 0.01816 -0.00577 
80988123143277 1374944163358366151 0.00201 0.01602 -0.00363 
80988186625651 1374944163422239442 0.00308 0.00854 0.00064 
80988250504791 1374944163485563417 0.00522 0.01068 -0.0015 
80988315391102 1374944163549406190 -0.00226 0.00961 -0.00256 
80988376676010 1374944163612669130 0.00735 0.01175 -0.0015 
80988444889042 1374944163676603456 -0.00867 0.00214 -0.00577 
80988503976483 1374944163739986358 0.02124 -0.00427 0.00064 
80988567397817 1374944163803768096 0.02658 -0.01709 -0.00256 
80988631551640 1374944163867061553 0.00308 0.01068 -0.0047 
80988696560032 1374944163931056914 0.01483 0.01389 0.00278 
80988758699511 1374944163994197784 -0.00012 -0.00854 -0.00897 
80988822578650 1374944164058101592 0.00415 -0.01175 -0.01538 
80988886427269 1374944164121364532 -0.0076 -0.01816 -0.02286 
80988949757041 1374944164185329375 -0.02682 -0.03098 -0.02286 
80989013300458 1374944164248500762 -0.05139 -0.04486 -0.03781 
80989077210117 1374944164312343536 -0.08878 -0.08011 -0.04636 
80989140204165 1374944164375606475 -0.11761 -0.10254 -0.06131 
80989204052783 1374944164439479766 -0.12189 -0.11642 -0.08054 
80989267260476 1374944164502742705 -0.11761 -0.1474 -0.08694 
80989333001357 1374944164566630566 -0.08984 -0.13779 -0.08801 
80989394408346 1374944164629954540 -0.0813 -0.10361 -0.06665 
80989458867372 1374944164693827831 -0.02576 -0.05341 -0.03568 
80989521556217 1374944164757090771 -0.0076 -0.03098 -0.01111 
80989585496399 1374944164820933544 -0.03003 -0.00534 -0.02713 
80989649222935 1374944164884227001 -0.0108 -0.01495 -0.01752 
80989713010513 1374944164948069775 -0.04071 0.00107 -0.02286 
80989777377978 1374944165011332714 -0.05994 -0.0267 -0.01965 
80989840280467 1374944165075236523 -0.0076 0.02029 -0.02606 
80989903274515 1374944165138499462 0.01483 0.00961 -0.03461 
80989966329604 1374944165202342236 0.01056 0.08972 0.00385 
80990029750937 1374944165265635693 0.07678 0.13351 0.03696 
80990093660597 1374944165329508984 0.07678 0.12604 0.04764 
80990156898809 1374944165392741406 0.12271 0.1239 0.04764 
80990220930551 1374944165456614697 0.10349 0.07156 0.03589 
80990284931771 1374944165519908154 0.08212 0.04807 0.03055 
80990348566746 1374944165583750927 0.08105 0.06729 0.02841 
80990412476406 1374944165647044384 0.05969 0.02991 0.01239 
80990476111383 1374944165710917675 0.04367 0.0235 0.00171 
80990538922309 1374944165774272167 0.02658 0.00748 0.00598 
80990602954050 1374944165838053906 0.01376 0.01389 0.01453 
80990666344863 1374944165901316845 -0.02576 -0.00854 0.01132 
80990729674637 1374944165965159619 -0.00333 0.00214 0.00598 
80990792912847 1374944166028422558 -0.01614 -0.00641 -0.0079 
80990857463435 1374944166092326367 -0.01187 -0.00107 -0.01111 
80990920823729 1374944166155589306 -0.03857 -0.01923 -0.00897 
80990984184021 1374944166219583419 -0.0311 -0.00854 0.00171 
80991047055989 1374944166282876876 -0.01935 -0.00641 -0.00043 
80991111331893 1374944166346719649 -0.01401 -0.01068 -0.00256 
80991174203859 1374944166409982588 -0.03003 -0.00961 -0.00043 
80991238144040 1374944166473886397 -0.01935 -0.01602 -0.00256 
80991301412771 1374944166537118819 -0.00333 -0.02136 0.00171 
80991365597115 1374944166600992110 -0.01828 -0.03632 0.00812 
80991429018448 1374944166664285567 0.01697 -0.0502 0.02414 
80991498879581 1374944166728128340 -0.43164 -0.57251 0.12134 
80991569015396 1374944166791452315 -0.15927 -0.23712 0.09036 
80991619557134 1374944166855264571 -0.20627 -0.25528 0.02521 
80991682886906 1374944166918649581 0.10028 0.01816 -0.09763 
80991745484189 1374944166980874922 0.03192 -0.07904 -0.14676 
80991809973736 1374944167045769769 0.01376 -0.09613 -0.12219 
80991879834869 1374944167109643060 0.04581 0.00748 -0.0079 
80991942065907 1374944167172875482 0.04794 0.0737 0.05405 
80992006097648 1374944167236779290 -0.07489 0.01602 0.05939 
80992069061176 1374944167300011712 0.00735 0.05768 0.03055 
80992133978010 1374944167363915521 0.02231 -0.05981 -0.06772 
80992202862490 1374944167427147943 0.10242 -0.0705 -0.1788 
80992268389729 1374944167491082269 0.13553 0.03525 -0.1254 
80992378079947 1374944167554345208 0.03085 -0.01816 -0.03354 
80992393614816 1374944167618096429 0.0191 -0.03632 0.06259 
80992446048816 1374944167681450921 -0.00333 -0.02884 0.07434 
80992509470149 1374944167745263177 0.01483 0.02029 0.03909 
80992581803433 1374944167808526117 0.02231 0.01175 -0.00684 
80992646628703 1374944167872429925 0.02124 0.01175 -0.00256 
80992710141599 1374944167935662347 0.05542 0.01709 -0.02713 
80992763979535 1374944167999505121 0.02765 -0.02457 -0.02713 
80992827004104 1374944168062798578 0.03513 0.02884 -0.0047 
80992891249489 1374944168126641351 0.01376 0.00534 0.01132 
80992963491210 1374944168189141351 0.00735 -0.01282 0.00598 
80993028163878 1374944168253838617 0.01376 -0.01495 -0.03033 
80993086488309 1374944168317132074 0.02017 0.01175 -0.03461 
80993152076589 1374944168381035882 0.0127 0.00214 -0.03033 
80993214368671 1374944168444237787 0.02872 0.01389 -0.01004 
80993287342881 1374944168508172113 0.01483 0.00214 -0.0015 
80993347406973 1374944168571374017 0.02551 0.00961 -0.00684 
80993403839141 1374944168635332884 0.0191 0.02029 0.00491 
80993463170745 1374944168698656858 0.0191 0.02136 -0.0015 
80993526653118 1374944168762469114 0.00415 0.01068 0.00385 
80993593828459 1374944168825762571 0.02658 0.00748 -0.01004 
80993657219274 1374944168889696898 0.01376 0 -0.00684 
80993729583076 1374944168952898802 0.0127 0.00427 -0.0047 
80993786198366 1374944169016863646 0.0159 0.0032 -0.00043 
80993849314496 1374944169080096067 0.0127 -0.00214 0.00278 
80993920884770 1374944169144121946 0.02338 0.00961 -0.01324 
80993971518067 1374944169207171263 0.01483 -0.01068 -0.01004 
80994036038134 1374944169271014036 0.00842 -0.00641 -0.00897 
80994098604897 1374944169334338011 0.00415 0.00854 -0.00256 
80994168649152 1374944169398028196 0.00842 0.00107 -0.00577 
80994228987930 1374944169461610377 0.00949 0.01709 -0.0079 
80994302542027 1374944169525453151 0.00201 0.00854 -0.01111 
80994362789242 1374944169588685573 0.00201 -0.00214 -0.01004 
80994465978620 1374944169652833522 0.01056 0.00748 -0.0079 
80994485908423 1374944169716096461 -0.00226 -0.01175 -0.00363 
80994543836089 1374944169779634059 -0.00333 -0.0032 -0.0015 
80994607074300 1374944169842927516 -0.00439 -0.00854 0.00598 
80994680842040 1374944169906831325 0.00201 -0.00641 0.00385 
80994740295725 1374944169970246852 -0.00012 -0.01068 -0.00363 
80994807501585 1374944170034028590 -0.00333 -0.00641 -0.00897 
80994866466945 1374944170097261012 -0.00119 -0.00961 0.00385 
80994931811063 1374944170161408961 0.00308 -0.00748 0.00491 
80994990715381 1374944170224336208 0.00201 -0.00107 -0.00043 
80995052793817 1374944170288301051 0.00308 0.00214 -0.01111 
80995116825559 1374944170351502956 0.00629 0.00427 -0.01004 
80995179514404 1374944170415315211 -0.00546 0.00107 -0.00043 
80995245560492 1374944170478669704 0.0127 0.00427 -0.0015 
80995312888433 1374944170542573512 0.00949 -0.00534 -0.00577 
80995380918343 1374944170605836452 0.00735 0.01389 -0.00363 
80995441745445 1374944170669709743 0.01376 0.00107 -0.0047 
80995498177612 1374944170732911647 0.00629 -0.00214 -0.00363 
80995561110619 1374944170796723903 0.01163 0 -0.00363 
80995624379351 1374944170860047877 0.01483 -0.01068 0.00171 
80995694148922 1374944170924256862 0.00629 -0.00427 0.00064 
80995764742544 1374944170987184108 0.0159 -0.0032 0.00278 
80995827858673 1374944171051240504 0.01483 -0.00427 -0.00043 
80995888533174 1374944171114471526 0.01056 -0.01068 0.00171 
80995947345931 1374944171178405853 0.0127 -0.0032 -0.00256 
80996034054310 1374944171241607757 0.00842 0.00854 0.00278 
80996069610543 1374944171305450530 0.01483 -0.00214 -0.00043 
80996132940315 1374944171368743987 0.01697 0.00427 -0.0047 
80996197612985 1374944171432556243 0.00949 0.00107 -0.00684 
80996269488461 1374944171495910735 0.0127 0.00107 0.00278 
80996328697984 1374944171559784026 0.01483 0.00534 0.00064 
80996393034928 1374944171622985931 0.01483 0.00534 -0.00684 
80996505868745 1374944171686950774 0.01056 0.00641 -0.0079 
80996516886599 1374944171750152679 0.0191 0.00427 0.00064 
80996578415670 1374944171813964935 0.00629 -0.01175 0.00705 
80996641714923 1374944171877288909 0.0159 -0.00214 0.00385 
80996705594062 1374944171941207062 0.00735 -0.00427 -0.00363 
80996774264900 1374944172004500519 0.01056 -0.0032 0.00278 
80996845316326 1374944172068465362 0.01163 -0.01068 -0.0015 
80996907059040 1374944172131667267 0.00842 0.00214 -0.0079 
80996965017227 1374944172195571075 0.00735 0.00748 -0.0047 
80997028621683 1374944172258742462 0.00201 0.00214 -0.00043 
80997108157773 1374944172322676788 0.00949 0.00534 -0.00043 
80997150703172 1374944172385878692 0.00629 0 -0.00897 
80997213880344 1374944172449721466 0.00842 0.00427 -0.01004 
80997278156247 1374944172513045441 0.00629 0.0032 -0.0015 
80997350794734 1374944172576888214 0.01483 0.00427 -0.00363 
80997407043780 1374944172640181671 0.01697 -0.00107 -0.00363 
80997473883395 1374944172704115997 0.00308 0.00107 0.00491 
80997543134119 1374944172767348419 0.01163 0.01175 0.00491 
80997625752768 1374944172831252228 0.00629 -0.00107 0.00491 
80997658806331 1374944172894454132 0.01483 -0.00214 -0.0015 
80997722624430 1374944172958296905 0.00735 0.00214 0.00278 
80997785893161 1374944173021590362 0.00308 0.00107 0.01453 
80997849619699 1374944173085402618 0.00095 -0.00854 0.01346 
80997918046373 1374944173148757110 0.01163 -0.00427 -0.0047 
80997979453363 1374944173212630401 0.00629 -0.01282 -0.00577 
80998050382708 1374944173275832306 0.00415 0 0.00171 
80998104678450 1374944173340041290 -0.00439 -0.00961 0.00064 
