#SysTm EventTmStmp Light
289742293526655 1378836226167514079 34.0 
289742517851392 1378836226421891891 35.0 
289742685560838 1378836226548997604 34.0 
289742898776159 1378836226803209030 35.0 
289743153163462 1378836227057481491 34.0 
289743407428685 1378836227311753952 35.0 
289743661785468 1378836227566056930 34.0 
289743851591664 1378836227693223678 35.0 
289744551790045 1378836228456192375 34.0 
289744678968437 1378836228583328606 35.0 
289745314829874 1378836229219085457 34.0 
289745442160868 1378836229346191170 35.0 
289745823207717 1378836229727599861 34.0 
289745950294548 1378836229854736092 35.0 
289746205048094 1378836230108978035 34.0 
289746336072053 1378836230236236336 35.0 
289746586186505 1378836230490386726 34.0 
289746713303855 1378836230617671709 35.0 
289748366012539 1378836232270516059 34.0 
289748493343532 1378836232397652289 35.0 
