#SysTm EventTmStmp Grav:x Grav:y Grav:z
41442733560887 41441924303000 0.6255988 2.571243 9.442866 
41442744071679 41441990518000 0.5599979 2.567514 9.447999 
41442762952054 41442057119000 0.5163938 2.5819767 9.446542 
41442772331679 41442125164000 0.51030344 2.4946768 9.470299 
41442782147512 41442192013000 0.65063685 2.4867392 9.463783 
41442793256387 41442257936000 0.6791625 2.6895695 9.406134 
41442804646554 41442323779000 0.69469666 2.5190997 9.4520855 
41442815978262 41442390527000 0.81419146 2.5842032 9.424934 
41442831187971 41442457239000 0.7178056 2.6204455 9.422759 
41442842271971 41442523804000 0.6689562 2.5449324 9.447022 
41442856365804 41442590781000 0.60626847 2.55863 9.447554 
41442874226137 41442657317000 0.56314594 2.5581408 9.450355 
41442884196345 41442723866000 0.53142554 2.5874367 9.444213 
41442931322512 41442790547000 0.47811514 2.5236375 9.464305 
41442939479929 41442857163000 0.37963212 2.6161606 9.443622 
41442947743762 41442923948000 0.41443545 2.3608177 9.509215 
41443034911304 41442990623000 0.26083976 2.354887 9.516138 
41443059782595 41443057161000 0.18374436 2.3673506 9.514846 
41443126241346 41443123813000 0.09358472 2.3153074 9.528956 
41443194377471 41443190515000 0.09191523 2.3268096 9.52617 
41443260532554 41443257163000 0.13815811 2.2859495 9.535499 
41443327189762 41443323883000 0.14609861 2.339851 9.522296 
41443393449971 41443390544000 0.08131288 2.341907 9.522564 
41443462262804 41443457231000 0.03819518 2.3184373 9.528577 
41443527594304 41443523890000 0.005297102 2.274489 9.53924 
41443594161762 41443590550000 -0.008907657 2.24421 9.546405 
41443660465888 41443657181000 -0.015847119 2.1939573 9.558069 
41443728151304 41443723874000 -0.044231255 2.1953602 9.557659 
41443795883513 41443790532000 -0.057068765 2.003068 9.599732 
41443859993346 41443857180000 -0.10681419 2.1287038 9.572229 
41443935256638 41443923941000 -0.062069084 2.089774 9.5812 
41443993284013 41443990516000 -0.12989886 2.032487 9.592838 
41444060240138 41444057184000 -0.11493714 2.1723332 9.56233 
41444126131555 41444123815000 -0.042473473 2.2460625 9.54588 
41444192830138 41444190474000 -0.121170126 2.287806 9.535286 
41444260407222 41444257187000 -0.16818327 2.320202 9.526741 
41444326815263 41444323855000 -0.15790284 2.256282 9.542256 
41444394156305 41444390561000 -0.086424835 2.2910597 9.5348835 
41444460440513 41444457193000 0.030637514 2.180746 9.561057 
41444526161430 41444523841000 0.12044056 2.1406431 9.569407 
41444593527930 41444590556000 0.20055304 2.1204255 9.572563 
41444661345931 41444657918000 0.2446058 2.1485431 9.565267 
41444726098806 41444723830000 0.25233576 2.1335232 9.568426 
41444795639222 41444790564000 0.28761226 2.143833 9.565127 
41444859641388 41444857178000 0.4348122 2.0143163 9.587692 
41444926036638 41444923828000 0.52311724 2.1540072 9.552854 
41444993239096 41444990518000 0.59895384 2.0690458 9.567167 
41445060126346 41445057216000 0.6585647 2.02732 9.572181 
41445126017346 41445123833000 0.66503745 2.1464336 9.545732 
41445193347304 41445190511000 0.6001455 2.167028 9.545375 
41445262271846 41445257299000 0.46527293 2.1951003 9.546492 
41445326493638 41445323810000 0.3885871 2.3025856 9.524574 
41445392857721 41445390519000 0.21820852 2.204529 9.55316 
41445462139430 41445457986000 0.20844905 2.1073914 9.575273 
41445526496430 41445523854000 0.17063443 2.2081203 9.553298 
