#SysTm EventTmStmp Light
285024476985166 1378831508282089129 35.0 
285024598303645 1378831508409225359 36.0 
285024848875902 1378831508663467303 35.0 
285024964120828 1378831508790603533 36.0 
285025584538957 1378831509426254168 35.0 
285025711442666 1378831509553451434 36.0 
285025998059483 1378831509807784930 35.0 
285026382799296 1378831510189132586 35.0 
285026494748021 1378831510316299334 36.0 
285026635477459 1378831510443405047 35.0 
285026740162336 1378831510570541277 36.0 
285027121911153 1378831510951980486 35.0 
285027249455789 1378831511079116717 36.0 
285027497250693 1378831511333713290 35.0 
285027622414740 1378831511460849520 36.0 
285027866455636 1378831511715091464 35.0 
285027992504775 1378831511842258212 36.0 
285028119805247 1378831511969394442 35.0 
285028249547351 1378831512096530672 36.0 
285028653667600 1378831512477908846 35.0 
285028781212237 1378831512605075594 36.0 
285029031631891 1378831512859317538 35.0 
285029160336302 1378831512986541489 36.0 
285029455163100 1378831513240813950 35.0 
285029683272362 1378831513495086411 36.0 
285029913457010 1378831513749389390 35.0 
285030042069859 1378831513876525620 36.0 
285031357497906 1378831515020721177 36.0 
285031446556354 1378831515274993638 35.0 
285031577061465 1378831515402160386 36.0 
285031864471813 1378831515656432847 35.0 
285031963022094 1378831515783569077 36.0 
285033106712007 1378831516928180298 35.0 
285033233341032 1378831517055286011 36.0 
285035246831036 1378831519089794491 35.0 
285035371323636 1378831519216930721 36.0 
285035743672178 1378831519598339413 35.0 
285035885469827 1378831519725445125 36.0 
285036374650356 1378831519979793207 35.0 
285036522979365 1378831520361232416 35.0 
285036697189651 1378831520488338129 36.0 
285036941077945 1378831520742641107 35.0 
285037067005003 1378831520869746820 36.0 
285037280647608 1378831521124019281 35.0 
285037521972192 1378831521378291742 36.0 
285037804163555 1378831521632776549 35.0 
285038093862929 1378831521759912779 36.0 
285038365585805 1378831522141290953 35.0 
285038438529494 1378831522268396666 36.0 
285038563113654 1378831522395608604 35.0 
285038807887041 1378831522649881065 36.0 
285038937140818 1378831522776986778 35.0 
285039190704071 1378831523031289756 36.0 
285039629525984 1378831523412698448 35.0 
285040326611289 1378831524175697661 35.0 
285040451287009 1378831524302833891 36.0 
285041224947929 1378831524938590677 35.0 
285041727954185 1378831525574282084 36.0 
285041973978906 1378831525828554545 35.0 
285042121941671 1378831525955721293 36.0 
285042379564134 1378831526210069400 35.0 
285042635019651 1378831526464341861 36.0 
285042758962883 1378831526591478091 35.0 
285043002912220 1378831526845750552 36.0 
285043245945945 1378831527100023013 35.0 
285043367966393 1378831527227128726 36.0 
285043489956320 1378831527354325992 35.0 
