2  4,1,1,1,17,-0.437499,-0.000112,0.000000
2  4,2,1,2,18,-0.437499,-0.000112,0.000000
2  4,3,2,1,36,-0.018347,-0.000021,0.079053
2  4,4,2,2,26,1.697125,0.000352,0.271741
2  4,5,3,1,8,-0.437500,-0.000112,0.000000
2  4,6,3,2,8,-0.437500,-0.000112,0.000000
2  4,7,4,1,17,0.628130,0.000120,0.086153
2  4,8,4,2,16,2.540577,0.000535,0.016129
2  4,9,5,1,13,1.700304,0.000353,0.010626
2  4,10,5,2,12,1.355930,0.000278,0.009045
2  6,1,2,1,20,2.331197,0.000490,0.030428
2  6,2,2,2,36,0.443721,0.000080,0.210929
2  6,3,3,1,2,1.548779,0.000320,0.001708
2  6,4,3,2,24,-0.437499,-0.000112,0.000000
2  6,5,4,1,18,-0.063488,-0.000030,0.124794
2  6,6,4,2,15,1.816014,0.000378,0.188151
2  7,1,3,1,17,-0.437499,-0.000112,0.000000
2  7,2,3,2,21,-0.437499,-0.000112,0.000000
3  6,1,3,1,9,-0.437499,-0.000112,0.000000
3  6,2,3,2,8,-0.437499,-0.000112,0.000000
3  8,1,2,1,9,-0.437499,-0.000112,0.000000
3  8,2,2,2,8,-0.437499,-0.000112,0.000000
3  8,3,3,1,6,2.623226,0.000553,0.002214
3  8,4,3,2,34,0.612082,0.000116,0.073054
3  8,5,4,1,15,1.838054,0.000383,0.014168
3  8,6,4,2,4,2.457927,0.000517,0.000949
3  8,7,4,3,15,1.424805,0.000293,0.014168
3  8,8,4,4,4,0.088633,0.000003,0.000949
3  8,9,5,1,19,1.956953,0.000408,0.245121
3  8,10,5,2,49,-0.355324,-0.000094,0.019031
5  7,1,1,1,54,-0.189470,-0.000058,0.186348
5  7,2,1,2,13,2.480179,0.000522,0.031105
6  7,1,1,1,34,1.826709,0.000380,0.284183
6  7,2,1,2,49,0.010229,-0.000014,0.217083
6  7,3,3,1,34,-0.271737,-0.000076,0.094599
6  7,4,3,2,19,1.877203,0.000391,0.161732
7  8,1,2,1,31,0.659628,0.000127,0.082202
7  8,2,2,2,4,2.595677,0.000547,0.000949
7  8,3,2,3,39,-0.376904,-0.000099,0.017787
7  8,4,5,1,45,1.897439,0.000396,0.153249
7  8,5,5,2,7,-0.160466,-0.000052,0.058645
1  2  3,1,2,1,15,-0.437499,-0.000112,0.000000
1  2  3,2,2,2,15,-0.437500,-0.000112,0.000000
1  2  3,3,4,1,14,1.411030,0.000290,0.012334
1  2  3,4,4,2,14,1.796729,0.000374,0.012334
1  3  6,1,2,1,8,-0.437499,-0.000112,0.000000
1  3  6,2,2,2,9,-0.437499,-0.000112,0.000000
1  3  7,1,4,1,10,-0.437499,-0.000112,0.000000
1  3  7,2,4,2,9,-0.437499,-0.000112,0.000000
1  3  8,1,1,1,20,1.879378,0.000392,0.300753
1  3  8,2,1,2,55,-0.303887,-0.000083,0.038804
1  3  8,3,2,1,31,0.625857,0.000119,0.060720
1  3  8,4,2,2,4,2.623226,0.000553,0.000949
1  3  8,5,4,1,9,-0.437499,-0.000112,0.000000
1  3  8,6,4,2,9,-0.437499,-0.000112,0.000000
1  3  8,7,5,1,15,1.452355,0.000299,0.014168
1  3  8,8,5,2,5,2.444152,0.000514,0.001518
1  3  8,9,5,3,15,1.865603,0.000389,0.014168
2  3  4,1,3,1,15,1.700304,0.000353,0.014168
2  3  4,2,3,2,14,1.300830,0.000266,0.012334
3  5  7,1,3,1,19,0.290908,0.000047,0.071287
3  5  7,2,3,2,35,1.692432,0.000351,0.242948
3  6  7,1,4,1,9,-0.437499,-0.000112,0.000000
3  6  7,2,4,2,8,-0.437499,-0.000112,0.000000
3  6  8,1,1,1,8,-0.437499,-0.000112,0.000000
3  6  8,2,1,2,9,-0.437499,-0.000112,0.000000
3  7  8,1,3,1,10,-0.437499,-0.000112,0.000000
3  7  8,2,3,2,10,-0.437499,-0.000112,0.000000
