#SysTm EventTmStmp Rot:x Rot:y Rot:z
10895373476873 1375110571645376707 0.0313226 0.11511516 0.656086 
10895381106966 1375110571709249998 0.03225145 0.1148658 0.6561799 
10895387729886 1375110571772543455 0.032162044 0.1150115 0.65631914 
10895394932694 1375110571836355711 0.032509066 0.11493824 0.65645856 
10895437630695 1375110571899649168 0.032709 0.11527475 0.6564009 
10895498854563 1375110571963491941 0.033118103 0.11503855 0.65666115 
10895561665488 1375110572026785399 0.033510346 0.11489588 0.6567774 
10895625361506 1375110572090658690 0.0337754 0.11496385 0.65677285 
10895686585373 1375110572153921629 0.033976745 0.11494311 0.6567169 
10895750495033 1375110572218069578 0.03416864 0.11510414 0.6563342 
10895813122837 1375110572281057859 0.03421718 0.11495202 0.6564048 
10895878131229 1375110572344931150 0.033999357 0.11494383 0.6566 
10895943414306 1375110572408208578 0.0338535 0.114860475 0.65678406 
10896005523263 1375110572472020833 0.033761848 0.11475615 0.65688264 
10896073309012 1375110572535344808 0.033906445 0.114881404 0.6563565 
10896131541881 1375110572599157064 0.034109943 0.114873625 0.6557926 
10896196184030 1375110572662450521 0.0342399 0.114775054 0.65521324 
10896258781314 1375110572726323812 0.03412801 0.1148525 0.65473014 
10896324094910 1375110572789586751 0.034067594 0.1150912 0.6540225 
10896386570113 1375110572853460042 0.034013048 0.11519406 0.65339935 
10896477917587 1375110572916753499 0.03392079 0.11522852 0.6528654 
10896518051877 1375110572980565755 0.033847533 0.115131035 0.65265054 
10896574453524 1375110573043859212 0.03384476 0.1150731 0.65236986 
10896641750946 1375110573107732503 0.03388054 0.114971116 0.6522482 
10896703615740 1375110573170995443 0.033764083 0.114948444 0.6523558 
10896770424836 1375110573234899251 0.033722647 0.11508234 0.6521289 
10896831923386 1375110573298162191 0.033815023 0.11521861 0.65176916 
10896956446505 1375110573418248861 0.033811413 0.11501509 0.6521826 
10897022309468 1375110573481786458 0.033802867 0.1152602 0.651959 
10897103005332 1375110573545354574 0.033628825 0.11549165 0.6518585 
10897145367610 1375110573609044759 0.033555705 0.115529574 0.652014 
