#SysTm EventTmStmp Light
508216846138242 1379835381199045937 14.0 
508216973133512 1379835381326182168 16.0 
508217100372944 1379835381453318398 17.0 
508217227673418 1379835381580454629 18.0 
508217609086511 1379835381962012064 21.0 
508217735990218 1379835382089148295 22.0 
508217990499603 1379835382343420756 19.0 
508218117555915 1379835382470752397 17.0 
508218244795345 1379835382597766558 16.0 
508219141087121 1379835383488147417 15.0 
508219516976026 1379835383869128862 16.0 
508219647938943 1379835383996265093 15.0 
508221931869969 1379835386284939336 16.0 
508222316274057 1379835386666955543 15.0 
508222580763605 1379835386921197487 16.0 
508223843330367 1379835388192574088 17.0 
508223968402853 1379835388319984976 16.0 
508227528146482 1379835391879959364 15.0 
508230456820371 1379835394804241692 16.0 
508231089110925 1379835395440136468 15.0 
508231471409110 1379835395821484124 14.0 
508235411924903 1379835399763002858 15.0 
508235923476864 1379835400271700367 14.0 
508236304889956 1379835400653139576 13.0 
508238969837308 1379835403322886442 14.0 
508239096741018 1379835403449809049 15.0 
508239351036760 1379835403704201794 16.0 
