#SysTm EventTmStmp Light
188196250941924 1379437861336943534 1.0 
188197017522116 1379437862102780871 2.0 
188197396920864 1379437862483182482 1.0 
188198924099255 1379437864009502481 0.0 
188202736582086 1379437867821926939 1.0 
188203787703711 1379437868838894712 2.0 
188204390633667 1379437869474513577 3.0 
188204647493120 1379437869729213284 6.0 
188204769818772 1379437869855891751 8.0 
188204898462144 1379437869983073228 11.0 
188205032782301 1379437870110484117 15.0 
188205151445509 1379437870237406725 24.0 
188205283018834 1379437870364298814 30.0 
188205411692724 1379437870491770738 35.0 
188205535086590 1379437870618937486 42.0 
188205659701268 1379437870745860094 44.0 
188205789718055 1379437870875132555 47.0 
188205917323732 1379437871002665514 50.0 
188206045448255 1379437871130473131 52.0 
188206298614744 1379437871384074205 40.0 
188206424633361 1379437871510838362 29.0 
188206551781232 1379437871637822004 22.0 
188206679631072 1379437871765263410 16.0 
188206808457564 1379437871893620344 14.0 
188206947660982 1379437872020542951 12.0 
188207062020816 1379437872147129865 10.0 
188207191457716 1379437872275914045 7.0 
188207315065224 1379437872401170904 6.0 
188207448286650 1379437872528398688 4.0 
188207570917505 1379437872656145270 2.0 
188207697180286 1379437872782701666 1.0 
188208078410257 1379437873162920172 0.0 
