#SysTm EventTmStmp Grav:x Grav:y Grav:z
188186161975062 1379437851001721271 -0.6175967 1.5934601 9.656596 
188186171527938 1379437851065594562 -0.68992466 1.4842124 9.6691 
188186176655360 1379437851255902179 -0.8849778 1.1105516 9.703292 
188186286986505 1379437851319867023 -0.8789845 1.0108454 9.714729 
188186309510539 1379437851383038409 -0.8167878 0.94778734 9.726507 
188186364233566 1379437851446972736 -0.77621466 0.90964586 9.733469 
188186428478949 1379437851510174640 -0.7537572 0.8849677 9.737508 
188186493365260 1379437851574139484 -0.74538225 0.921311 9.734782 
188186557091797 1379437851637310870 -0.79855955 0.94049764 9.728728 
188186625243787 1379437851701245196 -0.86186683 0.91487795 9.725769 
188186683263015 1379437851764386066 -0.91090673 0.86651605 9.725728 
188186745188849 1379437851828503497 -0.9613916 0.75265354 9.730346 
188186808366019 1379437851891760332 -1.0282047 0.6179379 9.733003 
188186872092556 1379437851955725175 -1.0399941 0.53983855 9.736394 
188186935391807 1379437852018988115 -1.0629877 0.55110514 9.733279 
188186999728751 1379437852082830888 -1.0727347 0.6125394 9.728537 
188187062783840 1379437852146124345 -1.0460262 0.6651368 9.727991 
188187126846101 1379437852209997636 -0.9488688 0.7468193 9.732024 
188187191488248 1379437852273199541 -0.67609805 0.7897067 9.751391 
188187255458948 1379437852337133867 -0.4660277 0.6426339 9.774467 
188187318330914 1379437852400305254 -0.46509913 0.5937901 9.777601 
188187382393175 1379437852464392168 -0.4312884 0.838018 9.761255 
188187445845028 1379437852527472002 -0.47063547 0.8960052 9.754285 
188187508503353 1379437852591436845 -0.6111374 0.78715163 9.755885 
188187573267582 1379437852654652428 -0.68128014 0.8015011 9.750069 
188187636566834 1379437852718556237 -0.7219921 0.851334 9.742912 
188187699866085 1379437852781849694 -0.721939 0.8804447 9.740329 
188187763928346 1379437852845692467 -0.75987184 0.9128892 9.734455 
188187826891873 1379437852908955407 -0.7179607 0.97662264 9.73145 
188187891076215 1379437852972828698 -0.609499 0.9662938 9.739876 
188187953704019 1379437853036061120 -0.49036267 1.0373574 9.739293 
188188017369515 1379437853100117516 -0.4737704 1.3321064 9.704196 
188188081645419 1379437853163136315 -0.4072565 1.7009085 9.649427 
188188144700508 1379437853227070641 -0.35155484 1.8700039 9.620285 
188188207664036 1379437853290364098 -0.4201022 1.8191692 9.62728 
188188272672430 1379437853354206872 -0.3053664 1.8270513 9.63011 
188188334781387 1379437853417469811 -0.096158 1.9003537 9.62028 
188188399179374 1379437853481373620 0.03248818 1.8862782 9.623476 
188188462753308 1379437853544514489 0.017466132 1.8838468 9.623991 
188188527303895 1379437853608601403 -0.027707327 1.9249605 9.615828 
188188588466722 1379437853671742272 0.024108334 1.863349 9.627967 
188188653627717 1379437853735737633 0.08214687 1.8386133 9.6324005 
188188721566067 1379437853798817467 0.0758559 1.8494823 9.630371 
188188788527763 1379437853862751793 0.017902391 1.7543787 9.648431 
188188844380044 1379437853926045250 -0.06170545 1.7524608 9.648599 
188188907282531 1379437853989918541 -0.14951746 1.8862273 9.622379 
188188970337620 1379437854053181481 -0.21963628 1.9483731 9.608642 
188189035284974 1379437854117024254 -0.3193683 1.9091352 9.613719 
188189098401103 1379437854180226159 -0.36262968 1.864332 9.620975 
188189162646487 1379437854244343590 -0.46257207 1.8777612 9.614075 
188189224938566 1379437854307605226 -0.5430769 1.7925025 9.626131 
188189289550195 1379437854371692140 -0.585018 1.5112188 9.671833 
188189352086439 1379437854434833009 -0.69638854 1.3710481 9.685332 
188189417918881 1379437854498675783 -0.72195196 1.3335361 9.688697 
188189484209130 1379437854561969240 -0.7282731 1.3138134 9.690918 
188189545188833 1379437854625842531 -0.6732333 1.351382 9.689733 
188189605436049 1379437854688983400 -0.55725735 1.3924581 9.69128 
