#SysTm EventTmStmp La:x La:y La:z
80127048624591 1379307868824241473 -0.2653482 -0.12486756 -0.5392332 
80127085737363 1379307869078513934 -0.08536729 -0.017056942 -0.23682117 
80127141040277 1379307869142478778 0.019465834 0.0051881075 -0.17047787 
80127195824346 1379307869205815031 0.23509769 0.09083021 0.19506264 
80127259795047 1379307869269779875 -1.3905764E-4 0.17257673 -0.16599083 
80127323948870 1379307869332951262 -0.13356327 -0.09614831 -0.21974754 
80127389048825 1379307869396885588 -0.04593134 0.34700894 -0.14068604 
80127449601243 1379307869460087492 -0.14930815 0.5716468 -0.5384712 
80127516288256 1379307869524052336 0.016386032 1.0264585 -0.39671803 
80127625093384 1379307869587263468 -0.0693886 1.0033455 0.60497856 
80127639285357 1379307869651136759 -0.5645807 0.8717452 0.35223866 
80127704751556 1379307869714308145 -0.046922386 1.2329087 0.09380722 
80127769546306 1379307869778272989 0.47194272 1.4146717 0.0044498444 
80127830068204 1379307869841444376 0.29642457 1.2115812 0.58868885 
80127893520058 1379307869905409220 -0.33768886 1.430732 0.038591385 
80127956544628 1379307869968580606 -0.48919818 0.12776692 2.351242 
80128022865396 1379307870032575968 -1.5779337 -0.5454174 3.0059624 
80128088270554 1379307870095747354 -0.093050815 0.5556841 -2.0560493 
80128148792452 1379307870159681681 1.1529826 0.39981204 -1.3771458 
80128211298175 1379307870222822550 -0.10782012 -1.0732006 0.95151806 
80128274566908 1379307870286787393 -0.24911615 -0.22428417 -1.6584616 
80128337652516 1379307870349989298 0.37129295 0.40952355 -1.2920284 
80128404095367 1379307870414029812 0.5227163 0.43629557 -0.9290123 
80128468249189 1379307870477201199 0.32469234 0.40320075 -0.81250954 
80128531853646 1379307870541227078 0.4353871 0.47407633 0.27850437 
80128594725612 1379307870604367947 0.18347545 0.43869066 1.0743628 
80128658909957 1379307870668302273 0.9713497 0.6868068 1.0680618 
80128722667014 1379307870731473660 -0.50918406 -1.1582744 2.480507 
80128826802524 1379307870795560574 -0.8797245 -0.31928357 -1.420599 
80128846518685 1379307870858609891 -0.79102653 -1.3457029 1.1913891 
80128911710200 1379307870922574734 0.15399349 -0.37901413 -0.9745598 
80128973758117 1379307870985746121 -0.011678994 0.38471836 -1.3848534 
80129043008843 1379307871049741482 -0.28901345 0.26908758 0.24971867 
