#SysTm EventTmStmp Grav:x Grav:y Grav:z
160745025726019 1379398045192841760 -1.3892305 3.1926823 9.1677265 
160745034637968 1379398045255891076 -1.381949 3.1938057 9.168435 
160745057925012 1379398045383027307 -1.3694816 3.2057889 9.166124 
160745117836502 1379398045446961633 -1.3416632 3.1850855 9.177448 
160745178602564 1379398045510194055 -1.3180898 3.156283 9.190805 
160745237354280 1379398045574128381 -1.292627 3.142063 9.19929 
160745301294461 1379398045637314376 -1.2293684 3.123653 9.214219 
160745362945612 1379398045701279219 -1.1087079 3.0678248 9.248221 
160745426580588 1379398045764450606 -0.9884224 3.0027487 9.283153 
160745490703892 1379398045828415450 -0.9280952 2.9713821 9.299458 
160745555956447 1379398045891586837 -0.88392687 2.936006 9.314984 
160745619866107 1379398045955551680 -0.82766545 2.8940222 9.333274 
160745682463391 1379398046018814620 -0.7769994 2.8620505 9.347477 
160745744938592 1379398046082687911 -0.72987497 2.8362017 9.359147 
160745807566397 1379398046145828780 -0.7048621 2.816584 9.366985 
160745885454387 1379398046209824141 -0.6711729 2.7966118 9.375441 
160745963617060 1379398046272965010 -0.5879017 2.7753258 9.387349 
160745997342072 1379398046337051925 -0.45990503 2.7143452 9.41229 
160746060732885 1379398046400101241 -0.32399556 2.6170835 9.445437 
160746124154220 1379398046464035567 -0.16207801 2.503457 9.480338 
160746188308042 1379398046527329024 0.016299065 2.4025726 9.507774 
160746252858629 1379398046591232833 0.19187008 2.3151586 9.527518 
160746317256615 1379398046654495772 0.29267302 2.2841337 9.532443 
160746379609735 1379398046718399581 0.33269212 2.2913435 9.529399 
160746442939509 1379398046781540450 0.33020893 2.3130481 9.5242405 
160746509260277 1379398046845627364 0.2730115 2.3399727 9.519474 
160746570514664 1379398046908676680 0.22230154 2.3413541 9.520453 
160746636652312 1379398046972641524 0.20695023 2.3356786 9.522193 
160746696869005 1379398047035843428 0.19746725 2.342238 9.520783 
160746764990478 1379398047099747237 0.172052 2.3542652 9.51831 
160746824810407 1379398047163010176 0.13451551 2.3563373 9.518401 
160746916554646 1379398047226913985 0.112312265 2.351509 9.519883 
160746966180772 1379398047290206163 0.10946744 2.3495786 9.520393 
160747016447825 1379398047354048936 0.102810405 2.3595371 9.518003 
160747078190539 1379398047417281358 0.12065005 2.365857 9.516226 
160747142954768 1379398047481398790 0.1554537 2.3617263 9.5167465 
