#SysTm EventTmStmp Pressure
160745031158645 1379398045203431359 993.2641 
160745065463543 1379398045393555871 993.5939 
160745123910056 1379398045457490197 993.2641 
160745186415779 1379398045520722619 993.354 
160745243580436 1379398045584626428 993.6239 
160745306910209 1379398045648270186 993.08417 
160745370941950 1379398045711807784 993.2041 
160745435004211 1379398045774979171 993.32404 
160745505780956 1379398045838944014 993.29407 
160745562365725 1379398045902145919 993.2641 
160745626000702 1379398045966080245 993.23413 
160745688659026 1379398046029404219 993.2641 
160745759771493 1379398046093185958 993.23413 
160745824413643 1379398046156296309 993.2641 
160745895770272 1379398046220322188 993.29407 
160745968561360 1379398046283493575 993.2641 
160746006406623 1379398046348496016 993.32404 
160746068515580 1379398046410629805 993.32404 
160746132516802 1379398046474564132 993.29407 
160746195907614 1379398046537888106 993.29407 
160746260488722 1379398046601761397 993.2641 
160746323208088 1379398046665085372 993.2641 
160746386965145 1379398046728928145 993.23413 
160746450203357 1379398046792069014 993.29407 
160746519332000 1379398046857071456 993.2641 
160746577503830 1379398046919205245 993.29407 
160746648219532 1379398046983139571 993.354 
160746729678407 1379398047046433028 993.29407 
160746769812696 1379398047110245284 993.2641 
160746832684664 1379398047173599776 993.29407 
160746926138042 1379398047237412032 993.2641 
160746970423104 1379398047300673692 993.32404 
160747031219685 1379398047364608018 993.32404 
160747085606989 1379398047427779405 993.32404 
160747150554341 1379398047492018907 993.32404 
160747213273706 1379398047555129259 993.32404 
160747277610652 1379398047618941514 993.354 
160747341581351 1379398047682051866 993.38403 
160747403964993 1379398047746016710 993.32404 
160747467416847 1379398047809340684 993.29407 
160747531143384 1379398047873152940 993.354 
160747595144606 1379398047936324327 993.414 
160747660946528 1379398048000563829 993.32404 
160747721621028 1379398048063552110 993.17413 
160747785561208 1379398048127455919 993.29407 
160747848952021 1379398048190688341 993.29407 
160747912709080 1379398048254592149 993.2641 
160747977076544 1379398048317946641 993.2641 
160748039643308 1379398048381667345 993.354 
160748104773782 1379398048444960802 993.414 
160748167554188 1379398048508925645 993.32404 
160748230181993 1379398048572035997 993.354 
160748295007263 1379398048636275499 993.32404 
160748372986814 1379398048699111192 993.29407 
160748421300564 1379398048763289659 993.32404 
160748486980405 1379398048826430528 993.354 
160748561328033 1379398048890273302 993.29407 
160748612113932 1379398048953536241 993.2541 
160748675474225 1379398049017379014 993.32404 
160748765997649 1379398049080641954 993.2241 
160748807444316 1379398049144759386 993.28406 
160748865982389 1379398049207717149 993.354 
160748930258294 1379398049271895616 993.28406 
160748993130260 1379398049334853380 993.28406 
160749058047093 1379398049398818223 993.354 
160749121193744 1379398049462172716 993.2541 
160749184065710 1379398049525923936 993.3141 
160749254109963 1379398049589217393 993.28406 
160749314204579 1379398049653121202 993.28406 
160749380525347 1379398049716231554 993.2541 
160749463601799 1379398049780501573 993.28406 
160749501508102 1379398049843367784 993.2541 
160749565631404 1379398049907546251 993.2541 
160749629144301 1379398049970595567 993.2541 
160749692626675 1379398050034468858 993.34406 
160749757146741 1379398050097792833 993.2541 
160749821697329 1379398050161818712 993.28406 
160749883012756 1379398050224898546 993.28406 
