2,1,3,1,173,-2.393660,0.255190,0.400229
2,2,3,3,37,-16.256923,3.747054,0.595210
2,3,4,2,242,-4.018689,0.467716,0.536977
2,4,5,1,81,-7.654709,1.210198,0.051283
2,5,5,2,69,-8.672238,1.578066,0.051501
4,1,1,1,111,-1.993040,0.188318,0.224538
4,2,1,2,249,-7.089449,1.062132,0.713633
4,3,1,4,324,-10.161315,2.040208,0.994026
9,1,2,1,32,-16.281198,3.752886,0.445022
9,2,2,2,166,-2.381670,0.253025,0.396624
9,3,3,1,63,-2.880126,0.359973,0.124932
9,4,3,2,30,-9.102237,1.736906,0.004858
9,5,3,3,179,-4.419412,0.505637,0.059647
9,6,3,4,73,-6.703715,0.941924,0.314192
9,7,5,1,81,-7.654709,1.210198,0.051283
9,8,5,2,69,-8.672238,1.578066,0.051501
11,1,2,2,249,-7.089449,1.062132,0.713633
11,2,2,3,111,-2.027239,0.193630,0.123197
11,3,2,4,324,-10.161315,2.040208,0.994026
1  4,1,4,1,131,-7.059887,1.049001,0.663646
1  4,2,4,2,164,-10.092711,2.019751,0.983783
1  4,3,4,3,58,-1.982899,0.181301,0.095563
4  8,1,3,1,48,-1.858223,0.153256,0.007078
4  8,2,3,3,11,-2.608407,0.321115,0.067268
