#SysTm EventTmStmp Acc:x Acc:y Acc:z
92368978534902 1374955543636897129 -1.1811829 4.7431946 8.437225 
92368995717871 1374955543700465244 -1.3918457 4.8455505 8.202759 
92369007101970 1374955543764063877 -1.3823242 4.920532 8.682404 
92369018760753 1374955543827631992 -1.2573547 4.802704 8.365814 
92369032128676 1374955543891169590 -1.3406677 4.887207 8.420563 
92369069363530 1374955543954874407 -1.3275757 4.837219 8.522919 
92369126924953 1374955544018381487 -1.2311707 4.8253174 8.283691 
92369190498888 1374955544081949602 -1.2763977 4.944336 8.5979 
92369254408549 1374955544145548235 -1.2597351 4.84317 8.393188 
92369317890922 1374955544209116351 -1.2133179 4.8062744 8.415802 
92369381800581 1374955544272959124 -1.1669006 4.8312683 8.544342 
92369444825151 1374955544336222063 -1.2347412 4.8122253 8.46817 
92369508795851 1374955544399820696 -1.169281 4.8503113 8.561005 
92369572552909 1374955544463358294 -1.1478577 4.805084 8.408661 
92369635821641 1374955544526956927 -1.0585938 4.751526 8.625275 
92369699090372 1374955544590525042 -1.1454773 4.8134155 8.514587 
92369763000033 1374955544654062640 -1.0800171 4.7931824 8.627655 
92369826421366 1374955544717630755 -1.091919 4.7610474 8.449127 
92369890514149 1374955544781259905 -1.0835876 4.765808 8.550293 
92369953202993 1374955544844797503 -1.1145325 4.7622375 8.539581 
92370017631499 1374955544908335101 -1.0455017 4.77771 8.52887 
92370081235955 1374955544971903216 -1.091919 4.7812805 8.515778 
92370144230003 1374955545035471331 -1.0966797 4.7824707 8.527679 
92370207834459 1374955545099039446 -1.0812073 4.771759 8.557434 
92370272049323 1374955545162607561 -1.1026306 4.808655 8.46817 
92370335043370 1374955545226175677 -1.0466919 4.816986 8.546722 
92370398953031 1374955545289774310 -1.0800171 4.8074646 8.518158 
92370462160722 1374955545353342425 -1.0812073 4.765808 8.534821 
92370525917781 1374955545416910540 -1.1002502 4.7420044 8.501495 
92370589491715 1374955545480753313 -1.0823975 4.7420044 8.575287 
92370652699407 1374955545544016253 -1.0395508 4.771759 8.516968 
92370716273342 1374955545607918776 -1.066925 4.7931824 8.553864 
92370779816757 1374955545671303786 -1.072876 4.77771 8.515778 
92370843177050 1374955545734932936 -1.0931091 4.758667 8.570526 
92370907422435 1374955545798501051 -1.0764465 4.7872314 8.477692 
92370970813247 1374955545862069167 -1.0419312 4.7884216 8.516968 
92371034478744 1374955545925606764 -1.0812073 4.7955627 8.551483 
92371097961118 1374955545989205397 -1.0847778 4.7789 8.522919 
92371161626615 1374955546052742995 -1.0704956 4.7170105 8.519348 
92371225017429 1374955546116311110 -1.0716858 4.7550964 8.566956 
92371288805007 1374955546179909743 -1.0800171 4.746765 8.507446 
92371351951657 1374955546243477858 -1.0740662 4.803894 8.564575 
92371416227562 1374955546307015456 -1.0895386 4.752716 8.477692 
92371479862537 1374955546370614089 -1.1026306 4.7539063 8.556244 
92371543344913 1374955546434227375 -1.1085815 4.770569 8.470551 
92371606186359 1374955546497795490 -1.0800171 4.7860413 8.549103 
92371670218100 1374955546561363606 -1.1192932 4.8062744 8.53006 
92371733608914 1374955546624992756 -1.1192932 4.751526 8.502686 
92371799136152 1374955546688499836 -1.085968 4.727722 8.534821 
92371864449750 1374955546752159504 -1.1454773 4.7693787 8.608612 
92371926924952 1374955546815666584 -1.09906 4.752716 8.512207 
92371990346286 1374955546879173664 -1.0895386 4.771759 8.556244 
92372055751444 1374955546942772297 -1.1347656 4.7693787 8.493164 
92372117097391 1374955547006340412 -1.1276245 4.746765 8.547913 
92372181739541 1374955547069939045 -1.1038208 4.757477 8.499115 
92372244306304 1374955547133476643 -1.0954895 4.784851 8.561005 
92372320668275 1374955547197044758 -1.1407166 4.764618 8.546722 
92372369043066 1374955547260612873 -1.1276245 4.719391 8.537201 
92372432708563 1374955547324180988 -1.1252441 4.733673 8.561005 
92372496129896 1374955547387779621 -1.1157227 4.751526 8.558624 
92372564861775 1374955547451317219 -1.1085815 4.7610474 8.536011 
92372624773265 1374955547514885334 -1.1264343 4.7110596 8.571716 
92372698937770 1374955547578453449 -1.1204834 4.7039185 8.520538 
92372751127608 1374955547642052082 -1.1002502 4.7622375 8.565765 
92372815434032 1374955547705589680 -1.1133423 4.7800903 8.534821 
92372878550162 1374955547769218830 -1.085968 4.719391 8.545532 
92372942642943 1374955547832756428 -1.0800171 4.7098694 8.505066 
92373005820114 1374955547896294026 -1.1252441 4.7312927 8.609802 
92373070218101 1374955547959862141 -1.1097717 4.7241516 8.559814 
92373133273189 1374955548023430256 -1.1264343 4.7753296 8.582428 
92373197640655 1374955548087546494 -1.1192932 4.7348633 8.500305 
92373260817825 1374955548150748398 -1.105011 4.746765 8.53006 
92373325582055 1374955548214285996 -1.1442871 4.77652 8.537201 
92373392421672 1374955548277884629 -1.1359558 4.759857 8.513397 
92373453279294 1374955548341422226 -1.1264343 4.770569 8.571716 
92373516456465 1374955548405020859 -1.1216736 4.7312927 8.46698 
92373581129134 1374955548468588974 -1.1026306 4.7372437 8.571716 
92373643665376 1374955548532157089 -1.118103 4.7289124 8.490784 
92373707880239 1374955548595694687 -1.1192932 4.789612 8.512207 
92373775269221 1374955548659323838 -1.0645447 4.706299 8.563385 
92373831548788 1374955548722830918 -1.1252441 4.6527405 8.635986 
92373894848040 1374955548786460068 -1.0847778 4.6467896 8.582428 
92373958910302 1374955548849997666 -1.0431213 4.7800903 8.4646 
92374024223898 1374955548913671986 -1.0502625 4.849121 8.46817 
92374087004304 1374955548977240102 -1.0681152 4.8324585 8.40152 
92374151310729 1374955549040808217 -1.1347656 4.7348633 8.601471 
92374214274257 1374955549104315297 -1.1407166 4.637268 8.651459 
92374279801497 1374955549167883412 -1.1323853 4.752716 8.559814 
92374343405952 1374955549231451527 -1.0812073 4.758667 8.477692 
92374407742898 1374955549295446889 -1.1978455 4.7539063 8.583618 
92374471499955 1374955549358587758 -1.1133423 4.636078 8.547913 
92374534616085 1374955549422155873 -1.1323853 4.706299 8.559814 
92374597457532 1374955549485754506 -1.1276245 4.725342 8.639557 
92374661000947 1374955549549292104 -1.156189 4.707489 8.541962 
92374724544364 1374955549612860219 -1.1311951 4.689636 8.607422 
92374788179340 1374955549676458852 -1.1609497 4.6479797 8.566956 
92374856331330 1374955549739996449 -1.1347656 4.6908264 8.625275 
92374912031010 1374955549803595082 -1.09906 4.727722 8.514587 
92374975910150 1374955549867132680 -1.1799927 4.739624 8.577667 
92375039239921 1374955549930700795 -1.1085815 4.682495 8.569336 
92375105957457 1374955549994299428 -1.1085815 4.7550964 8.564575 
92375169043066 1374955550057837026 -1.1871338 4.77652 8.512207 
92375234204060 1374955550121405141 -1.1359558 4.732483 8.551483 
92375296923425 1374955550184973256 -1.1585693 4.6455994 8.582428 
92375360497362 1374955550248541371 -1.1109619 4.669403 8.577667 
92375423827134 1374955550312109486 -1.1252441 4.7562866 8.563385 
92375487980956 1374955550375708119 -1.1300049 4.7562866 8.534821 
92375551371770 1374955550439245717 -1.2061768 4.745575 8.476501 
92375610428689 1374955550501410024 -1.1907043 4.739624 8.4895935 
92375674948759 1374955550566533001 -1.1776123 4.77652 8.551483 
92375738797377 1374955550630101116 -1.1430969 4.77771 8.507446 
92375805972715 1374955550693669231 -1.1633301 4.745575 8.52887 
92375867196583 1374955550757206829 -1.1133423 4.71344 8.507446 
92375932113415 1374955550820774944 -1.1633301 4.7217712 8.557434 
92375994985382 1374955550884343060 -1.1597595 4.771759 8.566956 
92376056453411 1374955550947911175 -1.1466675 4.77771 8.5407715 
92376119996826 1374955551011509808 -1.1597595 4.745575 8.553864 
92376183296081 1374955551075077923 -1.0871582 4.7158203 8.4646 
92376249220085 1374955551138646038 -1.0835876 4.805084 8.551483 
92376314899927 1374955551202214153 -1.066925 4.7943726 8.576477 
92376377527731 1374955551265751751 -1.0193176 4.727722 8.506256 
92376441589993 1374955551329319866 -0.9395752 4.727722 8.507446 
92376504645081 1374955551392994508 -0.9883728 4.6015625 8.390808 
92376568615781 1374955551456562623 -1.150238 4.7182007 8.718109 
92376633349490 1374955551520100221 -1.4263611 4.8586426 8.601471 
92376695031162 1374955551583698854 -1.4299316 4.811035 8.299164 
92376759154464 1374955551647236451 -1.644165 4.9300537 8.52887 
92376822301114 1374955551710102662 -1.5644226 4.8384094 8.344391 
92376883463941 1374955551774525270 -1.4406433 4.8776855 8.40033 
