#SysTm EventTmStmp Ori:x Ori:y Ori:z
41696405272550 41695886760000 2.9270957 -0.2954361 0.014601489 
41696418919508 41695953395000 2.9242692 -0.29324138 -7.410329E-4 
41696428185216 41696020110000 2.9304929 -0.28758967 -0.018048763 
41696436998675 41696086741000 2.9304411 -0.28820533 -0.025961949 
41696446608883 41696153408000 2.937798 -0.28492138 -0.039769642 
41696454963966 41696220099000 2.9448833 -0.2819661 -0.048680115 
41696465306050 41696286872000 2.9530501 -0.28582886 -0.06345933 
41696476792508 41696353573000 2.9568784 -0.294377 -0.07245497 
41696517054258 41696420077000 2.9583175 -0.2931195 -0.077789605 
41696528511675 41696486769000 2.9606464 -0.29855376 -0.09069203 
41696609790466 41696553442000 2.9623208 -0.30547923 -0.08240925 
41696624628883 41696620091000 2.957483 -0.3113683 -0.07093965 
41696691745925 41696686813000 2.951297 -0.31245732 -0.06156383 
41696762470092 41696753550000 2.9386265 -0.31926724 -0.0408887 
41696825932550 41696820429000 2.9485533 -0.29487288 -0.03929164 
41696895091883 41696887596000 2.9501603 -0.3177647 -0.02083691 
41696963426050 41696954960000 2.9303546 -0.3171947 0.0022434236 
41697026328008 41697020184000 2.9056923 -0.29352096 0.008732694 
41697093177967 41697086817000 2.936641 -0.2637911 0.02542407 
41697160060550 41697153510000 2.9250314 -0.31123105 0.042772133 
41697227435176 41697220363000 2.922424 -0.30548078 0.05506002 
41697292790259 41697286765000 2.9427533 -0.26895326 0.10717665 
41697364597384 41697353571000 2.9644055 -0.28533658 0.118739575 
41697427424676 41697420748000 2.96909 -0.30257297 0.14040586 
41697491061009 41697486728000 2.977563 -0.2920568 0.12979779 
41697561225134 41697553470000 2.9858718 -0.29309663 0.12895615 
41697629516883 41697620374000 2.995994 -0.29171154 0.1268901 
41697691457009 41697686767000 3.0013325 -0.30831915 0.11756131 
41697762035217 41697753485000 3.0081377 -0.26309422 0.1236206 
41697827686759 41697820145000 3.03083 -0.3237544 0.10356494 
41697891940926 41697887177000 3.0183554 -0.29984897 0.106741406 
41697962902717 41697953406000 3.0071247 -0.2856615 0.08805155 
41698026662593 41698020176000 3.0001326 -0.2587915 0.05711299 
41698094036426 41698086793000 3.0009403 -0.2923909 0.035126816 
41698160365384 41698153446000 2.9949937 -0.2668766 0.029920483 
41698226712676 41698220144000 2.9887025 -0.27017197 0.029325295 
41698291918884 41698286772000 2.9908237 -0.2644953 0.00442236 
41698358375009 41698353436000 3.000221 -0.24569225 0.0047666053 
41698427821510 41698420140000 2.9984238 -0.27683878 0.0031428256 
41698491987801 41698486748000 3.0001335 -0.2743513 0.021296792 
41698557743676 41698553431000 3.002371 -0.28258234 0.038900886 
41698625747468 41698620138000 3.0161982 -0.2786721 0.045093283 
41698691516843 41698686790000 3.025035 -0.31067118 0.054896872 
41698758424093 41698753445000 3.017568 -0.32442614 0.04392792 
41698826744177 41698820165000 3.011359 -0.27984092 0.030986235 
41698891984968 41698886773000 3.0436647 -0.2654245 0.0339191 
41698962645926 41698953425000 3.0500417 -0.2915329 0.05679142 
41699026299510 41699020201000 3.0702558 -0.26001093 0.05058602 
41699093076301 41699086816000 3.0940247 -0.25251213 0.040757068 
41699159635093 41699153547000 3.1094022 -0.256844 0.036827397 
41699225652968 41699220146000 3.1173875 -0.245026 0.059047606 
41699292261593 41699286839000 -3.1290336 -0.2207428 -0.015692957 
41699361033302 41699353487000 3.1397817 -0.26010734 0.037229855 
41699425673094 41699420136000 -3.1027267 -0.18412165 -0.027389267 
41699493410927 41699487127000 -3.1362202 -0.28479534 0.009101477 
41699559118635 41699553519000 -3.122702 -0.1993815 -0.047250763 
41699625862260 41699620561000 -3.1282048 -0.25205004 -0.04182622 
41699692127718 41699686790000 3.129597 -0.25882295 -0.039869376 
41699758908302 41699753431000 3.1283555 -0.2130249 -0.05086283 
41699828495593 41699820214000 3.1220253 -0.24069911 -0.05368814 
41699893568885 41699886819000 3.1085365 -0.25345644 -0.03529486 
41699964622426 41699953461000 3.0884802 -0.24668057 -0.01559181 
41700028728927 41700022487000 3.0710526 -0.22931096 0.0032842665 
41700093483093 41700086839000 3.0889838 -0.18622985 -0.006068298 
41700159411843 41700153414000 3.048777 -0.28277212 0.007193439 
41700225266385 41700220162000 3.0479236 -0.15823689 0.021634154 
41700292465843 41700286794000 3.0754726 -0.21261106 0.013196674 
41700357778510 41700353403000 -3.128199 -0.17323217 0.12064566 
41700426330885 41700420189000 3.1370916 -0.14574741 0.07015398 
41700491538510 41700486781000 -3.0673435 -0.107736304 0.11033762 
41700557688260 41700553402000 -3.0873525 -0.112325706 0.10194579 
41700625445760 41700620141000 -3.037487 -0.16481063 0.06430968 
41700691236178 41700686778000 -3.0368888 -0.12394391 0.124483235 
41700757599802 41700753437000 -3.0242913 -0.19400208 0.057971112 
41700824299010 41700820129000 -3.0976396 -0.18280093 0.076438 
41700890885678 41700886746000 -3.0740483 -0.117216 0.051025063 
41700970901261 41700953439000 -3.0703454 -0.22061431 0.012835724 
41701024067886 41701020109000 -3.1080735 -0.16345057 0.03243494 
41701091999761 41701086773000 -3.0857015 -0.15799423 0.023712926 
41701158905844 41701153596000 -3.0688033 -0.19234939 0.019316515 
41701224048011 41701220085000 -3.0812216 -0.19437335 -0.046259947 
41701290917552 41701286781000 -3.0664017 -0.12618726 0.056237277 
41701357493760 41701353461000 -3.0683923 -0.12473109 -0.055224225 
41701428017427 41701420128000 -3.0873854 -0.2279076 -0.004898108 
41701492492053 41701486825000 -3.1203196 -0.11884938 -0.03809526 
41701558549594 41701554402000 -3.124088 -0.13395931 -0.02265608 
41701630848594 41701620262000 3.1344845 -0.17962193 0.010025212 
41701691862678 41701686843000 3.134625 -0.16383992 -0.027003396 
41701758577761 41701753455000 3.1328752 -0.16277629 -0.010586496 
41701825702553 41701820153000 -3.1407719 -0.20786563 -0.0045824964 
41701892148511 41701886855000 -3.1249459 -0.21339032 0.004118441 
41701957451386 41701953443000 -3.0808861 -0.1872596 0.012313363 
41702027117094 41702020160000 -3.0612853 -0.23901962 -0.032733046 
41702092442428 41702086779000 -3.0470397 -0.27372715 -0.04580138 
41702157363761 41702153435000 -3.0108943 -0.14804077 -0.10849472 
41702227611177 41702220192000 -3.0214121 -0.26609826 -0.1646965 
41702293360052 41702286871000 -3.0167422 -0.22371261 -0.13129188 
41702357189260 41702353434000 -3.0232933 -0.2111235 -0.18025519 
41702425793969 41702420218000 -3.042114 -0.24621278 -0.1804516 
41702492024511 41702486864000 -3.0334907 -0.2566925 -0.15960854 
