#SysTm EventTmStmp La:x La:y La:z
41696403639883 41695886760000 0.3859771 -0.690918 0.33010057 
41696418111841 41695953395000 0.2707691 -0.4979374 -0.6156676 
41696427390967 41696020110000 0.12716247 -0.43525738 -0.505508 
41696436010133 41696086741000 0.37842095 -0.39316228 -0.49258128 
41696445459467 41696153408000 0.2674623 -0.38142467 -0.41121933 
41696454029216 41696220099000 0.135406 -0.008834756 -0.0516881 
41696464114383 41696286872000 0.15031433 0.2899895 -0.36848903 
41696475369175 41696353573000 0.23041342 0.22881752 -0.7793577 
41696516176717 41696420077000 0.23767582 0.35554245 -0.78873515 
41696527460758 41696486769000 -0.0635802 0.4386416 -0.6194202 
41696608839216 41696553442000 -0.089917004 0.10564853 -0.8071084 
41696623756966 41696620091000 0.1332034 0.07935236 -0.85529876 
41696690767300 41696686813000 0.0675034 0.40437663 -0.5705208 
41696760770550 41696753550000 0.28018677 0.7048165 0.3405489 
41696824902591 41696820429000 -0.1195984 -0.8484385 1.7808348 
41696893219133 41696887596000 -0.2324067 -1.4742785 1.1825088 
41696962459217 41696954960000 0.049632046 -1.4019305 -0.8610937 
41697025202967 41697020184000 -0.2915205 -1.2379762 -0.90182084 
41697092150675 41697086817000 -1.1766948 -1.7142508 0.14117256 
41697158537383 41697153510000 -1.8417958 -1.6719223 0.0487199 
41697226129301 41697220363000 -1.4868572 -1.0627363 -0.82467157 
41697291591009 41697286765000 -0.8465808 -0.5085266 -0.9626824 
41697361770634 41697353571000 -0.65697813 -0.47152403 -0.51406306 
41697426040592 41697420748000 -0.27970263 -0.29811406 -0.58287936 
41697490184967 41697486728000 -0.78599215 0.44213587 -0.76986325 
41697557238550 41697553470000 -0.46859828 0.48983228 -0.38489538 
41697628291383 41697620374000 -0.7937975 0.617761 0.16420272 
41697690430092 41697686767000 -0.29265067 0.69201434 0.39285308 
41697758609301 41697753485000 0.037545376 0.17897856 1.1950077 
41697826188718 41697820145000 0.4056858 -1.1756796 -0.17812136 
41697890939801 41697887177000 0.8545185 -0.4354092 -1.3095541 
41697962039550 41697953406000 1.7467992 0.16706455 -0.84943134 
41698024927301 41698020176000 0.74225384 0.26762947 0.41863284 
41698092753842 41698086793000 0.43513256 -0.24095541 -0.08555939 
41698159284092 41698153446000 1.1257458 0.19106443 -1.2670869 
41698225770509 41698220144000 1.378445 0.29398236 -2.034401 
41698291020801 41698286772000 0.8271552 0.36682695 -1.5167788 
