#SysTm EventTmStmp Rot:x Rot:y Rot:z
13541346539497 13540515523000 0.4011278 0.37802026 0.52948487 
13541356685247 13540525757000 0.3987066 0.37740067 0.5324983 
13541364570705 13540535863000 0.39423445 0.37821048 0.535717 
13541371377997 13540545870000 0.39020708 0.37965623 0.538116 
13541378421455 13540555850000 0.3859456 0.38167056 0.54033756 
13541385363081 13540566192000 0.3820532 0.383739 0.542086 
13541391693497 13540576140000 0.37907368 0.38523075 0.5430783 
13541487874664 13540586338000 0.37723136 0.38579875 0.543201 
13541500211206 13540596377000 0.37651286 0.38554436 0.54258233 
13541506445080 13540606668000 0.37647668 0.38483885 0.54157436 
13541512096955 13540616681000 0.37666214 0.38398716 0.5405503 
13541518562164 13540627689000 0.37681428 0.38342112 0.53928447 
13541524352330 13540637205000 0.376355 0.38369516 0.5390184 
13541530260164 13540647337000 0.3752268 0.384915 0.53918433 
13541535780331 13540656898000 0.37412834 0.38602298 0.5397596 
13541542151497 13540667619000 0.37326843 0.38698265 0.5404602 
13541549672872 13540677759000 0.372716 0.38755736 0.5411822 
13541556224039 13540687637000 0.37253925 0.38760477 0.54182553 
13541561208122 13540697456000 0.3726242 0.38734198 0.54240507 
13541566694747 13540707517000 0.37273863 0.38698748 0.54306126 
13541572242914 13540718800000 0.37271735 0.3868387 0.54378444 
13541579090580 13540727926000 0.37243837 0.38694158 0.5446163 
13541591677914 13540739622000 0.3707808 0.3885104 0.5463091 
13541598204747 13540749552000 0.3694183 0.38955143 0.5473833 
13541604672455 13540759075000 0.367807 0.39073527 0.5485328 
13541612058997 13540769136000 0.36608806 0.39208663 0.5496557 
13541617995289 13540779081000 0.3644787 0.3933914 0.5506174 
13541623709122 13540789361000 0.36310112 0.39451563 0.551388 
13541631159705 13540799449000 0.36195067 0.3954543 0.55195445 
13541638111664 13540811179000 0.36093804 0.39621037 0.55238014 
13541643640622 13540822191000 0.35991436 0.39688888 0.55278826 
13541651025456 13540833245000 0.35800973 0.39849675 0.553322 
13541659433247 13540844278000 0.3554544 0.400767 0.55403155 
13541665530789 13540854338000 0.35328865 0.40266976 0.55468786 
13541670407872 13540864928000 0.35082138 0.40484995 0.5554238 
13541675463206 13540876204000 0.34820792 0.40716648 0.55611116 
13541681280414 13540889358000 0.34513563 0.41017002 0.55665463 
13541702591622 13540900191000 0.3433455 0.41195044 0.5566437 
13541710970872 13540909694000 0.3431018 0.4122878 0.55635804 
13541733569497 13540921113000 0.34301302 0.4125097 0.5559829 
13541743374080 13540931908000 0.34198803 0.4129243 0.5560331 
13541753409039 13540945994000 0.33731022 0.4148107 0.55732125 
13541758583705 13540956135000 0.33460924 0.41586468 0.5581404 
13541764651372 13540974995000 0.328791 0.41690302 0.55999506 
13541769372414 13540987085000 0.3263911 0.4166873 0.56089395 
13541775721872 13541002287000 0.32308924 0.4154098 0.5621532 
13541781031331 13541011004000 0.32209802 0.41442034 0.5624735 
13541786633539 13541021283000 0.32128057 0.41342935 0.5627913 
13541791940247 13541032160000 0.32062063 0.41256535 0.563173 
13541798787539 13541043501000 0.3200722 0.4118544 0.563583 
13541805445497 13541054207000 0.3191529 0.41106257 0.5642626 
13541811747997 13541063492000 0.31887278 0.41069004 0.5646441 
13541817534164 13541078920000 0.31883913 0.4103462 0.5649279 
13541823781205 13541087783000 0.3190873 0.40996766 0.5650317 
13541828932539 13541098022000 0.3194818 0.40965253 0.56504756 
13541835680331 13541109123000 0.31988347 0.40939158 0.56507796 
13541841799497 13541118294000 0.31998113 0.4091177 0.56530607 
13541848571205 13541128176000 0.3200475 0.4087009 0.5656925 
13541854544914 13541138255000 0.32020375 0.40833205 0.5659124 
13541860109956 13541148510000 0.3201938 0.40801442 0.5661979 
13541866705122 13541158623000 0.31987277 0.4077244 0.56667125 
13541872708455 13541169025000 0.31954986 0.40748695 0.5671178 
13541879374247 13541180550000 0.31934586 0.40715504 0.56752986 
13541889125747 13541189563000 0.31910735 0.40672892 0.5679788 
13541897262414 13541201821000 0.3185644 0.4061631 0.56852144 
13541904015580 13541212020000 0.3181648 0.4056816 0.56892836 
13541910169581 13541223360000 0.3180095 0.40536478 0.5692546 
13541916899580 13541232854000 0.31788433 0.40508196 0.56962496 
13541923596664 13541244487000 0.31784874 0.40488145 0.57002354 
13541928825080 13541252934000 0.3178254 0.40460604 0.5705034 
13541935600497 13541263118000 0.31784737 0.4042147 0.5710541 
13541941634455 13541273110000 0.317805 0.40367457 0.5717478 
13541948595122 13541285334000 0.31720564 0.40256038 0.57329804 
13541957383914 13541294441000 0.31675774 0.40208915 0.57414883 
13541963440039 13541304390000 0.3162793 0.40165237 0.5748711 
13541968875705 13541314055000 0.31592038 0.40117502 0.5754348 
13541974327247 13541324059000 0.31565887 0.40067026 0.5758557 
13542005904747 13541335688000 0.31544307 0.4001984 0.5761767 
13542020799831 13541344995000 0.31507185 0.39979103 0.57649225 
13542027967497 13541355106000 0.31458378 0.39945886 0.5769199 
13542034336122 13541365162000 0.3140875 0.3991821 0.57739484 
13542039517247 13541375382000 0.3136115 0.39892432 0.5779386 
13542045493539 13541385982000 0.31307054 0.39856657 0.5787619 
13542050770039 13541396038000 0.31281173 0.39823273 0.5794826 
13542056204956 13541406127000 0.31288156 0.39796984 0.57993793 
13542060745164 13541416352000 0.3131048 0.39767513 0.5803584 
