4,1,1,2,385,-8.431654,0.579310,0.923821
4,2,2,1,10,-3.218163,-0.206787,0.000086
4,3,2,2,1,-9.080758,2.307881,0.000000
4,4,3,1,293,-2.533341,-0.147284,0.130824
4,5,3,2,196,-1.097154,-0.084945,0.257218
4,6,3,3,12,-9.090675,2.342326,0.000362
11,1,1,1,287,-5.636059,-0.617164,0.761667
11,2,1,2,371,-8.464123,0.607416,0.821586
11,3,2,1,83,-3.420845,-0.229051,0.024157
11,4,2,2,91,-4.142271,-0.323808,0.032617
11,5,2,3,4,-9.078469,2.299933,0.000038
11,6,3,1,301,-2.560812,-0.149409,0.138932
11,7,3,2,12,-9.090675,2.342326,0.000362
11,8,3,3,198,-1.104485,-0.085349,0.259904
1  4,1,1,2,190,-8.417497,0.526827,0.739181
1  4,2,3,1,220,-2.659528,-0.153879,0.112670
1  4,3,3,2,83,-1.123569,-0.086827,0.261234
1  4,4,3,3,13,-9.089912,2.339677,0.000426
2  3,1,2,1,180,-6.095473,-0.716262,0.237342
2  3,2,2,2,69,-7.775046,-0.650746,0.120443
2  4,1,1,1,183,-6.076617,-0.712291,0.255731
2  4,2,1,2,74,-7.803220,-0.616856,0.139393
2  4,3,2,1,198,-1.104485,-0.085349,0.259904
2  4,4,2,2,301,-2.560812,-0.149409,0.138932
2  4,5,2,3,13,-9.089912,2.339677,0.000426
3  4,1,3,1,209,-8.452979,0.535867,0.258983
3  4,2,3,2,108,-5.876540,-0.668473,0.414924
4  5,1,1,1,220,-8.414628,0.461588,0.639098
4  5,2,2,2,103,-4.225967,-0.347660,0.351048
4  5,3,3,1,13,-9.089912,2.339677,0.000426
4  5,4,3,2,150,-2.660644,-0.149620,0.061571
4  5,5,3,3,99,-1.153180,-0.089056,0.227933
4  5,6,4,1,34,-0.447711,-0.043340,0.000828
4  5,7,4,2,13,-0.666386,-0.062435,0.004144
4  5,8,4,3,79,-2.793255,-0.165463,0.125154
4  5,9,4,4,124,-1.868378,-0.123023,0.092416
4  5,10,5,1,57,-8.297449,0.245408,0.744803
4  5,11,5,2,94,-6.082410,-0.718507,0.116465
4  5,12,5,3,74,-4.060354,-0.319771,0.285371
4  7,1,3,1,288,-1.912612,-0.123322,0.464666
4  7,2,3,2,13,-9.089912,2.339677,0.000426
4  8,1,2,1,13,-9.089912,2.339677,0.000426
4  8,2,2,2,293,-2.300016,-0.138188,0.556818
4  8,3,3,1,188,-8.423689,0.530571,0.709680
2  3  4,1,1,1,74,-7.803220,-0.616856,0.139393
2  3  4,2,1,2,183,-6.076617,-0.712291,0.255731
2  3  4,3,3,1,271,-2.549145,-0.147757,0.286605
2  3  4,4,3,2,13,-9.089912,2.339677,0.000426
2  3  4,5,4,1,66,-0.460807,-0.044483,0.003426
2  3  4,6,4,2,162,-1.655932,-0.116625,0.070895
4,1,1,1,69,-3.364444,-0.221900,0.009378
4,2,1,2,46,-3.860331,-0.285575,0.016480
4,3,1,3,60,-4.259082,-0.339895,0.009222
4,4,1,4,1,-9.079232,2.302582,0.000000
4,5,2,1,10,-3.218163,-0.206787,0.000086
4,6,2,2,1,-9.080758,2.307881,0.000000
4,7,3,1,12,-9.090675,2.342326,0.000362
4,8,3,2,293,-2.533341,-0.147284,0.130824
4,9,3,3,196,-1.097154,-0.084945,0.257218
4,10,4,1,373,-8.467409,0.616463,0.834365
4,11,4,2,286,-5.640416,-0.618051,0.758656
11,1,1,1,301,-2.560812,-0.149409,0.138932
11,2,1,2,198,-1.104485,-0.085349,0.259904
11,3,1,3,12,-9.090675,2.342326,0.000362
11,4,2,1,83,-3.420845,-0.229051,0.024157
11,5,2,2,4,-9.078469,2.299933,0.000038
11,6,2,3,91,-4.142271,-0.323808,0.032617
11,7,3,1,287,-5.636059,-0.617164,0.761667
11,8,3,2,371,-8.464123,0.607416,0.821586
1  4,1,3,1,190,-8.417497,0.526827,0.739181
1  4,2,4,1,303,-2.238787,-0.135512,0.623478
1  4,3,4,2,13,-9.089912,2.339677,0.000426
2  3,1,3,1,180,-6.095473,-0.716262,0.237342
2  3,2,3,2,69,-7.775046,-0.650746,0.120443
2  4,1,1,1,13,-9.089912,2.339677,0.000426
2  4,2,1,2,301,-2.560812,-0.149409,0.138932
2  4,3,1,3,198,-1.104485,-0.085349,0.259904
2  4,4,2,1,183,-6.076617,-0.712291,0.255731
2  4,5,2,2,74,-7.803220,-0.616856,0.139393
3  4,1,1,1,65,-0.457644,-0.044207,0.002814
3  4,2,1,2,161,-1.666068,-0.117033,0.068838
3  4,3,2,1,385,-8.431654,0.579310,0.923821
3  4,4,3,1,253,-2.665835,-0.152634,0.094331
3  4,5,3,2,20,-0.852621,-0.076955,0.017248
3  4,6,3,3,13,-9.089912,2.339677,0.000426
4  5,1,2,1,79,-2.793255,-0.165463,0.125154
4  5,2,2,2,34,-0.447711,-0.043340,0.000828
4  5,3,2,3,124,-1.868378,-0.123023,0.092416
4  5,4,2,4,13,-0.666386,-0.062435,0.004144
4  5,5,4,1,13,-9.089912,2.339677,0.000426
4  5,6,4,2,150,-2.660644,-0.149620,0.061571
4  5,7,4,3,99,-1.153180,-0.089056,0.227933
4  8,1,1,1,13,-9.089912,2.339677,0.000426
4  8,2,1,2,223,-2.660624,-0.153700,0.109792
4  8,3,1,3,70,-1.151224,-0.088771,0.243720
4  8,4,2,2,188,-8.423689,0.530571,0.709680
2  3  4,1,1,1,66,-0.460807,-0.044483,0.003426
2  3  4,2,1,2,162,-1.655932,-0.116625,0.070895
2  3  4,3,2,1,183,-6.076617,-0.712291,0.255731
2  3  4,4,2,2,74,-7.803220,-0.616856,0.139393
2  3  4,5,3,1,254,-2.663840,-0.152553,0.094968
2  3  4,6,3,2,13,-9.089912,2.339677,0.000426
2  3  4,7,3,3,17,-0.835469,-0.076096,0.011170
4,1,1,2,385,-8.431654,0.579310,0.923821
4,2,2,1,10,-3.218163,-0.206787,0.000086
4,3,2,2,1,-9.080758,2.307881,0.000000
4,4,3,1,293,-2.533341,-0.147284,0.130824
4,5,3,2,196,-1.097154,-0.084945,0.257218
4,6,3,3,12,-9.090675,2.342326,0.000362
11,1,1,1,287,-5.636059,-0.617164,0.761667
11,2,1,2,371,-8.464123,0.607416,0.821586
11,3,2,1,83,-3.420845,-0.229051,0.024157
11,4,2,2,91,-4.142271,-0.323808,0.032617
11,5,2,3,4,-9.078469,2.299933,0.000038
11,6,3,1,301,-2.560812,-0.149409,0.138932
11,7,3,2,12,-9.090675,2.342326,0.000362
11,8,3,3,198,-1.104485,-0.085349,0.259904
1  4,1,1,2,190,-8.417497,0.526827,0.739181
1  4,2,3,1,220,-2.659528,-0.153879,0.112670
1  4,3,3,2,83,-1.123569,-0.086827,0.261234
1  4,4,3,3,13,-9.089912,2.339677,0.000426
2  3,1,2,1,180,-6.095473,-0.716262,0.237342
2  3,2,2,2,69,-7.775046,-0.650746,0.120443
2  4,1,1,1,183,-6.076617,-0.712291,0.255731
2  4,2,1,2,74,-7.803220,-0.616856,0.139393
2  4,3,2,1,198,-1.104485,-0.085349,0.259904
2  4,4,2,2,301,-2.560812,-0.149409,0.138932
2  4,5,2,3,13,-9.089912,2.339677,0.000426
3  4,1,3,1,209,-8.452979,0.535867,0.258983
3  4,2,3,2,108,-5.876540,-0.668473,0.414924
4  5,1,1,1,220,-8.414628,0.461588,0.639098
4  5,2,2,2,103,-4.225967,-0.347660,0.351048
4  5,3,3,1,13,-9.089912,2.339677,0.000426
4  5,4,3,2,150,-2.660644,-0.149620,0.061571
4  5,5,3,3,99,-1.153180,-0.089056,0.227933
4  5,6,4,1,34,-0.447711,-0.043340,0.000828
4  5,7,4,2,13,-0.666386,-0.062435,0.004144
4  5,8,4,3,79,-2.793255,-0.165463,0.125154
4  5,9,4,4,124,-1.868378,-0.123023,0.092416
4  5,10,5,1,57,-8.297449,0.245408,0.744803
4  5,11,5,2,94,-6.082410,-0.718507,0.116465
4  5,12,5,3,74,-4.060354,-0.319771,0.285371
4  7,1,3,1,288,-1.912612,-0.123322,0.464666
4  7,2,3,2,13,-9.089912,2.339677,0.000426
4  8,1,2,1,13,-9.089912,2.339677,0.000426
4  8,2,2,2,293,-2.300016,-0.138188,0.556818
4  8,3,3,1,188,-8.423689,0.530571,0.709680
2  3  4,1,1,1,74,-7.803220,-0.616856,0.139393
2  3  4,2,1,2,183,-6.076617,-0.712291,0.255731
2  3  4,3,3,1,271,-2.549145,-0.147757,0.286605
2  3  4,4,3,2,13,-9.089912,2.339677,0.000426
2  3  4,5,4,1,66,-0.460807,-0.044483,0.003426
2  3  4,6,4,2,162,-1.655932,-0.116625,0.070895
4,1,3,1,360,-0.409052,8.741019,0.464813
4,2,3,2,517,-0.310148,6.133873,0.408331
4,3,3,3,188,-0.531463,2.758718,0.375423
11,1,2,1,343,-0.402203,8.675540,0.415428
11,2,2,2,186,-0.528365,2.766484,0.372888
11,3,2,3,516,-0.310109,6.131394,0.405946
11,4,3,1,481,-10.199967,6.638377,0.958545
11,5,4,1,1,-0.816592,2.036843,0.000000
11,6,4,2,38,-0.683917,10.032746,0.046108
