#SysTm EventTmStmp Acc:x Acc:y Acc:z
286972017897496 1378833455642871524 0.0256958 0.029129028 9.764099 
286972028304943 1378833455706073428 0.018554688 0.027938843 9.753387 
286972059649366 1378833455960284854 0.004272461 0.018417358 9.752197 
286972166836914 1378833456024249698 0.016174316 0.017227173 9.76886 
286972187438165 1378833456086047793 0.017364502 0.026748657 9.759338 
286972248784113 1378833456151385928 0.011413574 0.025558472 9.748627 
286972313212620 1378833456214587833 0.006652832 0.012466431 9.778381 
286972375870944 1378833456278522159 0.010223389 0.026748657 9.765289 
286972439170196 1378833456341724063 0.020935059 0.027938843 9.783142 
286972503751303 1378833456405658389 0.0018920898 0.030319214 9.760529 
286972570194155 1378833456468860293 -4.8828125E-4 0.018417358 9.7664795 
286972632730397 1378833456532855655 0.016174316 0.029129028 9.764099 
286972695114038 1378833456596027042 0.013793945 0.0315094 9.746246 
286972779472348 1378833456659930850 7.019043E-4 0.011276245 9.749817 
286972824306775 1378833456723132754 0.010223389 0.029129028 9.762909 
286972887697587 1378833456787036563 0.006652832 0.02079773 9.77124 
286972950996840 1378833456850268985 0.004272461 0.016036987 9.751007 
286973012220707 1378833456914233829 0.006652832 0.02079773 9.747437 
286973075764122 1378833456977702018 0.019744873 0.021987915 9.758148 
286973139521180 1378833457041666862 0.019744873 0.026748657 9.761719 
286973203186677 1378833457104868766 0.010223389 0.027938843 9.760529 
286973267401540 1378833457168864127 0.006652832 0.014846802 9.762909 
286973331128078 1378833457232035514 0.016174316 0.027938843 9.762909 
286973394610453 1378833457295298453 0.018554688 0.03627014 9.76886 
286973460748099 1378833457359141227 0.02331543 0.013656616 9.753387 
286973521269998 1378833457423075553 0.004272461 0.041030884 9.759338 
286973589208346 1378833457486277457 -0.004058838 0.032699585 9.751007 
286973648021104 1378833457550242301 0.013793945 0.021987915 9.765289 
286973715623728 1378833457613413688 0.020935059 0.019607544 9.758148 
286973804407491 1378833457677348014 0.0030822754 0.012466431 9.758148 
286973843717731 1378833457740549918 0.022125244 0.018417358 9.748627 
286973902805172 1378833457804484244 0.0054626465 0.02079773 9.755768 
286973968607095 1378833457867686149 -0.0028686523 0.030319214 9.776001 
