#SysTm EventTmStmp Grav:x Grav:y Grav:z
523504750790809 1379850668914580172 0.0032738536 0.026177708 9.806615 
523504762663235 1379850668977812594 0.0038044103 0.027424023 9.806611 
523504768065341 1379850669104887789 0.004908805 0.028042875 9.806609 
523504844427312 1379850669168852633 0.004553884 0.028583858 9.806607 
523504883829113 1379850669232115572 0.00511496 0.028695973 9.806607 
523504946853682 1379850669295988863 0.004865228 0.02892179 9.806606 
523505013113410 1379850669359190768 0.0056466945 0.027230814 9.80661 
523505076046417 1379850669423186129 0.0058477903 0.027736973 9.806609 
523505137514448 1379850669486510104 0.005772239 0.027436668 9.80661 
523505199562364 1379850669550291842 0.0052014543 0.028423768 9.806607 
523505264845442 1379850669613463229 0.0046866275 0.02906027 9.806606 
523505329762273 1379850669677428072 0.003804218 0.030384649 9.8066025 
523505396113564 1379850669740599459 0.0035171392 0.030690383 9.806602 
523505455201004 1379850669804564303 0.003687766 0.030580768 9.806602 
523505519080142 1379850669867766207 0.0025731386 0.029856391 9.806604 
523505582409915 1379850669931670016 0.0039783027 0.029962277 9.806604 
523505646350096 1379850669994902438 0.0037177808 0.028673483 9.806607 
523505709740909 1379850670058867281 0.0033626482 0.029281473 9.806606 
523505774108373 1379850670122038668 0.0050596194 0.029071081 9.806605 
523505865181165 1379850670185942477 0.0046898206 0.028623383 9.806607 
523505898478891 1379850670249113863 0.004354223 0.027596219 9.80661 
523505962602195 1379850670313078707 0.004943302 0.02781312 9.806609 
523506027061220 1379850670376311129 0.004960577 0.027880814 9.806609 
523506091733889 1379850670440337008 0.004047582 0.027047234 9.806612 
523506154697417 1379850670503654901 0.005121289 0.026303332 9.806613 
523506218149271 1379850670567589227 0.0067667086 0.025520775 9.806615 
523506281418003 1379850670630760613 0.0072240224 0.025066178 9.806616 
523506344717256 1379850670694725457 0.006376404 0.024907557 9.806616 
523506409328884 1379850670757927362 0.0062013324 0.025407415 9.806615 
523506473146984 1379850670821892205 0.005792428 0.026101504 9.806614 
523506536415715 1379850670885002557 0.0048369793 0.02672532 9.806613 
523506600691618 1379850670949028436 0.0036867403 0.026776217 9.806613 
523506662770056 1379850671012169305 0.0036205484 0.028845435 9.806607 
523506726252430 1379850671076164666 0.0033542078 0.027160486 9.806612 
523506790223131 1379850671139336053 0.002526377 0.02842582 9.806608 
523506855048401 1379850671203270379 0.002169221 0.028930034 9.806607 
523506917157360 1379850671266455413 0.001844002 0.028249005 9.806609 
523506982165752 1379850671330420257 0.0019366911 0.027761476 9.80661 
523507043847426 1379850671393622161 0.0013836565 0.028213423 9.806609 
523507108001248 1379850671457556487 0.0019027705 0.027983753 9.80661 
523507171575184 1379850671520697356 0.0024443222 0.028786765 9.806607 
523507235729006 1379850671584692718 0.0017475458 0.028249456 9.806609 
523507298478891 1379850671647925139 0.002765155 0.028898329 9.806607 
523507362327510 1379850671711859466 0.002082917 0.029223735 9.806606 
523507426725496 1379850671775000335 0.002902321 0.02927113 9.806606 
523507488895494 1379850671838934661 0.00465206 0.028936492 9.806606 
523507552255788 1379850671902106048 0.004572038 0.029384514 9.806605 
523507618332393 1379850671966101409 0.0043802573 0.02802537 9.806609 
523507679647821 1379850672029242278 0.00344592 0.027571231 9.806611 
523507751859022 1379850672093542815 0.002743035 0.026651142 9.806613 
523507813510176 1379850672156592132 0.0023570366 0.025154805 9.806618 
523507872292412 1379850672220373870 0.0030252517 0.02418706 9.80662 
523507934370850 1379850672283545257 0.0029884388 0.0241246 9.80662 
523507997975305 1379850672347479583 0.003972041 0.024703715 9.806619 
523508079983546 1379850672410925628 0.0035865633 0.025847847 9.806616 
523508157657893 1379850672474951507 0.003498094 0.025106775 9.806618 
523508189521162 1379850672537817718 0.002526632 0.02607848 9.806615 
523508254743198 1379850672601782561 0.0019164515 0.025184253 9.806618 
523508316974236 1379850672664953948 0.0012385416 0.026029477 9.806616 
523508381372222 1379850672728918792 0.0017730932 0.025776349 9.806616 
523508447692992 1379850672792181731 0.0017424267 0.026688576 9.806614 
523508508398012 1379850672856055022 0.0028540387 0.027376723 9.806611 
523508570995296 1379850672919433930 0.0044741593 0.027604366 9.80661 
523508642107764 1379850672983398774 0.0035360071 0.02731065 9.806611 
523508707085636 1379850673046600678 0.0025647995 0.026298812 9.806615 
523508769560839 1379850673110809662 0.0018269696 0.027274208 9.806612 
523508833256855 1379850673173920014 0.002167336 0.028398197 9.806609 
523508895579456 1379850673237701752 0.0038644252 0.029153235 9.806606 
523508974108374 1379850673300842621 0.0036148825 0.029077329 9.806606 
523509022055878 1379850673365143158 0.003651578 0.030141292 9.8066025 
523509083798593 1379850673428192475 0.0041365423 0.029961713 9.806603 
523509153232439 1379850673492248871 0.0035647529 0.027909635 9.80661 
523509215097234 1379850673555328705 0.004480735 0.028844154 9.806607 
523509285965539 1379850673619385102 0.006065521 0.029432097 9.806604 
523509347311487 1379850673682464936 0.0060908576 0.028192524 9.806608 
523509396479806 1379850673746230264 0.0067476886 0.028085517 9.806607 
523509459840099 1379850673809401651 0.005062982 0.028118657 9.806608 
523509523932882 1379850673873366495 0.005907059 0.02701256 9.806611 
523509593519332 1379850673936568399 0.0038430043 0.026776172 9.806613 
523509679159495 1379850674000838419 0.004183411 0.02744651 9.806611 
523509714746249 1379850674063674112 0.004904803 0.02754396 9.80661 
523509840429143 1379850674183791300 0.0050178226 0.027766118 9.806609 
523509907390841 1379850674247359415 0.004044393 0.026867347 9.806612 
523509975420750 1379850674310897013 0.0058612186 0.027532674 9.80661 
523510033043213 1379850674374495645 0.0044217333 0.028830258 9.806607 
523510095793098 1379850674438063761 0.0040462036 0.027415125 9.806611 
523510160587848 1379850674501601358 0.003541993 0.029436937 9.806605 
523510221628594 1379850674565383097 0.003681026 0.028513467 9.806608 
523510286484385 1379850674628768106 0.0033407137 0.027655844 9.806611 
523510349844678 1379850674692336222 0.00398815 0.028236104 9.806609 
523510418057709 1379850674756087442 0.003234376 0.02826819 9.806609 
523510480777075 1379850674819655557 0.0016721506 0.0269777 9.806613 
523510677145151 1379850675017134805 0.0013185997 0.027705638 9.806611 
523510737209244 1379850675080214639 0.0029726669 0.0268959 9.806613 
523510801668269 1379850675144240518 0.0042098183 0.027813947 9.80661 
523510867836438 1379850675207320352 0.003167151 0.02900855 9.806606 
523510928633019 1379850675271163126 0.0027430055 0.029321807 9.806605 
523511011831553 1379850675334668709 0.002736887 0.027842466 9.80661 
523511054346433 1379850675398755623 0.0024847665 0.027018882 9.806613 
523511118134010 1379850675461835457 0.0018303776 0.025775434 9.806616 
523511185645075 1379850675525830818 0.0013244246 0.026172915 9.806615 
523511245739687 1379850675588941170 0.0016726727 0.026656702 9.806614 
523511326649195 1379850675652997566 0.0020356446 0.02570598 9.806616 
523511365715271 1379850675715955330 0.0021016276 0.024224488 9.80662 
523511429869093 1379850675778424812 0.0015266985 0.024029566 9.806621 
523511493137825 1379850675843030525 0.0017837527 0.025119375 9.806618 
523511556803323 1379850675906995369 0.0033956408 0.024325345 9.80662 
523511639727174 1379850675970319344 0.004834463 0.024323933 9.806619 
523511684683683 1379850676034162117 0.004442266 0.024578884 9.806619 
523511750455084 1379850676097302986 0.0028281794 0.025106305 9.806618 
523511811129585 1379850676161282269 0.0027712232 0.025076786 9.806618 
523511875405489 1379850676224484173 0.0025472625 0.025171593 9.806618 
523511941543138 1379850676288449017 0.0012101802 0.02512978 9.806618 
