#SysTm EventTmStmp Light
312458678478982 1379576966374501590 5.0 
312459676983484 1379576967518844149 6.0 
312460185544448 1379576968027358553 7.0 
312460439870711 1379576968281676045 8.0 
312460821650048 1379576968663115254 9.0 
312461203063142 1379576969044554463 10.0 
312461457236803 1379576969298765888 11.0 
312461838710937 1379576969680205097 12.0 
312462092793036 1379576969934563023 13.0 
312462220368193 1379576970061790806 14.0 
312462347577106 1379576970189018590 15.0 
312462474175610 1379576970316032750 17.0 
312462601476082 1379576970443138463 20.0 
312462728562913 1379576970570349368 25.0 
312462856046509 1379576970697516116 26.0 
312462983346981 1379576970824682864 29.0 
312463110098089 1379576970951819095 33.0 
312463237368040 1379576971078894290 38.0 
312463374404511 1379576971206396731 40.0 
312463747027740 1379576971587439212 43.0 
312463873473641 1379576971714605960 45.0 
312464254917255 1379576972096167239 47.0 
312464508602589 1379576972350403137 46.0 
312464637520642 1379576972477936096 45.0 
312464763966545 1379576972605194396 44.0 
312465144250384 1379576972986158919 43.0 
312465656382233 1379576973494703840 42.0 
312465907259692 1379576973748976301 43.0 
312466037673244 1379576973876143049 42.0 
312466314737184 1379576974130568098 43.0 
312466415881698 1379576974257490706 45.0 
312466542938007 1379576974384626936 46.0 
312466926731690 1379576974766456843 45.0 
312467053757480 1379576974893318415 44.0 
312467306557725 1379576975147621393 43.0 
312468195921374 1379576976037741182 46.0 
312468323008204 1379576976164785860 47.0 
312468577670192 1379576976419088839 48.0 
312468739763889 1379576976546377657 51.0 
312469086261676 1379576976927633761 50.0 
312469213379027 1379576977054890810 48.0 
312469340282736 1379576977181996523 47.0 
312469594853161 1379576977436299501 46.0 
312469721054900 1379576977562794863 45.0 
312469849148904 1379576977690724550 46.0 
312469975900010 1379576977817738710 44.0 
312470103475166 1379576977944920131 43.0 
312470232088015 1379576978072666713 44.0 
312470358869642 1379576978200016567 43.0 
312470491633262 1379576978326919301 44.0 
312470738665155 1379576978580581411 45.0 
312470869170267 1379576978708175405 46.0 
312470994731079 1379576978835647329 45.0 
312471247592364 1379576979089400991 44.0 
312471374373991 1379576979216368282 43.0 
312471517972343 1379576979343535030 42.0 
312471629066498 1379576979470884883 41.0 
312471857542006 1379576979598214444 40.0 
312471883270680 1379576979725014981 38.0 
312472010449071 1379576979852151212 35.0 
312472148279072 1379576979979653653 33.0 
312472267735810 1379576980106972989 31.0 
312472393601825 1379576980234048184 26.0 
312472518979515 1379576980360848722 21.0 
312472649576188 1379576980487816486 19.0 
312472774282431 1379576980615318927 16.0 
312472902315391 1379576980742638263 15.0 
312473028761295 1379576980869774493 12.0 
312473281958303 1379576981123467120 11.0 
312473413867352 1379576981251183185 10.0 
312473663249314 1379576981505119952 9.0 
312473790519268 1379576981632012042 8.0 
312474172176524 1379576982013481769 7.0 
312474681073212 1379576982522236513 6.0 
312474807915879 1379576982649372743 5.0 
312475189054289 1379576983030793662 4.0 
312475443502633 1379576983285035605 3.0 
312475827723601 1379576983666383261 2.0 
312479512295553 1379576987353859124 3.0 
312479639473944 1379576987480995355 4.0 
312479907900619 1379576987736197048 5.0 
312480020703915 1379576987862387234 6.0 
312480275426943 1379576988116659695 7.0 
312480529112278 1379576988370932156 8.0 
312480783499581 1379576988625204617 9.0 
312480911074738 1379576988752371365 10.0 
312481164973716 1379576989006582790 11.0 
312481292274187 1379576989133841091 12.0 
312481547577104 1379576989388264855 13.0 
312481673473638 1379576989515431603 15.0 
312481803154702 1379576989642476281 16.0 
312481928593431 1379576989769643029 20.0 
312482055466618 1379576989896840294 23.0 
