#SysTm EventTmStmp Acc:x Acc:y Acc:z
183322715077000 1375059313049927142 -0.41708374 4.4611206 8.941864 
183322732992458 1375059313113434222 -0.24093628 4.39328 8.591949 
183322745444770 1375059313177002338 -0.19689941 4.3528137 8.85141 
183322757713959 1375059313240692523 -0.24926758 4.3385315 9.025177 
183322798550217 1375059313304108051 -0.3302002 4.3242493 8.947815 
183322819883958 1375059313367706683 -0.23736572 4.244507 8.888306 
183322871371826 1375059313431244281 -0.25997925 4.2433167 8.838318 
183322935250965 1375059313495148090 -0.31115723 4.2088013 9.071594 
183322998122933 1375059313558411029 -0.25759888 4.1838074 8.937103 
183323061055940 1375059313621948627 -0.29330444 4.117157 8.995422 
183323125789651 1375059313685547260 -0.23498535 4.1123962 8.946625 
183323189912953 1375059313749099536 -0.30639648 4.099304 9.028748 
183323252388154 1375059313812698169 -0.33139038 4.079071 9.079926 
183323315717928 1375059313876266284 -0.33139038 3.995758 8.988281 
183323379444465 1375059313939834400 -0.2564087 4.1397705 9.063263 
183323444422337 1375059314003402515 -0.25759888 4.07193 9.0346985 
183323507507946 1375059314066970630 -0.25045776 4.085022 8.97876 
183323570501995 1375059314130538745 -0.2564087 4.104065 8.928772 
183323634198013 1375059314194076343 -0.28735352 4.077881 9.039459 
183323696978418 1375059314257674976 -0.28497314 3.821991 9.187042 
183323760827038 1375059314321243091 -0.4527893 3.7041626 9.17038 
183323824248371 1375059314384811206 -0.29925537 3.5244446 9.30249 
183323888341152 1375059314448348804 -0.3468628 3.3506775 9.323914 
183323952006649 1375059314511977954 -0.5051575 3.3209229 9.116821 
183324015336422 1375059314575485034 -0.4194641 3.2399902 9.465546 
183324078513593 1375059314639053150 -0.41351318 3.0543213 9.400085 
183324142545334 1375059314702956958 -0.46469116 3.059082 9.222748 
183324206485515 1375059314766219898 -0.43374634 3.0174255 9.447693 
183324269693205 1375059314829757495 -0.4706421 2.9900513 9.414368 
183324333328182 1375059314893356128 -0.49206543 2.9650574 9.541718 
183324397054719 1375059314956893726 -0.5944214 2.4854126 9.847595 
183324460781258 1375059315020461841 -0.70510864 2.5663452 9.248932 
183324524355193 1375059315084060474 -0.9145813 1.9962463 9.075165 
183324588173290 1375059315147628589 -1.0633545 1.89151 9.370331 
183324651472543 1375059315211166187 -1.1097717 1.7498779 10.13443 
183324714405551 1375059315274764819 -0.9312439 1.6784668 10.043976 
183324778711976 1375059315338420692 -0.051696777 1.673706 9.797607 
183324841675504 1375059315401927772 0.07684326 1.8796082 9.181091 
183324905768287 1375059315465495888 -0.58132935 1.9867249 9.75 
183324969494823 1375059315529094520 -1.4537354 1.6249084 10.26059 
183325033251880 1375059315592632118 -1.6763 1.4916077 9.871399 
183325096398531 1375059315656200233 -1.0324097 1.6391907 9.262024 
183325159667263 1375059315719829384 -0.14334106 1.8581848 9.321533 
183325222935995 1375059315783336464 0.27679443 2.0164795 9.392944 
183325286876175 1375059315846904579 -0.21356201 1.9165039 9.734528 
183325350602712 1375059315910808388 -0.9395752 1.5713501 9.81189 
183325414207169 1375059315974040809 -1.0193176 1.4820862 9.819031 
183325477750584 1375059316037608925 -0.7848511 1.3713989 10.274872 
183325541293999 1375059316099773231 -0.2730713 1.5808716 9.860687 
183325606393953 1375059316164775673 0.005432129 1.7165527 9.745239 
183325669143838 1375059316228313270 -0.00289917 1.7189331 9.702393 
183325732107367 1375059316291881386 -0.15881348 1.6641846 9.991608 
183325795223497 1375059316355510536 -0.3052063 1.7010803 9.927338 
183325859041595 1375059316419078651 -0.31472778 1.7260742 9.645264 
183325923561663 1375059316482616249 -0.26593018 1.8093872 9.678589 
183325985853742 1375059316546184364 -0.2718811 1.8796082 9.87854 
183326049854964 1375059316609721962 -0.5111084 1.814148 9.610748 
183326112849011 1375059316673290077 -0.4623108 1.7463074 9.62027 
183326176697631 1375059316736888710 -0.54086304 1.7701111 9.526245 
183326240332607 1375059316800426307 -0.22427368 1.7641602 9.729767 
183326304516949 1375059316863994423 0.010192871 1.814148 9.797607 
183326367388918 1375059316927593056 -0.030273438 1.9831543 9.8237915 
183326430932332 1375059316991130653 -0.26950073 2.129547 9.820221 
183326494841992 1375059317054820839 -0.44802856 1.6570435 9.379852 
183326557927603 1375059317118297401 -0.2897339 1.7094116 9.596466 
183326621440497 1375059317181865516 -0.17904663 1.9414978 9.982086 
183326686845655 1375059317245525184 -0.33972168 1.9545898 10.016602 
183326748771489 1375059317308330360 -0.4539795 1.6879883 9.526245 
183326812253864 1375059317372539345 -0.33972168 1.4868469 9.442932 
183326875675199 1375059317436107460 -0.37423706 1.6975098 9.4953 
183326939218613 1375059317499706093 -0.5289612 1.493988 9.988037 
183327002884110 1375059317563274208 -0.25164795 1.4737549 9.723816 
183327066427525 1375059317626811806 -0.09573364 1.4975586 9.901154 
183327129635216 1375059317690379921 -0.39804077 1.4320984 10.06897 
183327193636438 1375059317753978554 -0.5099182 1.2607117 10.259399 
183327257454536 1375059317817516151 -0.33972168 1.1464539 9.563141 
183327322249286 1375059317881084266 -0.076690674 1.0786133 9.406036 
183327386189467 1375059317944713417 0.35534668 1.5987244 10.280823 
183327452418674 1375059318008312050 -0.3468628 1.18573 10.287964 
183327513337338 1375059318071819130 -0.04574585 1.1369324 9.575043 
183327575568377 1375059318135387245 0.27441406 1.1047974 9.636932 
183327638592946 1375059318198924843 0.16253662 1.4820862 9.965424 
183327704516950 1375059318262492958 -0.28378296 1.6891785 10.258209 
183327766900590 1375059318326091591 -0.444458 1.5594482 9.87973 
183327829680997 1375059318389629188 -0.16714478 1.217865 9.148956 
183327893010769 1375059318453197304 -0.32662964 1.2023926 9.353668 
183327957256153 1375059318516795936 -0.40756226 1.5558777 10.241547 
