#SysTm EventTmStmp Rot:x Rot:y Rot:z
13636178971667 13635356922000 0.029602615 0.1039283 0.6487662 
13636192940375 13635366965000 0.029793808 0.10395526 0.6485284 
13636204045500 13635377075000 0.02988212 0.10365939 0.6482705 
13636210309876 13635387205000 0.029942678 0.1031083 0.6480852 
13636216538792 13635397315000 0.029975886 0.102694795 0.64786386 
13636281545542 13635408953000 0.030022245 0.10292714 0.6475313 
13636287664750 13635418653000 0.030071776 0.10317429 0.6472508 
13636291936292 13635427811000 0.030117461 0.10327158 0.6470209 
13636297632792 13635437921000 0.030162642 0.10317167 0.646799 
13636302042459 13635447857000 0.030234339 0.10301035 0.6465613 
13636310209584 13635457858000 0.030279506 0.10293234 0.646313 
13636329598375 13635468162000 0.030369733 0.10300268 0.6460309 
13636336089501 13635478225000 0.030449683 0.10313752 0.64572877 
13636340685959 13635488137000 0.030536927 0.10328307 0.64544785 
13636345802417 13635498316000 0.03060032 0.10332748 0.64516705 
13636351529584 13635510695000 0.030669017 0.10330729 0.644862 
13636356318209 13635519836000 0.030733457 0.103338026 0.644594 
13636361840459 13635530270000 0.030800024 0.10345148 0.6442964 
13636369907125 13635539934000 0.030846817 0.10349178 0.64402217 
13636374937584 13635550399000 0.03088559 0.1035147 0.6437233 
13636380046876 13635560143000 0.030940255 0.10350142 0.6434432 
13636384341209 13635571388000 0.03097537 0.10345987 0.64317167 
13636389973042 13635580439000 0.031009628 0.10345244 0.6428996 
13636395205876 13635590644000 0.031037534 0.10346321 0.64264184 
13636401197042 13635601548000 0.03109311 0.10348883 0.6423957 
13636407567625 13635612335000 0.031167656 0.103385724 0.642087 
13636413511000 13635622832000 0.031244788 0.10321259 0.64182436 
13636418857417 13635632119000 0.031356614 0.10299764 0.6415846 
13636424062167 13635642249000 0.03155302 0.10259221 0.6413252 
13636429201209 13635652438000 0.031594858 0.10243252 0.6410721 
13636434674084 13635662468000 0.0316334 0.10229722 0.64081985 
13636440952751 13635672567000 0.031727426 0.10221152 0.6405625 
13636446415334 13635682625000 0.03180436 0.1021457 0.64031786 
